K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,0.7096039270578467,2.7219754841876784,0.0,0.0,0.0,72/121,16.90%,ITGAL;CD2;LTB;IL16;CD96;IL2RG;ZAP70;PTPRC;CD3E;FYB1;ETS1;CD3D;MAP4K1;LCK;HCLS1;ITK;CCL5;PTPN6;IL2RB;CD79A;LCP2;CD28;CD8A;CD247;PRKCB;CD7;STAT4;ITGB2;CCR5;CD3G;SIT1;IL12RB1;SRGN;GZMA;PRF1;CXCR3;WAS;TRAT1;CD40LG;IL27RA;ST8SIA4;CD40;IRF4;FASLG;CD4;IL2RA;GPR65;CCND3;TLR6;KLRD1;TNF;GBP2;IRF7;IRF8;IL18RAP;LY86;LY75;CD74;FGR;CCL4;GZMB;FAS;STAT1;HDAC9;CD80;FCGR2B;CRTAM;CCR2;NCR1;SOCS1;TLR1;CD1D
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.5581829512820027,-2.463299387524407,0.0,0.0,0.0,98/164,22.58%,GPC1;LRP1;DST;MMP14;IGFBP2;TGFBI;FBLN1;PFN2;IGFBP4;COL7A1;DPYSL3;ITGB5;SPARC;COL4A2;COL3A1;TPM1;COL1A2;SDC4;ELN;SAT1;RHOB;COL6A2;QSOX1;THBS1;FSTL1;FUCA1;DCN;COL5A1;JUN;MATN2;ITGA2;LAMA3;COL6A3;LAMC1;VEGFA;LUM;DAB2;MMP2;COL1A1;CALD1;COL4A1;GJA1;VCAN;CXCL12;SLC6A8;SERPINH1;THBS2;FN1;HTRA1;WNT5A;COL16A1;COL5A2;FBN1;PMP22;BMP1;PDLIM4;EDIL3;CDH11;PLOD2;FBLN2;MXRA5;TNC;ANPEP;SNAI2;TIMP3;PCOLCE;LOXL1;ECM1;PLAUR;FBLN5;THY1;PDGFRB;CRLF1;PTHLH;BGN;MYL9;GREM1;PVR;ABI3BP;LAMC2;CAPG;COL12A1;PRRX1;VCAM1;NNMT;IGFBP3;TAGLN;TPM2;LOX;CCN1;MYLK;NID2;SFRP1;LAMA2;TIMP1;ACTA2;MGP;FMOD
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_G2M_CHECKPOINT,-0.626655001068181,-2.3837135328247663,0.0,0.0,0.0,59/68,32.16%,MCM2;SLC12A2;CDK1;TOP2A;TPX2;NUSAP1;MEIS1;ODC1;MKI67;LMNB1;E2F1;PTTG1;CDKN2C;EZH2;KIF23;SLC7A1;MCM6;PRC1;MT2A;CKS2;TROAP;PLK1;MYBL2;KPNA2;CDC20;RAD54L;CENPF;BIRC5;CCNB2;HMMR;NDC80;ORC6;CDC45;CCND1;MAP3K20;KIF11;SMC4;KIF2C;TTK;NEK2;MEIS2;INCENP;ESPL1;FANCC;MYC;CENPA;CENPE;AURKB;POLQ;BUB1;CCNF;EXO1;SNRPD1;UBE2C;POLE;AURKA;KIF15;TACC3;DMD
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_E2F_TARGETS,-0.6415898493781935,-2.3039784214085293,0.0,0.0,0.0,46/54,30.48%,MCM2;MCM4;CDKN2A;CDK1;HELLS;TOP2A;TK1;HMGB2;MKI67;TCF19;LMNB1;PTTG1;CDKN2C;EZH2;CDKN1A;RRM2;CIT;MCM6;CENPM;CKS2;TFRC;PLK1;MYBL2;KPNA2;CDC20;BIRC5;CCNB2;HMMR;ORC6;MELK;SMC4;SPC25;KIF2C;SPAG5;DLGAP5;CDCA3;KIF18B;CDCA8;ESPL1;DEPDC1;MYC;CENPE;AURKB;POLE;AURKA;DIAPH3
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_COAGULATION,-0.546060200962685,-2.128760410506369,0.0,0.0,0.0,45/79,26.70%,GSN;CTSB;LRP1;MMP14;C1R;C1S;SPARC;A2M;SERPINA1;LGMN;THBS1;PRSS23;ITGA2;ADAM9;C1QA;MMP2;CFB;FN1;ANXA1;HTRA1;FBN1;BMP1;PLAU;C2;CLU;CFD;SERPING1;CSRP1;TIMP3;C3;PLAT;CFH;F3;TIMP1;VWF;THBD;MMP9;MMP11;CRIP2;CFI;DUSP6;GDA;CTSK;ITGB3;TFPI2
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.5053620241121246,-2.0744562637817965,0.0,0.0,0.0,48/106,20.18%,CDH1;CXCL14;KRT19;AGR2;CA12;RAPGEFL1;CKB;SCNN1A;NBL1;IGFBP4;PLXNB1;MDK;KLF4;TFF3;CA2;SERPINA1;UGDH;FOS;FLNB;PRSS23;HR;CPE;FARP1;CXCL12;BLVRB;SLC26A2;FGFR3;TOP2A;LLGL2;TJP3;MYB;OVOL2;TOB1;TSPAN13;KLK11;CYP4F11;FABP5;HSPA4L;SGK1;KLK10;ASS1;CDC20;LAMC2;SLC16A1;NMU;CAV1;CCND1;KIF20A
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5452490740013327,2.0326904960696934,0.0,0.0007231965286566623,0.004,50/111,17.26%,NLRC5;CCL5;PTPN6;IL2RB;RNF213;IL10RA;ITGB7;LCP2;CASP8;KLRK1;SP110;STAT4;BANK1;ZBP1;ISG20;RAPGEF6;CD69;GZMA;CIITA;IRF1;EIF4E3;SLAMF7;ST8SIA4;SAMD9L;CD40;IRF4;SAMHD1;GPR18;OAS2;ST3GAL5;CD38;PSMB9;TNFAIP3;TRIM14;PDE4B;IRF7;IRF8;PARP14;CD74;MX2;FAS;GBP4;STAT1;IL18BP;EPSTI1;SOCS1;PFKP;IFITM2;CSF2RB;HELZ2
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_MYOGENESIS,-0.4600249682659906,-1.9517586832107312,0.0,0.000693382277964719,0.002,47/112,22.22%,ITGB4;GSN;CKB;NQO1;ITGB5;SPARC;COL4A2;EFS;COL3A1;ERBB3;COL6A2;SPHK1;MYH11;COL6A3;CNN3;COL1A1;SLC6A8;CDH13;SVIL;IGFBP7;EPHB3;SCD;SOD3;GAA;CLU;CFD;NAV2;AEBP1;CDKN1A;SMTN;VIPR1;MAPRE3;CD36;SORBS3;COL15A1;CRYAB;DTNA;FST;IGFBP3;WWTR1;TAGLN;TPM2;MYLK;GPX3;LAMA2;TNNT3;BDKRB2
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.4611119554218497,-1.9176991458583021,0.0,0.0014858191670672552,0.005,44/118,15.90%,KRT8;CLDN7;ELF3;KRT19;CA12;RAPGEFL1;SCNN1A;NBL1;IGFBP4;MUC1;KRT15;KLF4;TFF3;HES1;ESRP2;MLPH;FOS;FLNB;PRSS23;HR;AKAP1;GJA1;FARP1;CXCL12;BLVRB;SLC26A2;SVIL;LAD1;TJP3;DHRS3;CELSR1;MYB;OVOL2;TOB1;TTC39A;FHL2;NAV2;KLK10;TUBB2B;KAZN;LRIG1;RHOBTB3;FASN;THSD4
6,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_6.dt_0_01.txt,prerank,HALLMARK_XENOBIOTIC_METABOLISM,-0.48309887077865066,-1.8883491903963776,0.0,0.0020801468338941575,0.008,21/80,7.74%,EPHX1;ABCC3;AKR1C3;TMEM176B;FBLN1;AKR1C2;ALDH3A1;IGFBP4;GCLC;NQO1;MAOA;CES1;CA2;UGDH;PTGR1;EPHA2;BCAR1;NDRG2;APOE;BLVRB;CFB
