K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.5997689408851498,-2.579273907882433,0.0,0.0,0.0,91/121,29.68%,CTSS;CD74;IL2RG;ITGAL;SRGN;CCND2;CD79A;HCLS1;LTB;IL16;CD2;PTPRC;IRF8;ETS1;ITGB2;CD96;FYB1;MAP4K1;ZAP70;CD3E;CD4;CD3D;LCP2;IRF4;CCL5;CD40;IL2RB;SPI1;PRKCB;LCK;WAS;PTPN6;ITK;NCF4;CD8A;IL12RB1;CD28;GZMA;CD247;CCR5;CD3G;CD7;LY75;TIMP1;FGR;SIT1;STAT4;ICAM1;TLR6;C2;FCGR2B;CXCR3;PRF1;HDAC9;STAB1;THY1;IL27RA;CD1D;CD80;TRAT1;LY86;CCL2;GPR65;TLR1;FASLG;IL2RA;CCND3;IL18;CD40LG;IL7;FAS;CCL11;KLRD1;CSF1;CCL4;CCR2;GBP2;CFP;IL18RAP;CCR1;TNF;IL1B;GZMB;EREG;NLRP3;LIF;INHBA;STAT1;FLNA;CAPG;JAK2
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.48396805633993295,-2.1102759869637198,0.0,0.0,0.0,73/111,29.86%,IFI27;CD74;C1S;ITGB7;NLRC5;IRF8;C1R;SOD2;CIITA;SLAMF7;CFB;IL10RA;LCP2;IRF4;CCL5;SAMHD1;CD40;ZBP1;IL2RB;TNFAIP3;IRF1;MT2A;PFKP;CD38;KLRK1;PTPN6;FGL2;RNF213;GZMA;NFKBIA;ISG20;IFITM2;SAMD9L;BANK1;CSF2RB;CASP8;ST3GAL5;STAT4;ICAM1;SP110;PDE4B;IFITM3;SERPING1;CFH;CD69;VCAM1;EIF4E3;GBP4;NAMPT;CCL2;GPR18;IFI30;SOCS3;UPP1;PSMB9;IL7;TRIM14;FAS;CD274;PNP;CXCL10;TNFAIP6;EPSTI1;RAPGEF6;SECTM1;PTGS2;ISG15;STAT1;OASL;OAS2;JAK2;IFIT2;FPR1
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.5094380393365618,-1.9254477430637278,0.0,0.003816065636328945,0.005040322580645161,36/53,30.84%,PLA2G2A;IL2RG;LTB;ITGA4;A2M;TNFRSF1B;TNFRSF12A;IRF1;CD38;IL12RB1;CD14;CSF2RB;IL1R2;PIK3R5;MAP3K8;HMOX1;IL2RA;CSF2RA;SOCS3;IL1R1;IL7;FAS;IL3RA;CD36;CSF1;CXCL10;CXCL1;IL9R;IL18R1;CCR1;TNF;IL1B;STAT1;CSF3R;CXCL3;ITGB3
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.6086685407246858,-1.8932720466577988,0.00390625,0.00343445907269605,0.006048387096774193,12/23,18.84%,XBP1;HERPUD1;NABP1;HSP90B1;ERO1A;ERN1;DNAJB9;VEGFA;SLC7A5;HSPA5;CEBPB;CCL2
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_COMPLEMENT,-0.39112131922902527,-1.8572727362096955,0.0,0.0036634230108757867,0.008064516129032258,72/122,29.94%,CTSS;CA2;KYNU;C1S;CTSC;SERPINA1;LGALS3;C1R;SPOCK2;CFB;KLK1;LCP2;DOCK10;CCL5;TNFAIP3;IRF1;LCK;WAS;PRSS3;FN1;EHD1;FYN;GZMA;RASGRP1;CD55;TIMP1;PLEK;GNG2;CR1;DUSP5;C2;PIK3R5;SH2B3;SERPING1;C1QC;CFH;SERPINB2;ZEB1;HSPA5;CPM;SERPINE1;C1QA;CEBPB;CASP10;CTSL;GZMK;S100A12;CSRP1;CD40LG;PSMB9;DPP4;APOBEC3G;C3;CR2;FCER1G;CD36;MMP12;CTSH;CXCL1;CDA;GATA3;LGMN;TFPI2;CP;GZMB;ITGAM;GNGT2;LIPA;DUSP6;PLAT;JAK2;F5
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.45165096907702534,-1.68501150878019,0.0,0.014882655981682884,0.03931451612903226,28/50,29.84%,IFI27;CD74;C1S;SELL;IRF1;ISG20;IFITM2;SAMD9L;CASP8;SP110;IFITM3;GBP4;LAMP3;IFI30;PSMB9;IL7;TRIM14;TMEM140;SAMD9;CSF1;LPAR6;CXCL10;EPSTI1;GBP2;CCRL2;ISG15;OASL;IFIT2
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_KRAS_SIGNALING_UP,-0.35596457725585723,-1.6220454933418595,0.0,0.02224221113746013,0.06653225806451613,48/131,16.16%,CTSS;LAPTM5;IL2RG;IKZF1;TMEM176B;CA2;DOCK2;SPON1;CCND2;LCP1;CD37;IRF8;ETS1;ITGB2;CXCR4;MAP4K1;TNFRSF1B;PECAM1;CFB;PRDM1;EPHB2;TMEM176A;IL10RA;TRAF1;KCNN4;FUCA1;IL7R;ENG;ADAM8;TNFAIP3;EMP1;ERO1A;BIRC3;LAT2;MALL;ID2;ST6GAL1;TSPAN7;TRIB1;ADAMDEC1;ACE;CFH;PRRX1;PLVAP;ADGRA2;ABCB1;NRP1;HDAC9
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_APOPTOSIS,-0.35797584871423216,-1.4909991531271702,0.013333333333333334,0.043216943331425305,0.13911290322580644,33/79,17.46%,PMAIP1;CCND2;CD2;LGALS3;SOD2;TOP2A;CAV1;DCN;LUM;PLCB2;TNFRSF12A;IRF1;CCND1;MMP2;CD38;PPT1;EMP1;BIRC3;TIMP3;CDC25B;ISG20;TIMP1;CD14;CASP8;BGN;IGFBP6;IFITM3;CD69;PRF1;HMOX1;GPX3;PDGFRB;DDIT3
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.6633624000293419,1.4766069954413412,0.03581661891117478,0.6481075363141464,0.529,6/15,11.60%,JAG2;DLL1;JAG1;HEY1;CSNK1E;DKK1
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_HEDGEHOG_SIGNALING,0.6244630331308846,1.4447312351937505,0.07044198895027624,0.44129105498077864,0.635,4/17,5.68%,ADGRG1;NRCAM;CELSR1;HEY1
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_E2F_TARGETS,0.49573970746375373,1.4099398682542454,0.04524886877828054,0.4152841920586186,0.761,13/54,9.62%,HELLS;MCM4;MCM2;MCM6;CENPM;LIG1;POLE;TCF19;EZH2;ORC6;LMNB1;MYBL2;TK1
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_APICAL_JUNCTION,0.4746018458190132,1.4082026829449248,0.028391167192429023,0.3168296395675843,0.767,23/101,12.46%,ADAM23;CDH3;COL17A1;MDK;LAYN;PIK3R3;ITGA2;LAMB3;TGFBI;LAMA3;ITGB4;MPZL2;BMP1;NLGN2;KCNH2;CDH1;NECTIN4;SORBS3;GRB7;MAP3K20;LAMC2;CDH8;VCAN
13,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_13.dt_0_01.txt,prerank,HALLMARK_DNA_REPAIR,0.5613529933791315,1.3779111161071227,0.08185538881309687,0.334373951856343,0.851,5/22,6.16%,TYMS;BCAM;LIG1;POLA1;ZWINT
