K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.5784664935067836,-2.65265179777499,0.0,0.0,0.0,78/121,25.74%,CTSS;CD74;ITGAL;IL2RG;IL16;CCND2;CD79A;SRGN;HCLS1;CD2;LTB;PTPRC;ETS1;IRF8;CD96;FYB1;ZAP70;MAP4K1;ITGB2;LCP2;CD4;CD3E;IRF4;NCF4;CD3D;CD40;PRKCB;LCK;ITK;PTPN6;SPI1;WAS;IL2RB;CCL5;CD28;IL12RB1;STAT4;STAB1;CD247;CD3G;FGR;CD8A;C2;SIT1;CD7;GZMA;TLR6;LY75;HDAC9;CCR5;IL18;ICAM1;FCGR2B;TIMP1;CD40LG;IL27RA;THY1;TLR1;CXCR3;CD1D;TRAT1;GPR65;LY86;CCL11;PRF1;FAS;CCND3;JAK2;IL7;CD80;IL2RA;FASLG;CSF1;KLRD1;LIF;NLRP3;CCL2;CCR2
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.5006935026920836,-1.9452633792083192,0.0,0.0033484011384563865,0.004008016032064128,32/53,31.66%,PLA2G2A;IL2RG;ITGA4;LTB;A2M;TNFRSF1B;CD38;CSF2RB;IRF1;IL12RB1;CD14;PIK3R5;MAP3K8;IL1R2;CD36;FAS;HMOX1;IL3RA;ITGB3;CSF2RA;IL7;CXCL1;IL2RA;CSF1;IL9R;IL18R1;CCR1;TNF;IL1R1;LEPR;CSF3R;CXCL3
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.41012150678794274,-1.7816688325879213,0.0,0.011161337128187957,0.02004008016032064,50/111,22.74%,CD74;NLRC5;ITGB7;IRF8;SLAMF7;CIITA;LCP2;IL10RA;IRF4;ZBP1;CFB;CD40;SAMHD1;PTPN6;CD38;FGL2;C1S;CSF2RB;IL2RB;IRF1;KLRK1;CCL5;ISG20;CASP8;SAMD9L;ST3GAL5;STAT4;BANK1;SP110;CFH;SERPING1;GZMA;PDE4B;TNFAIP3;GBP4;ICAM1;VCAM1;CD69;RNF213;EIF4E3;C1R;UPP1;IFITM2;FAS;PFKP;TRIM14;RAPGEF6;GPR18;JAK2;IL7
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_COMPLEMENT,-0.3575448633654293,-1.6035188675826582,0.0,0.029717060103800434,0.06613226452905811,62/122,25.60%,CTSS;CA2;SERPINA1;SPOCK2;CTSC;LCP2;DOCK10;LGALS3;KLK1;CFB;CD55;LCK;FYN;FN1;WAS;C1S;EHD1;RASGRP1;IRF1;PRSS3;CCL5;SH2B3;CASP10;PIK3R5;CPM;CFH;C2;SERPING1;GNG2;GZMA;CR1;TNFAIP3;PLEK;TIMP1;S100A12;CD40LG;C1R;C1QC;SERPINB2;CD36;DPP4;C3;DUSP5;CTSL;ZEB1;C1QA;LGMN;HSPA5;JAK2;FCER1G;CP;CXCL1;GATA3;TFPI2;DUSP6;CDA;APOBEC3G;GZMK;CR2;CTSH;CSRP1;ITGAM
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_KRAS_SIGNALING_UP,-0.3592910443636111,-1.5791780150435561,0.0,0.029131089904570567,0.0811623246492986,57/131,22.52%,CTSS;IKZF1;LAPTM5;IL2RG;DOCK2;TMEM176B;SPON1;CCND2;CA2;LCP1;CD37;ETS1;IRF8;MAP4K1;PECAM1;ITGB2;PRDM1;CXCR4;IL10RA;EPHB2;TMEM176A;MALL;TRAF1;TNFRSF1B;IL7R;FUCA1;ENG;CFB;KCNN4;LAT2;ST6GAL1;ADAM8;ACE;ADAMDEC1;SLPI;TSPAN1;TRIB1;BIRC3;CFH;ABCB1;HDAC9;TNFAIP3;ADGRA2;NRP1;GLRX;PLVAP;CCL20;ID2;VWA5A;LY96;ERO1A;GNG11;C3AR1;IL33;FCER1G;CSF2RA;F13A1
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_HEDGEHOG_SIGNALING,0.6905710042459379,1.5748477970750374,0.013100436681222707,0.24051331948352486,0.226,6/17,10.68%,ADGRG1;NRCAM;CELSR1;HEY1;DPYSL2;VLDLR
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_P53_PATHWAY,0.513898437346584,1.5510223515340409,0.006514657980456026,0.1622794330344229,0.287,27/89,18.10%,TP63;ABCC5;CLCA2;KRT17;EPHX1;SPHK1;ITGB4;JAG2;CDH13;CDKN2A;HSPA4L;GPX2;SLC7A11;EPHA2;SERPINB5;JUN;MDM2;TRAF4;PDGFA;NUPR1;DDIT4;SLC19A2;TCN2;TSC22D1;GM2A;INHBB;NINJ1
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_TGF_BETA_SIGNALING,0.6109280188886055,1.5446016028984166,0.02807486631016043,0.11861747354949552,0.312,8/24,10.76%,CDKN1C;TGIF1;ID3;CDH1;SMAD1;WWTR1;SMAD3;SLC20A1
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_E2F_TARGETS,0.534117142494896,1.5192525422890517,0.016018306636155607,0.11735082967365293,0.388,15/54,8.28%,MCM2;MCM4;HELLS;MCM6;CENPM;LIG1;TCF19;CDKN2A;POLE;EZH2;MYBL2;TFRC;LMNB1;TK1;ORC6
16,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_16.dt_0_01.txt,prerank,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.6597469215613585,1.4969824105624912,0.05788712011577424,0.11891550740263496,0.463,6/15,10.92%,JAG2;HEY1;JAG1;DLL1;CSNK1E;DKK1
