NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CTLA4	114	8.629991207271814E-4	0.011077364	No	
row_1	TNFRSF4	184	6.791730993427336E-4	0.023976196	No	
row_2	CD300A	213	5.963378935121E-4	0.041877892	No	
row_3	NFATC2	214	5.902167758904397E-4	0.06518869	No	
row_4	PTPRC	246	5.294082802720368E-4	0.07984154	No	
row_5	IKZF3	491	2.775438188109547E-4	0.04156003	No	
row_6	IL2	547	2.430700114928186E-4	0.04006026	No	
row_7	AHR	714	1.6325543401762843E-4	0.01300657	No	
row_8	SASH3	721	1.6145614790730178E-4	0.018172434	No	
row_9	IL10	774	1.4479237142950296E-4	0.013396605	No	
row_10	GPR183	810	1.329395017819479E-4	0.011583521	No	
row_11	TNFSF13B	971	9.03216059668921E-5	-0.017139815	No	
row_12	TYROBP	1002	8.408818393945694E-5	-0.019873215	No	
row_13	CDKN2A	1318	4.971431917510927E-5	-0.08148188	No	
row_14	ATM	1633	3.1013340048957616E-5	-0.14362733	No	
row_15	TLR4	1663	2.9820466806995682E-5	-0.14830224	No	
row_16	IRS2	1795	2.4808125090203248E-5	-0.17376038	No	
row_17	TFRC	2386	8.235421773861162E-6	-0.29250675	No	
row_18	BST1	3035	-8.743502803554293E-6	-0.42293844	No	
row_19	PELI1	3506	-2.4061322619672865E-5	-0.5168418	No	
row_20	TNFRSF21	3551	-2.6380475901532918E-5	-0.52467984	No	
row_21	EPHB2	3668	-3.224494867026806E-5	-0.546817	No	
row_22	CDKN1A	3904	-4.819783862330951E-5	-0.59234023	No	
row_23	CARD11	4336	-1.1653901310637593E-4	-0.67472035	No	
row_24	BCL6	4436	-1.418685569660738E-4	-0.68909705	No	
row_25	BCL2	4476	-1.5800721303094178E-4	-0.6907273	Yes	
row_26	NCKAP1L	4482	-1.599785464350134E-4	-0.685418	Yes	
row_27	MZB1	4538	-1.9083060033153743E-4	-0.688981	Yes	
row_28	VAV3	4570	-2.1588191157206893E-4	-0.68671095	Yes	
row_29	TNFSF13	4583	-2.2390345111489296E-4	-0.6802896	Yes	
row_30	CLCF1	4591	-2.3398944176733494E-4	-0.67246085	Yes	
row_31	MNDA	4605	-2.4126753851305693E-4	-0.66555554	Yes	
row_32	CD38	4737	-4.070821451023221E-4	-0.6759156	Yes	
row_33	IL7	4790	-5.300280172377825E-4	-0.66547644	Yes	
row_34	INPP5D	4857	-7.917908951640129E-4	-0.6475243	Yes	
row_35	LYN	4874	-9.073555120266974E-4	-0.61491704	Yes	
row_36	FCGR2B	4892	-9.9265540484339E-4	-0.5791427	Yes	
row_37	FCRL3	4914	-0.0011161852162331343	-0.53929675	Yes	
row_38	MEF2C	4930	-0.0011964007280766964	-0.49507174	Yes	
row_39	BTK	4945	-0.001307012396864593	-0.4462763	Yes	
row_40	CD74	4980	-0.0019479288021102548	-0.37620398	Yes	
row_41	CD40	4985	-0.002136696595698595	-0.29262173	Yes	
row_42	TNFRSF13B	4987	-0.002221067901700735	-0.20510177	Yes	
row_43	TNFRSF13C	4988	-0.0022961755748838186	-0.114413574	Yes	
row_44	CD22	4998	-0.0029479856602847576	2.0171536E-4	Yes	
