NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ZAP70	2	0.0019063076470047235	0.073507026	Yes	
row_1	CD3E	7	0.0017723202472552657	0.14141594	Yes	
row_2	CD3D	8	0.0016805828781798482	0.20657451	Yes	
row_3	THEMIS	15	0.0014973796205595136	0.26342037	Yes	
row_4	CD28	26	0.001388460979796946	0.31523684	Yes	
row_5	SPN	28	0.0013435533037409186	0.36712667	Yes	
row_6	BCL11B	43	0.001217842916958034	0.4115216	Yes	
row_7	CD3G	54	0.0011318271281197667	0.453388	Yes	
row_8	CD4	77	9.847467299550772E-4	0.48713255	Yes	
row_9	JAK3	116	8.559130947105587E-4	0.5126562	Yes	
row_10	FOXP3	121	8.460888057015836E-4	0.54465383	Yes	
row_11	ITPKB	123	8.448496228083968E-4	0.5772082	Yes	
row_12	GATA3	145	7.676738314330578E-4	0.6027382	Yes	
row_13	BATF	168	7.267441251315176E-4	0.62647957	Yes	
row_14	IL6R	211	6.015084800310433E-4	0.64133316	Yes	
row_15	PTPRC	246	5.294082802720368E-4	0.65500426	Yes	
row_16	CD69	257	5.201405147090554E-4	0.6731547	Yes	
row_17	SLAMF6	288	4.7954978072084486E-4	0.68569916	Yes	
row_18	TBX21	299	4.6719275997020304E-4	0.70179677	Yes	
row_19	IL12RB1	342	4.1993724880740047E-4	0.7096106	Yes	
row_20	IL23R	374	3.8917959318496287E-4	0.7184496	Yes	
row_21	CCR7	606	2.0590984786394984E-4	0.6798605	No	
row_22	SOCS3	632	1.9389658700674772E-4	0.68233776	No	
row_23	LY9	660	1.828954991651699E-4	0.68398535	No	
row_24	TOX	681	1.763608306646347E-4	0.6867908	No	
row_25	CTSL	829	1.274512760573998E-4	0.6620952	No	
row_26	IL23A	1301	5.0903192459372804E-5	0.56910914	No	
row_27	AIRE	1330	4.868289761361666E-5	0.5653515	No	
row_28	JAG2	1356	4.657914905692451E-5	0.5621171	No	
row_29	FOXN1	1678	2.930541813839227E-5	0.49853557	No	
row_30	GLI3	2237	1.1876984899572562E-5	0.38649604	No	
row_31	LOXL3	3287	-1.6325773685821332E-5	0.1756371	No	
row_32	IL12B	3467	-2.2753665689378977E-5	0.14043057	No	
row_33	CARD11	4336	-1.1653901310637593E-4	-0.030051043	No	
row_34	IRF4	4447	-1.4738197205588222E-4	-0.046514254	No	
row_35	BCL2	4476	-1.5800721303094178E-4	-0.046033252	No	
row_36	DOCK2	4714	-3.7023640470579267E-4	-0.07946092	No	
row_37	IL6	4769	-4.832117701880634E-4	-0.07161321	No	
row_38	CD1D	4909	-0.0010847452795132995	-0.057580292	No	
row_39	CD74	4980	-0.0019479288021102548	0.0038307637	No	
