NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CTSD	648	1.8653149891179055E-4	-0.09707415	No	
row_1	CTSL	829	1.274512760573998E-4	-0.11066037	No	
row_2	FCER1G	1133	6.677102646790445E-5	-0.15966871	No	
row_3	SLC11A1	1180	6.042985842213966E-5	-0.15821299	No	
row_4	CD209	1440	4.18376293964684E-5	-0.20279981	No	
row_5	IDE	1641	3.060915696551092E-5	-0.23753011	No	
row_6	ACE	1925	2.057060737570282E-5	-0.29069605	No	
row_7	CTSV	1969	1.9295455786050297E-5	-0.29591408	No	
row_8	TREM2	2932	-5.74925479668309E-6	-0.4879923	No	
row_9	RAET1E	3062	-9.38620087254094E-6	-0.5122253	No	
row_10	CLEC4A	3072	-9.659382158133667E-6	-0.5123232	No	
row_11	LGMN	3240	-1.4711614312545862E-5	-0.5432416	No	
row_12	AZGP1	3721	-3.43547944794409E-5	-0.6335117	No	
row_13	CTSS	4660	-2.941851271316409E-4	-0.76975346	Yes	
row_14	IFI30	4816	-6.512142135761678E-4	-0.6856773	Yes	
row_15	FCGR2B	4892	-9.9265540484339E-4	-0.52514845	Yes	
row_16	MPEG1	4917	-0.0011401408119127154	-0.32829523	Yes	
row_17	CD74	4980	-0.0019479288021102548	0.0038137913	Yes	
