NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SUSD4	903	1.053953601513058E-4	-0.16384745	No	
row_1	C1QC	1093	7.200380059657618E-5	-0.18963388	No	
row_2	C1QB	1176	6.109556125011295E-5	-0.19573617	No	
row_3	C1QA	1238	5.587825580732897E-5	-0.19849925	No	
row_4	VSIG4	1359	4.6504199417540804E-5	-0.21473745	No	
row_5	CFH	1437	4.1926461562979966E-5	-0.22309825	No	
row_6	MASP1	1521	3.7315392546588555E-5	-0.23345244	No	
row_7	C1R	1570	3.428763375268318E-5	-0.23727587	No	
row_8	C7	1794	2.4821436454658397E-5	-0.27794424	No	
row_9	SERPING1	1822	2.3846601834520698E-5	-0.27931824	No	
row_10	IL1B	2019	1.7967113308259286E-5	-0.31571826	No	
row_11	CFB	2063	1.667741707933601E-5	-0.32153466	No	
row_12	C1S	2126	1.475972112530144E-5	-0.33150294	No	
row_13	CFD	2146	1.4307998753793072E-5	-0.33289108	No	
row_14	C3	2354	8.840727787173819E-6	-0.37306026	No	
row_15	CFP	2839	-2.7771689019573387E-6	-0.4700303	No	
row_16	TREM2	2932	-5.74925479668309E-6	-0.48757327	No	
row_17	KRT1	3021	-8.251357940025628E-6	-0.50388473	No	
row_18	A2M	3428	-2.1649038899340667E-5	-0.58193666	No	
row_19	FCN3	3439	-2.1901138097746298E-5	-0.5802194	No	
row_20	CLU	3524	-2.4807441150187515E-5	-0.59290546	No	
row_21	C2	3559	-2.688484892132692E-5	-0.5951712	No	
row_22	IGHG1	3613	-2.9398426704574376E-5	-0.6008341	No	
row_23	IGHG3	3739	-3.569569526007399E-5	-0.61992	No	
row_24	C4BPB	4077	-6.659949576715007E-5	-0.6764236	No	
row_25	IGHE	4117	-7.164387352531776E-5	-0.67207205	No	
row_26	CFI	4126	-7.26594589650631E-5	-0.66130626	No	
row_27	IGHA1	4323	-1.1313494178466499E-4	-0.68149596	Yes	
row_28	IGHD	4385	-1.2769937166012824E-4	-0.67202544	Yes	
row_29	CD55	4731	-3.966836666222662E-4	-0.6739151	Yes	
row_30	IGHA2	4901	-0.0010299509158357978	-0.5325038	Yes	
row_31	CR2	4919	-0.001149745425209403	-0.34008536	Yes	
row_32	CR1	4983	-0.0020899521186947823	0.0032212783	Yes	
