NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CD2	0	0.0021223127841949463	0.030523228	Yes	
row_1	ZAP70	2	0.0019063076470047235	0.05773299	Yes	
row_2	CD3E	7	0.0017723202472552657	0.08239513	Yes	
row_3	CD3D	8	0.0016805828781798482	0.10656537	Yes	
row_4	IL7R	12	0.0015526105416938663	0.1282745	Yes	
row_5	THEMIS	15	0.0014973796205595136	0.14939617	Yes	
row_6	ITK	16	0.0014756419695913792	0.17061894	Yes	
row_7	CD28	26	0.001388460979796946	0.18872605	Yes	
row_8	CD8A	27	0.0013582584215328097	0.20826061	Yes	
row_9	SPN	28	0.0013435533037409186	0.22758366	Yes	
row_10	RASGRP1	33	0.0012931182282045484	0.24535389	Yes	
row_11	LCK	36	0.001284687896259129	0.26341662	Yes	
row_12	BCL11B	43	0.001217842916958034	0.2796905	Yes	
row_13	STAT4	46	0.0012003137962892652	0.29653975	Yes	
row_14	RORA	51	0.0011407043784856796	0.31211796	Yes	
row_15	TCF7	52	0.001137194805778563	0.32847315	Yes	
row_16	CD3G	54	0.0011318271281197667	0.3445443	Yes	
row_17	ICOS	65	0.0010387893998995423	0.35741553	Yes	
row_18	IL2RG	74	9.995473083108664E-4	0.37013614	Yes	
row_19	CD4	77	9.847467299550772E-4	0.3838851	Yes	
row_20	CTLA4	114	8.629991207271814E-4	0.38884956	Yes	
row_21	JAK3	116	8.559130947105587E-4	0.40095246	Yes	
row_22	FOXP3	121	8.460888057015836E-4	0.4122935	Yes	
row_23	ITPKB	123	8.448496228083968E-4	0.4242373	Yes	
row_24	CAMK4	127	8.373435121029615E-4	0.43565944	Yes	
row_25	GATA3	145	7.676738314330578E-4	0.4431834	Yes	
row_26	TESPA1	157	7.423578063026071E-4	0.4515845	Yes	
row_27	EOMES	167	7.275034440681338E-4	0.46018568	Yes	
row_28	BATF	168	7.267441251315176E-4	0.47063774	Yes	
row_29	LAG3	190	6.512644467875361E-4	0.47566006	Yes	
row_30	IL6R	211	6.015084800310433E-4	0.48017362	Yes	
row_31	ZNF683	223	5.794453900307417E-4	0.48623168	Yes	
row_32	PTPN22	225	5.730453412979841E-4	0.4942664	Yes	
row_33	LEF1	242	5.360042559914291E-4	0.49866533	Yes	
row_34	PTPRC	246	5.294082802720368E-4	0.50565875	Yes	
row_35	PTGER4	254	5.242195329628885E-4	0.51175	Yes	
row_36	CD69	257	5.201405147090554E-4	0.51881695	Yes	
row_37	SLAMF6	288	4.7954978072084486E-4	0.5195078	Yes	
row_38	TBX21	299	4.6719275997020304E-4	0.52415836	Yes	
row_39	TNFSF8	300	4.6684977132827044E-4	0.5308726	Yes	
row_40	IL2RA	322	4.3307800660841167E-4	0.5327569	Yes	
row_41	IL18R1	328	4.2965979082509875E-4	0.537902	Yes	
row_42	TNFRSF9	332	4.2776609188877046E-4	0.54343355	Yes	
row_43	CRTAM	333	4.277503176126629E-4	0.54958546	Yes	
row_44	IL12RB1	342	4.1993724880740047E-4	0.5539701	Yes	
row_45	PRDM1	366	3.974499413743615E-4	0.55492824	Yes	
row_46	ITPRIPL1	369	3.954056592192501E-4	0.5602013	Yes	
row_47	IL23R	374	3.8917959318496287E-4	0.564971	Yes	
row_48	RUNX1	386	3.7302388227544725E-4	0.5680603	Yes	
row_49	IRF1	424	3.3672983408905566E-4	0.5652491	Yes	
row_50	KLRC1	434	3.2740249298512936E-4	0.568096	Yes	
row_51	RORC	439	3.2135870424099267E-4	0.5718903	Yes	
row_52	CCR2	455	3.060678136534989E-4	0.57318914	Yes	
row_53	PREX1	456	3.060236922465265E-4	0.5775904	Yes	
row_54	PIK3R1	470	2.968618646264076E-4	0.5791706	Yes	
row_55	IKZF3	491	2.775438188109547E-4	0.5790249	No	
row_56	PIK3CD	518	2.598864957690239E-4	0.57738405	No	
row_57	IL2	547	2.430700114928186E-4	0.5750876	No	
row_58	ANXA1	557	2.3738719755783677E-4	0.5766399	No	
row_59	RUNX3	584	2.191959647461772E-4	0.5744138	No	
row_60	CRACR2A	597	2.1266780095174909E-4	0.57499	No	
row_61	CCR7	606	2.0590984786394984E-4	0.57629645	No	
row_62	SOCS3	632	1.9389658700674772E-4	0.5739134	No	
row_63	SMAD7	650	1.864017394836992E-4	0.57307744	No	
row_64	IFNG	657	1.832406414905563E-4	0.57447165	No	
row_65	LY9	660	1.828954991651699E-4	0.5766883	No	
row_66	RSAD2	680	1.7639146244619042E-4	0.5752947	No	
row_67	TOX	681	1.763608306646347E-4	0.57783115	No	
row_68	SASH3	721	1.6145614790730178E-4	0.5720853	No	
row_69	RUNX2	723	1.6067801334429532E-4	0.57418936	No	
row_70	PNP	763	1.4648250362370163E-4	0.56822824	No	
row_71	GPR183	810	1.329395017819479E-4	0.56062424	No	
row_72	DUSP10	816	1.3164995471015573E-4	0.5614833	No	
row_73	CTSL	829	1.274512760573998E-4	0.5608339	No	
row_74	NLRP3	853	1.2161552876932546E-4	0.557825	No	
row_75	KIT	864	1.1896553041879088E-4	0.5574673	No	
row_76	ZBTB16	867	1.1568421905394644E-4	0.55871737	No	
row_77	CD27	904	1.052899460773915E-4	0.5527844	No	
row_78	SOCS1	915	1.0254252993036062E-4	0.5521905	No	
row_79	IL4I1	927	9.959450107999146E-5	0.5513473	No	
row_80	RARA	1109	6.96397983119823E-5	0.51490575	No	
row_81	MAFB	1120	6.853554805275053E-5	0.51382273	No	
row_82	FCER1G	1133	6.677102646790445E-5	0.51230067	No	
row_83	PLA2G2D	1190	5.9594949561869726E-5	0.50157315	No	
row_84	MDK	1251	5.4294068831950426E-5	0.4899419	No	
row_85	IL23A	1301	5.0903192459372804E-5	0.48053747	No	
row_86	EGR1	1306	5.040275209466927E-5	0.4804349	No	
row_87	CDKN2A	1318	4.971431917510927E-5	0.47887433	No	
row_88	AIRE	1330	4.868289761361666E-5	0.47729895	No	
row_89	MYB	1337	4.8123227315954864E-5	0.47674987	No	
row_90	SOX4	1353	4.7091270971577615E-5	0.4743241	No	
row_91	JAG2	1356	4.657914905692451E-5	0.47458026	No	
row_92	WNT4	1424	4.275075480109081E-5	0.46133494	No	
row_93	IL36B	1620	3.171105345245451E-5	0.42145178	No	
row_94	PIK3R3	1624	3.1454932468477637E-5	0.42128354	No	
row_95	GLI2	1634	3.0922565201763064E-5	0.41986647	No	
row_96	FOXN1	1678	2.930541813839227E-5	0.4113926	No	
row_97	LIPA	1692	2.8465487048379146E-5	0.40911272	No	
row_98	CLEC4E	1765	2.5835226551862434E-5	0.39458978	No	
row_99	ERBB2	1859	2.259793836856261E-5	0.37567607	No	
row_100	SHB	1997	1.8488253772375174E-5	0.34760106	No	
row_101	IL1B	2019	1.7967113308259286E-5	0.34351522	No	
row_102	TNFSF4	2108	1.5487868950003758E-5	0.32553357	No	
row_103	GLI3	2237	1.1876984899572562E-5	0.2992253	No	
row_104	XBP1	2250	1.1429347068769857E-5	0.29690725	No	
row_105	NRARP	2359	8.76780177350156E-6	0.2746916	No	
row_106	CLEC4G	2506	5.161262379260734E-6	0.2445631	No	
row_107	LILRB2	2512	5.0426579036866315E-6	0.24360129	No	
