NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ARRB2	363	4.003189969807863E-4	-0.023178788	No	
row_1	ADORA2A	614	2.018921368289739E-4	-0.04836223	No	
row_2	CHRNA6	671	1.7918163212016225E-4	-0.037269697	No	
row_3	P2RX7	833	1.2618502660188824E-4	-0.053966705	No	
row_4	ADRB2	937	9.808219328988343E-5	-0.062480688	No	
row_5	NLGN2	951	9.3499016657006E-5	-0.05342203	No	
row_6	DLG4	1020	8.107267058221623E-5	-0.05700434	No	
row_7	RELN	1150	6.454976391978562E-5	-0.07494903	No	
row_8	GRIK4	1661	2.987804873555433E-5	-0.17403933	No	
row_9	RGS4	1811	2.4168672098312527E-5	-0.20106058	No	
row_10	GLRB	1869	2.2238873498281464E-5	-0.2097745	No	
row_11	SNCA	1979	1.891128340503201E-5	-0.22938795	No	
row_12	KCND2	2010	1.820253601181321E-5	-0.23316254	No	
row_13	NPAS4	2201	1.2916041669086553E-5	-0.26985556	No	
row_14	SHANK1	2283	1.0757477866718546E-5	-0.2848424	No	
row_15	TMEM108	2292	1.0585034942778293E-5	-0.28513306	No	
row_16	CHRNA9	2343	9.122020856011659E-6	-0.2940742	No	
row_17	GRIK2	2582	3.1081419820111478E-6	-0.34166983	No	
row_18	GRIA1	2589	2.901565039792331E-6	-0.34251705	No	
row_19	INSYN1	2596	2.7362696073396364E-6	-0.34338492	No	
row_20	SLC29A1	2654	1.4012127849127864E-6	-0.35470182	No	
row_21	SLC8A3	2903	-4.814035492017865E-6	-0.40410045	No	
row_22	NRXN1	2938	-5.884338406758616E-6	-0.41022024	No	
row_23	GRIN2A	3224	-1.4231206478143577E-5	-0.46590218	No	
row_24	SHANK3	3270	-1.571495522512123E-5	-0.4730117	No	
row_25	GRIK1	3599	-2.9017279302934185E-5	-0.53551596	No	
row_26	GABRD	3681	-3.270502929808572E-5	-0.5477612	No	
row_27	GRIA3	3779	-3.817115430138074E-5	-0.5625494	No	
row_28	GRIN3A	3794	-3.929089871235192E-5	-0.5604639	No	
row_29	BEGAIN	3856	-4.397273005452007E-5	-0.5672693	No	
row_30	MET	3994	-5.6189921451732516E-5	-0.58787125	No	
row_31	P2RX6	4250	-9.670763392932713E-5	-0.6272021	No	
row_32	P2RX1	4311	-1.098306747735478E-4	-0.6255791	No	
row_33	GRIN1	4403	-1.3332066009752452E-4	-0.6272719	No	
row_34	GABBR1	4730	-3.946540819015354E-4	-0.64369863	Yes	
row_35	NETO1	4817	-6.514732958748937E-4	-0.57965714	Yes	
row_36	PTK2B	4827	-6.819478585384786E-4	-0.49628472	Yes	
row_37	MEF2C	4930	-0.0011964007280766964	-0.36739832	Yes	
row_38	LRRK2	4932	-0.0012025266187265515	-0.21738376	Yes	
row_39	P2RX5	4974	-0.0018467447953298688	0.005040146	Yes	
