NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	P2RX7	833	1.2618502660188824E-4	-0.15298754	No	
row_1	PRG2	981	8.857562352204695E-5	-0.17244537	No	
row_2	IRAK3	1381	4.4783908379031345E-5	-0.24750558	No	
row_3	SPON2	1438	4.190950858173892E-5	-0.25398946	No	
row_4	TLR4	1663	2.9820466806995682E-5	-0.2955965	No	
row_5	LITAF	1915	2.084391235257499E-5	-0.34364817	No	
row_6	TGFB2	2036	1.7380913050146773E-5	-0.36577782	No	
row_7	AXL	2478	5.968606274109334E-6	-0.45368892	No	
row_8	TWIST1	2695	5.691600790669327E-7	-0.49701512	No	
row_9	CD36	3705	-3.3651165722403675E-5	-0.6958804	No	
row_10	WNT5A	4001	-5.6786902860039845E-5	-0.7486838	No	
row_11	CARD9	4268	-9.976024739444256E-5	-0.790775	No	
row_12	NOD1	4352	-1.1888435983564705E-4	-0.7939298	No	
row_13	TGFB3	4439	-1.442549255443737E-4	-0.7948023	No	
row_14	LAPTM5	4749	-4.2567882337607443E-4	-0.80847067	Yes	
row_15	TLR7	4755	-4.446998063940555E-4	-0.7589074	Yes	
row_16	ACP5	4763	-4.5713657164014876E-4	-0.7083317	Yes	
row_17	UBE2J1	4767	-4.7979707596823573E-4	-0.6543757	Yes	
row_18	LILRB1	4929	-0.0011938086245208979	-0.5509677	Yes	
row_19	SEMA7A	4950	-0.0013582728570327163	-0.40053353	Yes	
row_20	PLCG2	4969	-0.0016574547626078129	-0.21567707	Yes	
row_21	CD74	4980	-0.0019479288021102548	0.0038168665	Yes	
