NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ZAP70	2	0.0019063076470047235	0.076722875	Yes	
row_1	CD3E	7	0.0017723202472552657	0.14762135	Yes	
row_2	CD3D	8	0.0016805828781798482	0.21561521	Yes	
row_3	IL7R	12	0.0015526105416938663	0.2778263	Yes	
row_4	CD28	26	0.001388460979796946	0.3313788	Yes	
row_5	SPN	28	0.0013435533037409186	0.3855352	Yes	
row_6	RASGRP1	33	0.0012931182282045484	0.43704587	Yes	
row_7	BCL11B	43	0.001217842916958034	0.48450238	Yes	
row_8	CD3G	54	0.0011318271281197667	0.52827704	Yes	
row_9	IL2RG	74	9.995473083108664E-4	0.56488425	Yes	
row_10	FOXP3	121	8.460888057015836E-4	0.58983594	Yes	
row_11	ITPKB	123	8.448496228083968E-4	0.62381554	Yes	
row_12	CAMK4	127	8.373435121029615E-4	0.657088	Yes	
row_13	GATA3	145	7.676738314330578E-4	0.6847174	Yes	
row_14	TESPA1	157	7.423578063026071E-4	0.71253306	Yes	
row_15	PTPRC	246	5.294082802720368E-4	0.7161994	Yes	
row_16	TNFRSF9	332	4.2776609188877046E-4	0.7163587	Yes	
row_17	CCR7	606	2.0590984786394984E-4	0.6696159	No	
row_18	TOX	681	1.763608306646347E-4	0.6618228	No	
row_19	MAFB	1120	6.853554805275053E-5	0.5762358	No	
row_20	CDKN2A	1318	4.971431917510927E-5	0.5385053	No	
row_21	AIRE	1330	4.868289761361666E-5	0.5382559	No	
row_22	JAG2	1356	4.657914905692451E-5	0.53509706	No	
row_23	WNT4	1424	4.275075480109081E-5	0.5233104	No	
row_24	GLI2	1634	3.0922565201763064E-5	0.48239893	No	
row_25	FOXN1	1678	2.930541813839227E-5	0.47490996	No	
row_26	ERBB2	1859	2.259793836856261E-5	0.43951195	No	
row_27	IL1B	2019	1.7967113308259286E-5	0.40816304	No	
row_28	GLI3	2237	1.1876984899572562E-5	0.3648671	No	
row_29	CLEC4G	2506	5.161262379260734E-6	0.31101096	No	
row_30	ADAM8	2896	-4.6087616283330135E-6	0.23272252	No	
row_31	BMP4	2920	-5.257444172457326E-6	0.22829533	No	
row_32	VNN1	3986	-5.573747694143094E-5	0.015702697	No	
row_33	ZEB1	4054	-6.361490522976965E-5	0.0047602197	No	
row_34	LIG4	4109	-7.038112380541861E-5	-0.003285951	No	
row_35	CARD11	4336	-1.1653901310637593E-4	-0.04416305	No	
row_36	EGR3	4426	-1.3848570233676583E-4	-0.05651453	No	
row_37	IL1A	4468	-1.5560266911052167E-4	-0.058490213	No	
row_38	BCL2	4476	-1.5800721303094178E-4	-0.053509623	No	
row_39	DOCK2	4714	-3.7023640470579267E-4	-0.08634159	No	
row_40	CCR6	4851	-7.685223245061934E-4	-0.08268428	No	
row_41	TMEM131L	4861	-8.23739159386605E-4	-0.051172648	No	
row_42	CD74	4980	-0.0019479288021102548	0.003832906	No	
