NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	RASGRP1	33	0.0012931182282045484	0.120999105	Yes	
row_1	KLRK1	39	0.0012688637943938375	0.24522687	Yes	
row_2	SH2D1A	67	0.0010325971525162458	0.3417184	Yes	
row_3	KLRC4	135	8.06732103228569E-4	0.40788585	Yes	
row_4	CD226	140	7.846923545002937E-4	0.48452863	Yes	
row_5	KLRD1	174	7.069698767736554E-4	0.5476772	Yes	
row_6	LAG3	190	6.512644467875361E-4	0.6089424	Yes	
row_7	IL18RAP	206	6.144890794530511E-4	0.66657794	Yes	
row_8	KLRC3	251	5.261588958092034E-4	0.7096724	Yes	
row_9	SLAMF6	288	4.7954978072084486E-4	0.74977314	Yes	
row_10	CRTAM	333	4.277503176126629E-4	0.783155	Yes	
row_11	KLRC1	434	3.2740249298512936E-4	0.79538804	Yes	
row_12	CD160	444	3.141385386697948E-4	0.824585	Yes	
row_13	RAET1E	3062	-9.38620087254094E-6	0.3000094	No	
row_14	IL12B	3467	-2.2753665689378977E-5	0.2211306	No	
row_15	PVR	3820	-4.12957560911309E-5	0.15452358	No	
row_16	CADM1	3876	-4.556702697300352E-5	0.1479767	No	
row_17	VAV1	4251	-9.673592285253108E-5	0.08242374	No	
row_18	IL12A	4460	-1.5179267211351544E-4	0.055638	No	
row_19	NCR3	4791	-5.308634135872126E-4	0.04176704	No	
