NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT		30	-0.4675259	-1.0102514	0.42922375	0.9250961	1.0	443	tags=20%, list=9%, signal=22%	
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE		33	-0.46710998	-1.0102069	0.43551797	0.9237321	1.0	348	tags=18%, list=7%, signal=19%	
GOBP_SEQUESTERING_OF_CALCIUM_ION	GOBP_SEQUESTERING_OF_CALCIUM_ION		70	-0.41027296	-1.009729	0.40695298	0.923987	1.0	315	tags=16%, list=6%, signal=17%	
GOBP_PLATELET_ACTIVATION	GOBP_PLATELET_ACTIVATION		71	-0.40816653	-1.0094618	0.4259681	0.92347807	1.0	431	tags=17%, list=9%, signal=18%	
GOBP_RESPONSE_TO_PROTOZOAN	GOBP_RESPONSE_TO_PROTOZOAN		22	-0.49707216	-1.0085434	0.4649123	0.9253522	1.0	23	tags=14%, list=0%, signal=14%	
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION		31	-0.46317217	-1.0083007	0.43318966	0.9247915	1.0	908	tags=23%, list=18%, signal=27%	
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS		95	-0.38853738	-1.0077093	0.4067086	0.92541456	1.0	632	tags=14%, list=13%, signal=15%	
GOBP_EXPORT_FROM_CELL	GOBP_EXPORT_FROM_CELL		357	-0.3368894	-1.0070912	0.396861	0.9262665	1.0	694	tags=16%, list=14%, signal=18%	
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS		82	-0.39872867	-1.0058085	0.43534482	0.92950463	1.0	232	tags=11%, list=5%, signal=11%	
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS		57	-0.42625424	-1.0057887	0.436853	0.92806935	1.0	281	tags=11%, list=6%, signal=11%	
GOBP_VACUOLE_ORGANIZATION	GOBP_VACUOLE_ORGANIZATION		43	-0.43752906	-1.0042347	0.4111349	0.9322286	1.0	320	tags=12%, list=6%, signal=12%	
GOBP_LIPID_BIOSYNTHETIC_PROCESS	GOBP_LIPID_BIOSYNTHETIC_PROCESS		229	-0.34927535	-1.0038959	0.41841003	0.9319338	1.0	438	tags=9%, list=9%, signal=9%	
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION		18	-0.51942873	-1.0038092	0.45305166	0.9307317	1.0	346	tags=22%, list=7%, signal=24%	
GOBP_GLIAL_CELL_ACTIVATION	GOBP_GLIAL_CELL_ACTIVATION		36	-0.45565608	-1.0033814	0.43004116	0.9308004	1.0	415	tags=19%, list=8%, signal=21%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION		23	-0.48938036	-1.0030385	0.46969697	0.9305868	1.0	335	tags=13%, list=7%, signal=14%	
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION		111	-0.38256803	-1.0023743	0.4527897	0.9314665	1.0	885	tags=35%, list=18%, signal=42%	
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY		33	-0.45219153	-1.0023028	0.4451477	0.93021935	1.0	122	tags=12%, list=2%, signal=12%	
GOBP_RESPONSE_TO_OXYGEN_LEVELS	GOBP_RESPONSE_TO_OXYGEN_LEVELS		143	-0.36669108	-1.0017167	0.42588726	0.93095744	1.0	641	tags=13%, list=13%, signal=14%	
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS		20	-0.5126066	-1.0013342	0.476082	0.9308576	1.0	434	tags=20%, list=9%, signal=22%	
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION		140	-0.36643723	-1.0011715	0.40674156	0.92994446	1.0	660	tags=14%, list=13%, signal=16%	
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS		280	-0.33858517	-0.99999857	0.43829787	0.93280935	1.0	530	tags=13%, list=11%, signal=14%	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION		85	-0.3888616	-0.9992692	0.44104803	0.9340029	1.0	281	tags=12%, list=6%, signal=12%	
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	GOBP_CELLULAR_COMPONENT_DISASSEMBLY		139	-0.3701396	-0.99870825	0.43803418	0.9346098	1.0	605	tags=15%, list=12%, signal=17%	
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		29	-0.46218273	-0.9986132	0.44539616	0.93344134	1.0	525	tags=17%, list=11%, signal=19%	
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	GOBP_AMINO_SUGAR_METABOLIC_PROCESS		15	-0.5308805	-0.99730706	0.4773218	0.9367775	1.0	372	tags=20%, list=7%, signal=22%	
GOBP_REGULATION_OF_CHEMOTAXIS	GOBP_REGULATION_OF_CHEMOTAXIS		126	-0.37403828	-0.99682146	0.44869214	0.9371338	1.0	232	tags=8%, list=5%, signal=8%	
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION	GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION		97	-0.38361976	-0.9965563	0.4319149	0.93659174	1.0	259	tags=8%, list=5%, signal=9%	
GOBP_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE	GOBP_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE		20	-0.5088016	-0.9963561	0.49002218	0.93582696	1.0	184	tags=5%, list=4%, signal=5%	
GOBP_RESPONSE_TO_WOUNDING	GOBP_RESPONSE_TO_WOUNDING		273	-0.33899078	-0.99605656	0.4340045	0.935614	1.0	533	tags=10%, list=11%, signal=10%	
GOBP_NEURON_PROJECTION_REGENERATION	GOBP_NEURON_PROJECTION_REGENERATION		25	-0.47658056	-0.9957439	0.46569645	0.9352636	1.0	525	tags=12%, list=11%, signal=13%	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS		167	-0.35291743	-0.9956426	0.46258503	0.93418354	1.0	670	tags=17%, list=13%, signal=19%	
GOBP_CELL_PROJECTION_ASSEMBLY	GOBP_CELL_PROJECTION_ASSEMBLY		162	-0.35925427	-0.99499834	0.4415011	0.9350795	1.0	660	tags=21%, list=13%, signal=23%	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION		18	-0.5086638	-0.99460655	0.45647058	0.9350008	1.0	335	tags=17%, list=7%, signal=18%	
GOBP_ENDOCRINE_PROCESS	GOBP_ENDOCRINE_PROCESS		54	-0.41620767	-0.99441785	0.4623218	0.9342272	1.0	694	tags=15%, list=14%, signal=17%	
GOBP_BODY_FLUID_SECRETION	GOBP_BODY_FLUID_SECRETION		36	-0.45272082	-0.9939371	0.4470339	0.93452656	1.0	582	tags=17%, list=12%, signal=19%	
GOBP_LEUKOCYTE_CHEMOTAXIS	GOBP_LEUKOCYTE_CHEMOTAXIS		156	-0.3596362	-0.9937775	0.44175825	0.9336528	1.0	232	tags=8%, list=5%, signal=8%	
GOBP_NEGATIVE_REGULATION_OF_SECRETION	GOBP_NEGATIVE_REGULATION_OF_SECRETION		66	-0.40310055	-0.9926247	0.45132744	0.9364542	1.0	541	tags=15%, list=11%, signal=17%	
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS		56	-0.41793427	-0.9921102	0.471831	0.9369004	1.0	203	tags=9%, list=4%, signal=9%	
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY		22	-0.4891352	-0.9916996	0.45916116	0.936886	1.0	252	tags=27%, list=5%, signal=29%	
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		35	-0.4443711	-0.9896259	0.45454547	0.94315	1.0	257	tags=17%, list=5%, signal=18%	
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS	GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS		52	-0.42518726	-0.9893391	0.49462366	0.9427758	1.0	516	tags=15%, list=10%, signal=17%	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		91	-0.3849759	-0.98923385	0.44588745	0.94173884	1.0	421	tags=14%, list=8%, signal=15%	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		68	-0.40043053	-0.98764646	0.46938777	0.9461905	1.0	270	tags=19%, list=5%, signal=20%	
GOBP_REGULATION_OF_AXONOGENESIS	GOBP_REGULATION_OF_AXONOGENESIS		59	-0.40861505	-0.98567164	0.4679487	0.951947	1.0	142	tags=5%, list=3%, signal=5%	
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		17	-0.50789106	-0.9855511	0.4893617	0.9509131	1.0	72	tags=12%, list=1%, signal=12%	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		54	-0.41580224	-0.9854563	0.47165993	0.94979304	1.0	174	tags=6%, list=3%, signal=6%	
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS		19	-0.50843656	-0.98471093	0.5	0.9509569	1.0	162	tags=11%, list=3%, signal=11%	
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS		44	-0.43626407	-0.984509	0.48210526	0.95028603	1.0	459	tags=14%, list=9%, signal=15%	
GOBP_MELANOCYTE_DIFFERENTIATION	GOBP_MELANOCYTE_DIFFERENTIATION		15	-0.5254675	-0.98365873	0.49213484	0.95180523	1.0	670	tags=27%, list=13%, signal=31%	
GOBP_PROTEIN_TETRAMERIZATION	GOBP_PROTEIN_TETRAMERIZATION		38	-0.44140753	-0.98357767	0.4906542	0.9506478	1.0	154	tags=8%, list=3%, signal=8%	
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION		49	-0.4195779	-0.9834816	0.46346554	0.9495085	1.0	711	tags=14%, list=14%, signal=16%	
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION		28	-0.4730874	-0.98341763	0.48210526	0.9482961	1.0	885	tags=36%, list=18%, signal=43%	
GOBP_HEAD_DEVELOPMENT	GOBP_HEAD_DEVELOPMENT		265	-0.33907887	-0.98308986	0.51004016	0.94798934	1.0	367	tags=7%, list=7%, signal=7%	
GOBP_DENDRITIC_CELL_MIGRATION	GOBP_DENDRITIC_CELL_MIGRATION		24	-0.45974958	-0.98193944	0.47071582	0.9506979	1.0	150	tags=17%, list=3%, signal=17%	
GOBP_NUCLEAR_TRANSPORT	GOBP_NUCLEAR_TRANSPORT		54	-0.414608	-0.98153234	0.492569	0.95072013	1.0	351	tags=9%, list=7%, signal=10%	
GOBP_DEVELOPMENTAL_PIGMENTATION	GOBP_DEVELOPMENTAL_PIGMENTATION		22	-0.48535395	-0.9812474	0.49036402	0.95032585	1.0	670	tags=18%, list=13%, signal=21%	
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION		420	-0.32323456	-0.9811249	0.52538633	0.9493704	1.0	335	tags=8%, list=7%, signal=8%	
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS		52	-0.41760108	-0.9803421	0.4957806	0.95073915	1.0	533	tags=17%, list=11%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY		60	-0.40246356	-0.97990507	0.46707818	0.95094234	1.0	93	tags=5%, list=2%, signal=5%	
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION		165	-0.35281718	-0.97983015	0.5176715	0.94979477	1.0	323	tags=8%, list=6%, signal=9%	
GOBP_SPECIFICATION_OF_SYMMETRY	GOBP_SPECIFICATION_OF_SYMMETRY		39	-0.43453655	-0.9795749	0.48076922	0.9492977	1.0	660	tags=13%, list=13%, signal=15%	
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS		119	-0.36803222	-0.97927547	0.48735633	0.94899225	1.0	636	tags=11%, list=13%, signal=12%	
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT		19	-0.49401867	-0.978846	0.50980395	0.9491558	1.0	1133	tags=79%, list=23%, signal=102%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS		118	-0.3659394	-0.9785709	0.5	0.9487728	1.0	551	tags=18%, list=11%, signal=20%	
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION		232	-0.3411529	-0.97845036	0.51592356	0.9478258	1.0	286	tags=7%, list=6%, signal=7%	
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE		61	-0.40257955	-0.9778568	0.47247708	0.94864625	1.0	879	tags=38%, list=18%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS		61	-0.39967257	-0.9775058	0.49036402	0.9485904	1.0	232	tags=11%, list=5%, signal=12%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION		29	-0.4599234	-0.97726876	0.5208333	0.9479944	1.0	246	tags=17%, list=5%, signal=18%	
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS		41	-0.4287073	-0.97639686	0.48464912	0.94962233	1.0	339	tags=10%, list=7%, signal=10%	
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS		119	-0.36406577	-0.9749978	0.50328225	0.9533173	1.0	602	tags=18%, list=12%, signal=20%	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		86	-0.37879497	-0.97476906	0.47737557	0.9527064	1.0	437	tags=8%, list=9%, signal=9%	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES		32	-0.44918358	-0.9739472	0.47651008	0.9543349	1.0	777	tags=22%, list=16%, signal=26%	
GOBP_PLATELET_AGGREGATION	GOBP_PLATELET_AGGREGATION		40	-0.43097776	-0.97305423	0.4922049	0.9562337	1.0	274	tags=15%, list=5%, signal=16%	
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY		108	-0.37291828	-0.9728438	0.5043478	0.95559466	1.0	140	tags=5%, list=3%, signal=5%	
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		67	-0.39429915	-0.9728297	0.492569	0.95422983	1.0	252	tags=13%, list=5%, signal=14%	
GOBP_RUFFLE_ORGANIZATION	GOBP_RUFFLE_ORGANIZATION		24	-0.4665032	-0.97240484	0.517321	0.9543697	1.0	296	tags=17%, list=6%, signal=18%	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	GOBP_REGULATION_OF_BODY_FLUID_LEVELS		170	-0.3513929	-0.9723596	0.51276594	0.9531349	1.0	548	tags=13%, list=11%, signal=14%	
GOBP_REGULATION_OF_NEUROGENESIS	GOBP_REGULATION_OF_NEUROGENESIS		142	-0.35955244	-0.9721908	0.51182795	0.95236176	1.0	289	tags=7%, list=6%, signal=7%	
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS		54	-0.4103857	-0.9719215	0.50222224	0.95191103	1.0	402	tags=13%, list=8%, signal=14%	
GOBP_SKELETAL_MUSCLE_CONTRACTION	GOBP_SKELETAL_MUSCLE_CONTRACTION		24	-0.46889862	-0.97163224	0.51605994	0.9515661	1.0	886	tags=38%, list=18%, signal=45%	
GOBP_CELL_CYCLE	GOBP_CELL_CYCLE		398	-0.32387567	-0.9712692	0.5688889	0.9515016	1.0	889	tags=25%, list=18%, signal=28%	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		20	-0.48703113	-0.9710396	0.49159664	0.95095456	1.0	352	tags=15%, list=7%, signal=16%	
GOBP_MEMBRANE_ORGANIZATION	GOBP_MEMBRANE_ORGANIZATION		229	-0.33647087	-0.9709828	0.5139785	0.9497814	1.0	443	tags=11%, list=9%, signal=12%	
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE		26	-0.4641238	-0.970536	0.4891775	0.9499685	1.0	232	tags=15%, list=5%, signal=16%	
GOBP_PIGMENT_CELL_DIFFERENTIATION	GOBP_PIGMENT_CELL_DIFFERENTIATION		18	-0.5050829	-0.9697509	0.50549453	0.9514074	1.0	670	tags=22%, list=13%, signal=26%	
GOBP_AMINO_ACID_METABOLIC_PROCESS	GOBP_AMINO_ACID_METABOLIC_PROCESS		57	-0.40309462	-0.96972513	0.5366876	0.95011914	1.0	644	tags=18%, list=13%, signal=20%	
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS		34	-0.43572995	-0.96962994	0.5010661	0.9491279	1.0	300	tags=9%, list=6%, signal=9%	
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION	GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION		43	-0.42463195	-0.96945316	0.5	0.94834805	1.0	320	tags=7%, list=6%, signal=7%	
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION		72	-0.3878508	-0.96893775	0.5165289	0.94878113	1.0	335	tags=13%, list=7%, signal=13%	
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		63	-0.38932326	-0.96832824	0.5283447	0.94959605	1.0	262	tags=6%, list=5%, signal=7%	
GOBP_TISSUE_REGENERATION	GOBP_TISSUE_REGENERATION		31	-0.44228578	-0.9676774	0.49895614	0.95053005	1.0	299	tags=6%, list=6%, signal=7%	
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS		30	-0.45042744	-0.966643	0.5052411	0.9526811	1.0	785	tags=37%, list=16%, signal=43%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		257	-0.33247605	-0.96566993	0.5507559	0.95477605	1.0	425	tags=10%, list=9%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		91	-0.377389	-0.96532446	0.49668875	0.9546679	1.0	246	tags=9%, list=5%, signal=9%	
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS		65	-0.39437646	-0.96495616	0.52340424	0.954599	1.0	516	tags=15%, list=10%, signal=17%	
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS		38	-0.43204203	-0.96482676	0.49787235	0.95368314	1.0	785	tags=34%, list=16%, signal=40%	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING		31	-0.4394468	-0.96466047	0.5110132	0.9528975	1.0	879	tags=58%, list=18%, signal=70%	
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS		24	-0.4726626	-0.96464556	0.5212528	0.951585	1.0	167	tags=13%, list=3%, signal=13%	
GOBP_OSSIFICATION	GOBP_OSSIFICATION		197	-0.34119126	-0.9644332	0.53930134	0.9509955	1.0	599	tags=9%, list=12%, signal=10%	
GOBP_REGULATION_OF_PHAGOCYTOSIS	GOBP_REGULATION_OF_PHAGOCYTOSIS		47	-0.4172164	-0.9643138	0.527897	0.95004827	1.0	455	tags=23%, list=9%, signal=26%	
GOBP_CELL_FATE_DETERMINATION	GOBP_CELL_FATE_DETERMINATION		20	-0.4863076	-0.96425235	0.51340204	0.9489347	1.0	292	tags=10%, list=6%, signal=11%	
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT		114	-0.36347234	-0.9641996	0.52136755	0.94778687	1.0	525	tags=10%, list=11%, signal=11%	
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION		28	-0.44786933	-0.9636884	0.5311111	0.94833726	1.0	144	tags=11%, list=3%, signal=11%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		41	-0.4168483	-0.9631244	0.5042017	0.94896424	1.0	703	tags=12%, list=14%, signal=14%	
GOBP_HEMOSTASIS	GOBP_HEMOSTASIS		119	-0.3610765	-0.9630433	0.4882227	0.9479031	1.0	483	tags=13%, list=10%, signal=14%	
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	GOBP_ORGANIC_ACID_METABOLIC_PROCESS		281	-0.32820678	-0.9629485	0.57894737	0.94688976	1.0	670	tags=13%, list=13%, signal=14%	
GOBP_CHEMOKINE_PRODUCTION	GOBP_CHEMOKINE_PRODUCTION		52	-0.40501454	-0.9626797	0.5237113	0.94651514	1.0	425	tags=13%, list=9%, signal=15%	
GOBP_POSITIVE_REGULATION_OF_HEART_RATE	GOBP_POSITIVE_REGULATION_OF_HEART_RATE		15	-0.49874103	-0.96247673	0.53273135	0.94588536	1.0	636	tags=20%, list=13%, signal=23%	
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY		122	-0.35659146	-0.9624129	0.53452116	0.94480026	1.0	282	tags=11%, list=6%, signal=11%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		95	-0.3716154	-0.96239257	0.51914895	0.9435315	1.0	692	tags=13%, list=14%, signal=14%	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION		333	-0.32561237	-0.9620934	0.5782609	0.9432436	1.0	494	tags=13%, list=10%, signal=14%	
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE		45	-0.42281464	-0.96156204	0.52699786	0.94373703	1.0	401	tags=7%, list=8%, signal=7%	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		27	-0.43829632	-0.9599756	0.53246754	0.9479697	1.0	351	tags=7%, list=7%, signal=8%	
GOBP_MUSCLE_TISSUE_DEVELOPMENT	GOBP_MUSCLE_TISSUE_DEVELOPMENT		187	-0.33838323	-0.9597199	0.57929516	0.9475823	1.0	262	tags=4%, list=5%, signal=4%	
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS		100	-0.36561218	-0.9596491	0.52051836	0.9465016	1.0	459	tags=14%, list=9%, signal=15%	
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS		139	-0.34987107	-0.95875424	0.5548387	0.9482625	1.0	250	tags=10%, list=5%, signal=10%	
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY		131	-0.35390124	-0.95810467	0.55710953	0.94923115	1.0	351	tags=11%, list=7%, signal=11%	
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION		87	-0.37973467	-0.95800126	0.52967036	0.9482609	1.0	885	tags=38%, list=18%, signal=45%	
GOBP_BLOOD_VESSEL_MORPHOGENESIS	GOBP_BLOOD_VESSEL_MORPHOGENESIS		356	-0.3197175	-0.957607	0.60444444	0.948329	1.0	253	tags=5%, list=5%, signal=5%	
