label,n_neighbors,clr_epsilon,median_conflict,median_effective_programs,between_cell_JSD,mechanism_verdict
Mac_SPP1,30,1e-05,0.20840166022276813,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,30,1e-06,0.17194417944459844,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,30,1e-07,0.15641950123341905,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,40,1e-05,0.21464740022814444,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,40,1e-06,0.1821367566669282,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,40,1e-07,0.15946213624031105,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,50,1e-05,0.19829337273199615,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,50,1e-06,0.16568764932624316,5.465766436865725,0.35847546009236275,complex_multi_route
Mac_SPP1,50,1e-07,0.14417785629595134,5.465766436865725,0.35847546009236275,complex_multi_route
Mast,30,1e-05,0.6728307224769381,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,30,1e-06,0.5720587983878651,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,30,1e-07,0.4854339903758487,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,40,1e-05,0.6809972983335132,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,40,1e-06,0.5531954210240719,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,40,1e-07,0.4608060003627995,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,50,1e-05,0.6315844326231856,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,50,1e-06,0.3859107397380045,1.9150424919991247,0.34868044992308145,complex_multi_route
Mast,50,1e-07,0.36272866555292976,1.9150424919991247,0.34868044992308145,complex_multi_route
Macrophage_family,30,1e-05,0.3473587109313335,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,30,1e-06,0.3303205225043483,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,30,1e-07,0.3163067233928384,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,40,1e-05,0.34055091836126244,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,40,1e-06,0.32507714429813295,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,40,1e-07,0.3134452831381659,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,50,1e-05,0.3502148393157353,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,50,1e-06,0.3354860794475655,3.1646307832414746,0.5367625706064421,identity_unresolved
Macrophage_family,50,1e-07,0.3215862944301955,3.1646307832414746,0.5367625706064421,identity_unresolved
Mono_CD14+Mono_CD14_THBS1,30,1e-05,0.19653672950705925,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,30,1e-06,0.11963337872753063,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,30,1e-07,0.07783127634658171,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,40,1e-05,0.19901143193373314,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,40,1e-06,0.1170375952012972,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,40,1e-07,0.07295816959295964,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,50,1e-05,0.1985670324552979,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,50,1e-06,0.1145469538794282,2.750676876636044,0.24846363350819578,complex_multi_route
Mono_CD14+Mono_CD14_THBS1,50,1e-07,0.06929749604767513,2.750676876636044,0.24846363350819578,complex_multi_route
DC_pDC,30,1e-05,0.5352390032308859,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,30,1e-06,0.0,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,30,1e-07,0.0,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,40,1e-05,0.6517652457248777,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,40,1e-06,0.24239000345430922,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,40,1e-07,0.0,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,50,1e-05,0.32402966508060793,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,50,1e-06,0.0,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
DC_pDC,50,1e-07,0.0,1.4704240807635858,0.06405234092146306,uniform_identity_unexplained
