membership_label,baseline_group_type,K,gep,median_delta,delta_q25,delta_q75,n_samples,median_ROGUE,median_n_cells,fraction_samples_positive,members_str,delta_IQR
DC_family,family,24,7,-0.0225482054562229,-0.05236944975620353,0.017823412460297075,8,0.9554822716069307,23.5,0.375,mregDC_LAMP3,0.0701928622165006
DC_family,family,24,8,-0.0696291272771392,-0.1006325356456394,-0.0483776738239486,5,0.8887545173529532,22.0,0.0,cDC2_CD1C,0.0522548618216908
DC_family,family,25,2,-0.03062745401004795,-0.14478975936863714,-0.013279852362595625,32,0.9143668874976445,58.5,0.09375,Mac_CXCL9,0.1315099070060415
DC_family,family,28,2,-0.0360863857051606,-0.0883936938784906,-0.0133890701954697,13,0.9076347282968148,28.0,0.07692307692307693,mregDC_LAMP3,0.0750046236830209
DC_family,family,29,3,-0.015646338966448,-0.1150915520499341,0.0176492541708036,37,0.9398008075216956,39.0,0.3783783783783784,Mac_CXCL9,0.1327408062207377
DC_family,family,31,1,0.0010890744049086,-0.123699454212887,0.028499437716046197,39,0.9662286382332784,36.5,0.5128205128205128,Mono_CD14,0.1521988919289332
DC_family,family,34,2,0.00067823497332245,-0.04594817672108933,0.024070006659810024,40,0.9737256510529868,42.0,0.5,Mono_CD14,0.07001818338089935
DC_pDC,specific,6,5,0.0,-0.0007756466423077,0.0027121644591237,28,0.96615971654228,22.0,0.35714285714285715,DC_pDC,0.0034878111014314
DC_pDC,specific,7,6,0.0,-0.000324588577708625,0.001072708715540825,28,0.962256637046004,22.0,0.32142857142857145,DC_pDC,0.00139729729324945
DC_pDC,specific,8,6,0.0,0.0,0.00034796209398275,28,0.959234825015316,22.0,0.2857142857142857,DC_pDC,0.00034796209398275
DC_pDC,specific,9,6,0.0,-0.000324588577708625,0.000246785547440075,28,0.959234825015316,22.0,0.25,DC_pDC,0.0005713741251486999
DC_pDC,specific,10,7,0.0,-0.00044208357007885003,0.00049357109488015,27,0.963137904511592,22.5,0.25925925925925924,DC_pDC,0.000935654664959
DC_pDC,specific,11,6,0.0,-0.00044208357007885003,0.00502550551557935,27,0.963137904511592,22.0,0.3333333333333333,DC_pDC,0.005467589085658199
DC_pDC,specific,12,7,0.0,-0.00044208357007885003,0.00049357109488015,27,0.963137904511592,22.5,0.25925925925925924,DC_pDC,0.000935654664959
DC_pDC,specific,13,6,0.0,-9.09133028016e-05,0.00049357109488015,27,0.963137904511592,22.5,0.25925925925925924,DC_pDC,0.00058448439768175
DC_pDC,specific,14,7,0.0,0.0,0.00489168844797405,27,0.959234825015316,23.0,0.37037037037037035,DC_pDC,0.00489168844797405
DC_pDC,specific,15,4,0.0,-0.0016276564814029,0.0035054022979057503,27,0.9585099281428092,22.0,0.37037037037037035,DC_pDC,0.00513305877930865
DC_pDC,specific,17,2,-0.0022754759375031,-0.0203303582456828,0.0024086010346514,29,0.960282940238171,23.0,0.3448275862068966,DC_pDC,0.0227389592803342
DC_pDC,specific,18,2,0.0019346283075118002,-0.010799436613437125,0.0108096700404084,24,0.9612668359988714,21.0,0.5833333333333334,DC_pDC,0.021609106653845522
DC_pDC,specific,19,2,-0.03786754563413095,-0.053361381204496725,-0.019227091935043374,30,0.9516666396360196,32.0,0.16666666666666666,DC_pDC,0.03413428926945335
DC_pDC,specific,21,5,0.0,0.0,0.008974063574325501,28,0.9566092850640953,22.5,0.4642857142857143,DC_pDC,0.008974063574325501
DC_pDC,specific,22,6,0.0,-0.000112554125788525,0.0066279391210795,28,0.9525036069758952,22.5,0.4642857142857143,DC_pDC,0.006740493246868025
DC_pDC,specific,23,6,0.00037347065888045,0.0,0.0066279391210795,28,0.9566092850640953,22.5,0.5,DC_pDC,0.0066279391210795
DC_pDC,specific,24,4,0.00056988014565525,-0.000112554125788525,0.0118453274444165,28,0.9653608174470634,21.5,0.5,DC_pDC,0.011957881570205024
DC_pDC,specific,25,4,-0.0306500081748756,-0.0536740990090698,-0.0041143455953234,25,0.949582127966274,89.5,0.2,Mono_CD14,0.0495597534137464
DC_pDC,specific,32,1,-0.2149537421473873,-0.2555663373722102,-0.1351804240663711,21,0.7529876540769327,315.5,0.047619047619047616,Mono_CD14,0.12038591330583909
DC_pDC,specific,33,3,-0.0849691847421499,-0.1699211378207811,-0.0427885742055038,21,0.9047915105866696,104.0,0.0,Mono_CD14,0.1271325636152773
DC_pDC,specific,35,1,-0.1118674705935637,-0.16799068680341359,-0.09578342614717862,22,0.8421123759031284,194.5,0.045454545454545456,Mono_CD14_ID1,0.07220726065623496
Mac_CXCL9+Mac_IL1B,subgroup,18,6,0.036502479985673,0.036502479985673,0.036502479985673,1,0.8064139415728604,57.0,1.0,Mac_CXCL9+Mac_IL1B,0.0
Mac_CXCL9+Mac_IL1B,subgroup,25,5,-0.1000767753216075,-0.1000767753216075,-0.1000767753216075,1,0.7799448722612407,65.0,0.0,Mac_CXCL9+Mac_IL1B,0.0
Mac_CXCL9+Mac_IL1B,subgroup,26,16,-0.0030067304492087,-0.0030067304492087,-0.0030067304492087,1,0.7669047311379786,58.0,0.0,Mac_CXCL9+Mac_IL1B,0.0
Mac_CXCL9+Mac_IL1B,subgroup,33,1,-0.2052510788191663,-0.2052510788191663,-0.2052510788191663,1,0.6747705687636818,91.0,0.0,Mac_CXCL9+Mac_IL1B,0.0
Mac_CXCL9+Mac_IL1B,subgroup,34,3,-0.1171147060456334,-0.1171147060456334,-0.1171147060456334,1,0.7629069415372147,74.0,0.0,Mac_CXCL9+Mac_IL1B,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,3,2,-0.1425835934076091,-0.1425835934076091,-0.1425835934076091,1,0.6661004420957182,757.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,16,1,-0.1338156713273688,-0.1338156713273688,-0.1338156713273688,1,0.6748683641759585,818.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,17,1,-0.1287012573422506,-0.1287012573422506,-0.1287012573422506,1,0.6799827781610767,791.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,18,1,-0.1162367961070518,-0.1162367961070518,-0.1162367961070518,1,0.6924472393962755,761.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,24,2,-0.1134517286494626,-0.1134517286494626,-0.1134517286494626,1,0.6952323068538647,499.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,26,1,-0.130297256758834,-0.130297256758834,-0.130297256758834,1,0.6783867787444933,521.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,27,8,-0.094556028872851,-0.094556028872851,-0.094556028872851,1,0.7141280066304763,145.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
