membership_label,baseline_group_type,K,gep,median_delta,delta_q25,delta_q75,n_samples,median_ROGUE,median_n_cells,fraction_samples_positive,members_str,delta_IQR
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,28,1,-0.1337355253881431,-0.1337355253881431,-0.1337355253881431,1,0.6749485101151842,781.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,29,2,-0.1047834662207123,-0.1047834662207123,-0.1047834662207123,1,0.703900569282615,251.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,29,3,-0.1183473994349091,-0.1183473994349091,-0.1183473994349091,1,0.6903366360684182,274.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,32,1,-0.1177452520833457,-0.1177452520833457,-0.1177452520833457,1,0.6909387834199816,804.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,33,2,-0.1083696161372207,-0.1083696161372207,-0.1083696161372207,1,0.7003144193661066,275.0,0.0,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,3,2,-0.13455378129614448,-0.15433360930718795,-0.11477395328510104,2,0.7361885776358766,395.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.039559656022086914
Mac_CXCL9+Mac_IL1Bint,subgroup,4,2,-0.0828310941412568,-0.1248622454846032,-0.07966864742188495,3,0.7366321479260738,469.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.04519359806271825
Mac_CXCL9+Mac_IL1Bint,subgroup,5,2,-0.0660967865888449,-0.11145691397933785,-0.0654167903253356,3,0.7467085033841926,460.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.04604012365400226
Mac_CXCL9+Mac_IL1Bint,subgroup,6,3,-0.0489778455490166,-0.0591695867412637,-0.0448231518375171,5,0.798808416088053,89.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.014346434903746597
Mac_CXCL9+Mac_IL1Bint,subgroup,7,3,-0.0464095633508336,-0.0561658431672288,-0.0258087067245592,5,0.797906075580249,87.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0303571364426696
Mac_CXCL9+Mac_IL1Bint,subgroup,8,3,-0.029632533613197898,-0.0395063577523459,-0.008351987038750775,6,0.8274309802651518,82.0,0.16666666666666666,Mac_CXCL9+Mac_IL1Bint,0.031154370713595125
Mac_CXCL9+Mac_IL1Bint,subgroup,9,3,-0.02356971569153815,-0.0330167952512449,-0.010960330342474674,6,0.8223145048660534,77.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.022056464908770227
Mac_CXCL9+Mac_IL1Bint,subgroup,9,4,-0.1211257323873773,-0.1211257323873773,-0.1211257323873773,1,0.6884863585475232,86.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,10,4,-0.027126146046239752,-0.03540400889453505,-0.005372807793581125,6,0.8321711317885085,84.0,0.3333333333333333,Mac_CXCL9+Mac_IL1Bint,0.030031201100953926
Mac_CXCL9+Mac_IL1Bint,subgroup,10,6,-0.1248503668818218,-0.1248503668818218,-0.1248503668818218,1,0.6847617240530787,83.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,11,3,-0.0151790726510114,-0.0184152379723507,-0.0129126808837194,5,0.8364766339117511,58.0,0.2,Mac_CXCL9+Mac_IL1Bint,0.0055025570886313
Mac_CXCL9+Mac_IL1Bint,subgroup,11,5,-0.1342271695336527,-0.1342271695336527,-0.1342271695336527,1,0.6753849214012477,83.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,12,4,-0.0157529034717645,-0.020140223104470473,-0.0056090094745917495,6,0.8243403984601556,79.5,0.16666666666666666,Mac_CXCL9+Mac_IL1Bint,0.014531213629878723
Mac_CXCL9+Mac_IL1Bint,subgroup,12,5,-0.1158697642233439,-0.1158697642233439,-0.1158697642233439,1,0.6937423267115566,84.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,13,4,-0.01403072828123895,-0.0329258158403452,-0.008522296665538475,6,0.8236513247642527,79.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.024403519174806723
Mac_CXCL9+Mac_IL1Bint,subgroup,13,5,-0.1152826911295608,-0.1152826911295608,-0.1152826911295608,1,0.6943293998053397,83.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,14,4,-0.013911281896949249,-0.03269285419655535,-0.0103112644620099,6,0.8275576181195645,81.0,0.16666666666666666,Mac_CXCL9+Mac_IL1Bint,0.02238158973454545
Mac_CXCL9+Mac_IL1Bint,subgroup,14,6,-0.1158697642233439,-0.1158697642233439,-0.1158697642233439,1,0.6937423267115566,84.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,15,3,-0.02021244379810115,-0.024825581423670626,-0.014213312994005824,4,0.8078892397788489,97.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.010612268429664801
Mac_CXCL9+Mac_IL1Bint,subgroup,15,7,-0.0331366511654201,-0.0455788590413424,-0.013515107593078349,4,0.8216596585839759,93.5,0.25,Mac_CXCL9+Mac_IL1Bint,0.03206375144826405
Mac_CXCL9+Mac_IL1Bint,subgroup,16,1,-0.0941638110204339,-0.0941638110204339,-0.0941638110204339,1,0.743795362089585,706.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,17,1,-0.0770146179726238,-0.0770146179726238,-0.0770146179726238,1,0.760944555137395,676.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,18,1,-0.0854763051636237,-0.0854763051636237,-0.0854763051636237,1,0.7524828679463952,639.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,18,6,-0.0152716614480994,-0.0152716614480994,-0.0152716614480994,1,0.8226875116619194,67.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,19,1,0.0607279453542617,0.0607279453542617,0.0607279453542617,1,0.8694119808575891,47.0,1.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,19,3,-0.0080977950753799,-0.0080977950753799,-0.0080977950753799,1,0.8298613780346389,97.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,19,4,-0.0297363910876684,-0.037997216714717105,-0.02631023401893645,3,0.7857999585531228,237.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.011686982695780654
Mac_CXCL9+Mac_IL1Bint,subgroup,20,4,-0.0161506848131918,-0.0368752300012714,-0.0122802078828627,6,0.8136597531596967,85.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0245950221184087
Mac_CXCL9+Mac_IL1Bint,subgroup,21,3,-0.0201303502199832,-0.0303246667265558,-0.0084339599939751,7,0.8370908094765921,68.0,0.14285714285714285,Mac_CXCL9+Mac_IL1Bint,0.0218907067325807
Mac_CXCL9+Mac_IL1Bint,subgroup,22,4,-0.0169890137916993,-0.0254614067573158,-0.009222835244804248,7,0.8302185937453801,71.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.01623857151251155
Mac_CXCL9+Mac_IL1Bint,subgroup,23,4,-0.0150484986028776,-0.02305865803381115,-0.00816843143379725,7,0.8316932600784419,68.0,0.14285714285714285,Mac_CXCL9+Mac_IL1Bint,0.014890226600013901
Mac_CXCL9+Mac_IL1Bint,subgroup,24,2,-0.10055615197476556,-0.1256867751564094,-0.0749530068448957,4,0.7700381249250847,108.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.050733768311513716
Mac_CXCL9+Mac_IL1Bint,subgroup,25,1,-0.0726358290819982,-0.08170342700316624,-0.06356823116083016,2,0.798106529850023,122.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.018135195842336083
Mac_CXCL9+Mac_IL1Bint,subgroup,25,2,-0.01153043840659005,-0.011823364997531475,-0.011237511815648625,2,0.811791165900083,157.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.0005858531818828498
Mac_CXCL9+Mac_IL1Bint,subgroup,25,3,0.01160061883086515,-0.0031291306626336744,0.026330368324363973,2,0.8349222231375383,79.5,0.5,Mac_CXCL9+Mac_IL1Bint,0.029459498986997647
Mac_CXCL9+Mac_IL1Bint,subgroup,26,1,-0.0631515436403684,-0.0631515436403684,-0.0631515436403684,1,0.7748076294696504,453.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,26,16,0.0116280633628726,0.0116280633628726,0.0116280633628726,1,0.8495872364728916,60.0,1.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,26,4,-0.0503185867861638,-0.05803987935768995,-0.02720516052195315,3,0.787640586323855,114.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0308347188357368
Mac_CXCL9+Mac_IL1Bint,subgroup,27,1,-0.0856767154960847,-0.0960626184318174,-0.075290812560352,2,0.7376448888105884,490.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.020771805871465404
Mac_CXCL9+Mac_IL1Bint,subgroup,27,8,-0.0604406604339058,-0.0604406604339058,-0.0604406604339058,1,0.777518512676113,174.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,28,1,-0.0969808858475498,-0.0969808858475498,-0.0969808858475498,1,0.7409782872624691,684.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,29,1,-0.0259395699937637,-0.03520767420724745,-0.01667146578027995,2,0.7973820343129094,164.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.018536208426967498
Mac_CXCL9+Mac_IL1Bint,subgroup,29,2,-0.04532554546288195,-0.05353227869288532,-0.03711881223287858,2,0.7891333841994901,129.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.016413466460006743
Mac_CXCL9+Mac_IL1Bint,subgroup,29,3,-0.065819773403068,-0.065819773403068,-0.065819773403068,1,0.7721393997069509,229.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,30,1,-0.09756795659234725,-0.10495745378763723,-0.09017845939705728,2,0.7257536477143258,586.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.014778994390579947
Mac_CXCL9+Mac_IL1Bint,subgroup,31,2,-0.07750420329522456,-0.08236376059149413,-0.07264464599895498,2,0.7458174010114486,309.5,0.0,Mac_CXCL9+Mac_IL1Bint,0.009719114592539144
Mac_CXCL9+Mac_IL1Bint,subgroup,31,3,-0.0469434004862305,-0.0469434004862305,-0.0469434004862305,1,0.7910157726237883,162.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,32,1,-0.0860471701249223,-0.0860471701249223,-0.0860471701249223,1,0.7519120029850965,701.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,33,1,-0.0537803461253217,-0.0537803461253217,-0.0537803461253217,1,0.7841788269846971,121.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,33,2,-0.0789218383304076,-0.0789218383304076,-0.0789218383304076,1,0.7590373347796112,246.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0
Mac_CXCL9+Mac_IL1Bint,subgroup,33,3,-0.0676378876359817,-0.0686850729466989,-0.053384680675011856,3,0.7703212854740371,275.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.015300392271687044
Mac_CXCL9+Mac_IL1Bint,subgroup,34,1,-0.03988596740155425,-0.041406724695930625,-0.038365210107177874,2,0.7834356369051187,192.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.00304151458875275
Mac_CXCL9+Mac_IL1Bint,subgroup,34,5,-0.0263251513847386,-0.0322449394605231,-0.007729784833611449,3,0.7997944455737113,177.0,0.3333333333333333,Mac_CXCL9+Mac_IL1Bint,0.024515154626911652
Mac_CXCL9+Mac_IL1Bint,subgroup,35,1,-0.03841862490752075,-0.03915647075491707,-0.03768077906012443,2,0.7849029793991523,175.0,0.0,Mac_CXCL9+Mac_IL1Bint,0.0014756916947926413
Mac_CXCL9+Mac_IL1Bint,subgroup,35,5,-0.0032243529030345002,-0.010923706402597051,0.004475000596528051,2,0.8200972514036386,148.0,0.5,Mac_CXCL9+Mac_IL1Bint,0.015398706999125102
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,3,2,-0.1754087742570907,-0.1754087742570907,-0.1754087742570907,1,0.7363887491788605,161.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.0
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,4,2,-0.12620284845078766,-0.13472179740963622,-0.11768389949193908,2,0.7440270081327138,241.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.017037897917697137
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,5,2,-0.12171418762075485,-0.12831054370382372,-0.11511783153768598,2,0.7485156689627467,204.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.013192712166137738
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,6,3,-0.08949278671075,-0.1534380927931579,-0.08444670350391595,3,0.7391694030203018,108.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.06899138928924195
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,7,3,-0.14663805814227754,-0.17482644985435347,-0.11844966643020163,2,0.7333672743683773,131.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.05637678342415184
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,15,3,-0.0131905190271541,-0.0131905190271541,-0.0131905190271541,1,0.8154716707038976,95.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.0
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,24,2,-0.1325499168932551,-0.1333385076890236,-0.1317613260974866,2,0.7376799396902465,152.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.0015771815915370246
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,25,2,-0.0255365593032476,-0.0255365593032476,-0.0255365593032476,1,0.8031256304278042,105.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.0
Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,25,3,-0.0495158744665911,-0.0495158744665911,-0.0495158744665911,1,0.7791463152644607,121.0,0.0,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.0
Mac_CXCL9+Mac_SPP1,subgroup,7,3,-0.0669695255952997,-0.0669695255952997,-0.0669695255952997,1,0.8448279978406515,78.0,0.0,Mac_CXCL9+Mac_SPP1,0.0
Mac_CXCL9+Mac_SPP1,subgroup,15,3,-0.1103964606855413,-0.1103964606855413,-0.1103964606855413,1,0.7693524213566355,156.0,0.0,Mac_CXCL9+Mac_SPP1,0.0
Mac_CXCL9+Mac_SPP1,subgroup,15,7,0.0233483352943842,0.0233483352943842,0.0233483352943842,1,0.8401722570316068,57.0,1.0,Mac_CXCL9+Mac_SPP1,0.0
Mac_CXCL9+Mac_SPP1,subgroup,24,2,-0.1127602047933293,-0.1127602047933293,-0.1127602047933293,1,0.7669886772488475,214.0,0.0,Mac_CXCL9+Mac_SPP1,0.0
Mac_IL1B,specific,25,5,-0.0510985622061331,-0.06406356478973353,-0.03157655591784285,6,0.873427605968378,48.0,0.0,Mac_IL1B+Mac_IL1Bint+Mono_TIL,0.03248700887189068
Mac_IL1B,specific,34,3,-0.0792036415908146,-0.1163289855243744,-0.0378194490323317,7,0.8351380412015137,68.0,0.0,Mac_IL1B+Mac_IL1Bint+Mono_TIL,0.0785095364920427
Mac_IL1B+Mac_IL1Bint,subgroup,3,2,-0.2783317553501206,-0.2783317553501206,-0.2783317553501206,1,0.633270551820251,147.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,4,4,-0.07072139455944984,-0.08288762307262017,-0.05855516604627953,2,0.7919532468923105,167.5,0.0,Mac_IL1B+Mac_IL1Bint,0.02433245702634064
Mac_IL1B+Mac_IL1Bint,subgroup,5,4,-0.07035369323226125,-0.08175353464457348,-0.05895385181994903,2,0.792320948219499,170.0,0.0,Mac_IL1B+Mac_IL1Bint,0.022799682824624454
Mac_IL1B+Mac_IL1Bint,subgroup,6,4,-0.07913071246357264,-0.09727536629292388,-0.06098605863422142,2,0.7835439289881877,192.5,0.0,Mac_IL1B+Mac_IL1Bint,0.03628930765870246
Mac_IL1B+Mac_IL1Bint,subgroup,7,5,-0.07971081947775155,-0.09584532237993677,-0.06357631657556632,2,0.7829638219740087,199.0,0.0,Mac_IL1B+Mac_IL1Bint,0.03226900580437045
Mac_IL1B+Mac_IL1Bint,subgroup,8,5,-0.08946403564202306,-0.11033198786884613,-0.06859608341519997,2,0.7732106058097372,201.0,0.0,Mac_IL1B+Mac_IL1Bint,0.04173590445364615
Mac_IL1B+Mac_IL1Bint,subgroup,9,5,-0.08466072528108486,-0.10490830490441744,-0.06441314565775227,2,0.7780139161706754,205.0,0.0,Mac_IL1B+Mac_IL1Bint,0.04049515924666516
Mac_IL1B+Mac_IL1Bint,subgroup,10,5,-0.07819467215906639,-0.09513395024572245,-0.061255394072410346,2,0.7844799692926939,206.0,0.0,Mac_IL1B+Mac_IL1Bint,0.033878556173312105
Mac_IL1B+Mac_IL1Bint,subgroup,11,4,-0.07501388379756825,-0.09069602516965408,-0.05933174242548243,2,0.7876607576541921,187.5,0.0,Mac_IL1B+Mac_IL1Bint,0.031364282744171655
Mac_IL1B+Mac_IL1Bint,subgroup,12,6,-0.07791969841962855,-0.09131712420214048,-0.06452227263711663,2,0.7847549430321318,194.0,0.0,Mac_IL1B+Mac_IL1Bint,0.026794851565023856
Mac_IL1B+Mac_IL1Bint,subgroup,13,7,-0.07935063065898254,-0.09280964322131477,-0.06589161809665033,2,0.7833240107927777,162.0,0.0,Mac_IL1B+Mac_IL1Bint,0.026918025124664444
Mac_IL1B+Mac_IL1Bint,subgroup,14,9,-0.06203988580337395,-0.07022466075595712,-0.05385511085079077,2,0.8006347556483864,139.0,0.0,Mac_IL1B+Mac_IL1Bint,0.016369549905166356
Mac_IL1B+Mac_IL1Bint,subgroup,15,5,-0.03429973846944255,-0.06513947599239672,-0.0034600009464883716,2,0.8283749029823178,118.5,0.5,Mac_IL1B+Mac_IL1Bint,0.06167947504590835
Mac_IL1B+Mac_IL1Bint,subgroup,19,7,-0.0655330204008994,-0.07715233184246174,-0.05391370895933705,2,0.797141621050861,195.5,0.0,Mac_IL1B+Mac_IL1Bint,0.023238622883124692
Mac_IL1B+Mac_IL1Bint,subgroup,20,5,-0.0593736736898369,-0.0670667944093223,-0.0516805529703515,2,0.8033009677619234,156.0,0.0,Mac_IL1B+Mac_IL1Bint,0.015386241438970799
Mac_IL1B+Mac_IL1Bint,subgroup,21,6,-0.07166685386013566,-0.08403498305843218,-0.05929872466183912,2,0.7910077875916247,154.5,0.0,Mac_IL1B+Mac_IL1Bint,0.02473625839659306
Mac_IL1B+Mac_IL1Bint,subgroup,22,7,-0.0577920507456919,-0.0625054566542452,-0.0530786448371386,2,0.8048825907060684,155.5,0.0,Mac_IL1B+Mac_IL1Bint,0.009426811817106598
Mac_IL1B+Mac_IL1Bint,subgroup,23,7,-0.0645534356446198,-0.0645534356446198,-0.0645534356446198,1,0.8521118117555736,134.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,24,2,-0.1789849586887441,-0.1789849586887441,-0.1789849586887441,1,0.7326173484816276,61.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,24,6,0.079519235278346,0.079519235278346,0.079519235278346,1,0.8882032707816734,50.0,1.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,25,5,-0.0667912460031388,-0.09667488024204715,-0.04582231263628819,3,0.7901067329192378,158.0,0.0,Mac_IL1B+Mac_IL1Bint,0.05085256760575896
Mac_IL1B+Mac_IL1Bint,subgroup,30,2,-0.0433309333217837,-0.0433309333217837,-0.0433309333217837,1,0.7653531021815436,95.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,31,1,-0.0298014357295502,-0.0298014357295502,-0.0298014357295502,1,0.778882599773777,98.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,31,5,-0.0319846734515006,-0.0319846734515006,-0.0319846734515006,1,0.7766993620518267,139.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,33,1,-0.0570540569732924,-0.0570540569732924,-0.0570540569732924,1,0.7516299785300349,149.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,34,3,-0.10090359147335165,-0.12720424061358732,-0.07460294233311598,2,0.7617710499784087,260.5,0.0,Mac_IL1B+Mac_IL1Bint,0.05260129828047133
Mac_IL1B+Mac_IL1Bint,subgroup,35,11,-0.05946003593049,-0.05946003593049,-0.05946003593049,1,0.8572052114697033,83.0,0.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_IL1Bint,subgroup,35,15,-0.0103331594165465,-0.0231217296731654,0.0024554108400724004,2,0.7913232480975576,117.5,0.5,Mac_IL1B+Mac_IL1Bint,0.025577140513237798
Mac_IL1B+Mac_IL1Bint,subgroup,35,4,0.0456056199019284,0.0456056199019284,0.0456056199019284,1,0.8542896554052558,90.0,1.0,Mac_IL1B+Mac_IL1Bint,0.0
Mac_IL1B+Mac_SPP1,subgroup,30,2,-0.0610425148136721,-0.0610425148136721,-0.0610425148136721,1,0.8426261721615418,69.0,0.0,Mac_IL1B+Mac_SPP1,0.0
Mac_IL1B+Mac_SPP1,subgroup,31,4,-0.0749520006062641,-0.0749520006062641,-0.0749520006062641,1,0.7802537318030788,69.0,0.0,Mac_IL1B+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,8,7,-0.1100283223381481,-0.1100283223381481,-0.1100283223381481,1,0.7438834925554043,67.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,9,7,-0.1023117867104761,-0.1023117867104761,-0.1023117867104761,1,0.7516000281830764,70.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,10,8,-0.07521231297306036,-0.08774270218038678,-0.06268192376573392,2,0.7660746893392417,72.5,0.0,Mac_IL1Bint+Mac_SPP1,0.02506077841465286
Mac_IL1Bint+Mac_SPP1,subgroup,11,7,-0.1173610145116286,-0.1173610145116286,-0.1173610145116286,1,0.7365508003819239,69.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,12,8,-0.08525832275269421,-0.10027468824122085,-0.07024195726416756,2,0.7560286795596078,77.0,0.0,Mac_IL1Bint+Mac_SPP1,0.030032730977053293
Mac_IL1Bint+Mac_SPP1,subgroup,13,8,-0.0796801782797538,-0.0937449708364599,-0.0656153857230477,2,0.7616068240325482,78.0,0.0,Mac_IL1Bint+Mac_SPP1,0.028129585113412195
Mac_IL1Bint+Mac_SPP1,subgroup,14,8,-0.07585158097461896,-0.08880385707686787,-0.06289930487237003,2,0.7654354213376832,83.5,0.0,Mac_IL1Bint+Mac_SPP1,0.025904552204497847
Mac_IL1Bint+Mac_SPP1,subgroup,19,1,-0.0812780635314616,-0.0812780635314616,-0.0812780635314616,1,0.7473841261995902,148.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,20,9,-0.0689629147926474,-0.0689629147926474,-0.0689629147926474,1,0.784948900100905,64.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,21,8,-0.0474334925252754,-0.0474334925252754,-0.0474334925252754,1,0.8064783223682771,53.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,22,8,-0.05484671380548,-0.05484671380548,-0.05484671380548,1,0.7990651010880725,56.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,23,11,-0.0615493538275847,-0.0615493538275847,-0.0615493538275847,1,0.7923624610659677,47.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_IL1Bint+Mac_SPP1,subgroup,29,3,-0.0963132670424058,-0.0963132670424058,-0.0963132670424058,1,0.78152977188103,124.0,0.0,Mac_IL1Bint+Mac_SPP1,0.0
Mac_SPP1,specific,19,1,-0.0907014932082886,-0.13263429434847873,-0.03454131554372297,6,0.932000455581785,87.0,0.0,Mac_SPP1,0.09809297880475576
Mac_SPP1,specific,31,4,0.017825430421739098,-0.03696149652130075,0.03938399382861995,4,0.9228814636408244,44.0,0.75,Mac_SPP1,0.07634549034992069
Macrophage_family,family,6,3,-0.0319046797414102,-0.11936826262440195,0.01609069240128815,11,0.9091338002589118,25.0,0.36363636363636365,Mac_CXCL9,0.1354589550256901
Macrophage_family,family,7,3,-0.0298741405833942,-0.108647076672414,0.026701787042388597,11,0.9114122576070792,23.0,0.36363636363636365,Mac_CXCL9,0.1353488637148026
Macrophage_family,family,8,3,-0.0184483442822167,-0.0758874932982007,-0.0015553318862543501,7,0.9123337654390258,35.0,0.2857142857142857,Mac_CXCL9,0.07433216141194635
Macrophage_family,family,8,7,-0.0339777900201118,-0.07680081436626715,0.015970434017210402,7,0.8532372807392307,40.0,0.2857142857142857,Mac_SPP1,0.09277124838347756
Macrophage_family,family,9,3,-0.0005496118066142,-0.06405570217976449,0.0038853233325119507,7,0.911247911629337,34.0,0.2857142857142857,Mac_CXCL9,0.06794102551227643
Macrophage_family,family,9,7,-0.0339777900201118,-0.0655206683869243,0.01388945058284765,7,0.8559493720474666,40.0,0.2857142857142857,Mac_SPP1,0.07941011896977196
Macrophage_family,family,10,4,-0.0015292992631623,-0.0417662116285318,0.0081693951261985,9,0.9395178704164566,28.0,0.3333333333333333,Mac_CXCL9,0.0499356067547303
Macrophage_family,family,10,8,-0.0306983130244838,-0.07073074970414847,0.027428436105857573,6,0.8673689835634646,38.5,0.3333333333333333,Mac_SPP1,0.09815918581000604
Macrophage_family,family,11,3,-0.00401608048672,-0.0766627952718362,-0.0015425894935344,7,0.9100997990594014,35.0,0.14285714285714285,Mac_CXCL9,0.0751202057783018
Macrophage_family,family,11,7,-0.0351285471122291,-0.0753256874437994,0.017203886978071,7,0.8708925545053264,40.0,0.2857142857142857,Mac_SPP1,0.0925295744218704
Macrophage_family,family,12,4,-0.010937636460213899,-0.050279802097000004,0.003525181536315175,8,0.9111257778419569,31.0,0.25,Mac_CXCL9,0.05380498363331518
