GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,0.475781967271417,-1.0,-1.0,0.6425106468136244,-1.0,0.8276261983274521,0.5609070461406297,0.7840633149702708,0.8245863720731453,-1.0,0.5857092576459414,0.5907860312743993,-1.0,0.501588945600192,-1.0,-1.0,1.579020473409156
2,0.8146643386625164,1.4091179402244307,1.3740700984626972,1.274668117607777,0.9256515745295786,0.7304965010313612,0.9068797477588826,0.750419004112912,0.7674060211906334,0.6988104966959953,0.9876358586434145,1.0152839486398362,0.9758198131229151,1.3222167745646025,0.7347807429183525,1.3853334485078836,0.5811088405658738
3,0.4165363574029588,-1.0,0.4733060796212977,0.7549238327039545,-1.0,0.5607564877799053,0.6697936175682755,0.7429066169262518,0.6876663377199804,-1.0,0.4861322413210336,0.8707275313698124,-1.0,-1.0,-1.0,-1.0,1.4521377394885733
4,1.511614303900319,0.8120380630078562,0.6868022590617218,0.8900158287603445,1.2717590469975726,1.270333699335883,1.2876909859708965,0.7085822393954738,0.7129530493553222,-1.0,0.9463559454331955,1.2041209549334755,1.1510961179059893,0.7464572815627409,0.7964958628113434,0.7101939206791092,0.5223715746685285
5,0.82694835828752,0.5337105268853908,0.5834677941999361,0.8093233467168187,0.6913386771168928,0.7188946993126172,0.9937329935573233,0.7783284337009126,0.7745154250006768,0.7039332535917833,0.6236366727926919,0.6366755174125706,0.6582070911138593,0.5737209966121088,1.5158119610028051,0.658722853390285,0.6320147808661262
6,0.640675661462092,0.5796029093518629,0.6175318829376338,0.7621452266964355,0.6599784766817394,0.7498815647836345,0.8393801927746277,0.8666749341041158,0.928225298128753,0.7865358350852568,0.7719850044568239,0.7060041524260884,0.715067663252803,0.5875013988380873,0.5663177620714833,0.6013018801503832,1.377665153030335
7,0.6433104264894607,0.5671294830775074,0.5962573151117954,0.634208046799845,0.7966546620168893,0.8465512277635636,0.806019375895127,0.9810355388170837,1.380909254280788,0.7789703701253639,0.8268810320481236,0.797661655965518,0.6995981548556176,0.6107654098321964,0.5611558431231871,0.5786223957745074,0.7945675616578047
8,0.7297741768714574,0.6201293941322151,0.6762203609498822,0.8447658673720562,1.3714959881211675,1.3571746060079404,1.3160410628679695,0.9081008154801272,0.9157685890709116,1.3985871143347746,1.3990013736179705,1.273817720440123,1.3855561339711564,0.8707769705020565,0.7657677602727189,0.6978237549702346,0.8348104297253054
9,0.6105571032837375,0.5639951925473805,0.6499800183106921,0.6985616379368281,0.8428544264473156,0.7737031063509255,0.8105667354714576,0.8175002043279831,0.7807603530655025,0.7990485034661136,0.6756038501063875,0.7413394218183804,0.7211903912851692,0.5730683715100996,0.5258514371966745,0.6368657903108398,1.3398972928603616
10,0.8081462506000704,0.6201415200590699,0.6263158667983507,1.3548180135626504,1.123176141949479,1.1187012140530181,0.7402100514748805,0.8066365413472137,0.8089330160409606,0.7865299071328065,0.7346596378166274,0.6662101968484582,0.6549278008481566,0.6485214213723027,0.5948289884155022,0.629251756616024,1.2860565009243075
11,0.6960576801327535,0.7014347716382403,0.7141555633299776,0.9804652404457741,0.8841068327336234,0.9192748207701341,0.9140083651715926,1.4428718532162632,1.038357736267754,-1.0,0.8790218089236431,1.0978385403461537,0.8278823465877555,0.7194784543076063,0.6669104831480596,0.6999089117344669,0.8605835684657336
12,0.7384609402313596,0.6629973901497267,0.6993207084131425,0.79837067243869,0.9238696484631976,0.843254803525916,0.9132243311288825,1.0489474411944482,1.3779240571405857,1.0339526576568738,0.803872220518409,1.2707433329510311,0.7145681334692509,0.7222751285223061,0.6483616214149747,0.6720958928718184,0.8744717058879975
13,0.7782472636165273,0.7489639330049092,0.7733544299815307,0.9041082795218738,0.834978778866116,0.8097044589248582,0.9871873304148997,0.9276922588151413,0.8878942110152667,0.9173196692438569,0.814177214547992,0.8640019668373313,0.9158404929158038,0.8143310892686183,0.7239959279609907,0.7676358446297556,1.187928702736211
