GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,0.989,0.936,0.363,1.0,1.0,0.997,0.0,0.959,0.948,0.02,1.0,0.0,1.0
2,1.0,1.0,1.0,1.0,0.999,0.982,0.992,1.0,1.0,0.506,1.0,1.0,0.994,1.0,1.0,1.0,0.0
3,0.0,1.0,1.0,0.459,0.0,0.0,0.01,1.0,1.0,0.457,0.591,0.819,0.111,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,0.0,0.007,0.002,0.994,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,1.0,1.0,1.0,1.0,0.986,0.989,0.981,0.558,0.0,0.153,0.477,1.0,0.904,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,0.993,0.967,0.938,0.76,0.029,0.0,1.0,1.0,0.994,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.891,0.806,1.0,0.468,1.0,1.0,1.0,0.941,1.0,0.005,1.0,0.0,1.0,1.0
8,1.0,1.0,1.0,1.0,0.983,0.997,0.675,1.0,1.0,0.834,0.809,0.983,0.997,1.0,1.0,1.0,0.0
9,1.0,0.018,0.0,0.001,0.009,0.085,0.651,0.995,1.0,0.671,0.0,0.343,0.005,0.0,1.0,0.598,1.0
10,1.0,1.0,1.0,0.991,0.802,0.251,0.669,0.0,0.0,0.777,0.989,0.767,0.192,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.363,0.034,0.356,0.661,0.895,0.519,0.011,0.036,1.0,0.066,1.0,0.0,1.0,0.876
12,1.0,0.0,0.0,0.036,0.053,0.008,0.0,0.998,0.994,0.445,0.0,0.53,0.006,0.0,1.0,0.0,1.0
13,1.0,1.0,1.0,0.999,0.26,0.14,0.768,0.006,0.0,0.779,0.009,0.301,0.618,1.0,1.0,1.0,0.0
14,0.0,1.0,1.0,0.582,0.0,0.01,0.084,1.0,0.993,0.087,0.0,0.925,0.0,0.956,1.0,1.0,1.0
15,1.0,1.0,1.0,0.701,0.295,0.028,0.496,0.0,0.0,0.304,0.0,0.851,0.03,0.999,1.0,1.0,0.0
16,1.0,1.0,1.0,0.634,0.913,0.957,0.79,0.999,1.0,0.975,1.0,0.969,0.988,0.982,1.0,1.0,0.0
17,1.0,1.0,1.0,0.949,1.0,1.0,1.0,0.336,0.3,0.061,0.0,0.0,0.0,0.921,1.0,1.0,0.0
18,1.0,1.0,0.995,0.8101522842639594,0.9099099099099099,0.867,0.8855116514690983,0.495,0.913,0.7693856998992951,0.905,0.928,0.752,0.965,1.0,0.988,0.0
19,1.0,1.0,1.0,0.88,0.471,0.904,0.139,0.189,0.98,0.967,0.391,0.827,0.889,1.0,1.0,1.0,0.0
20,0.862,0.999,0.96,0.8152610441767069,0.263,0.024,0.4394394394394394,0.882,0.01,1.0,0.0,0.72,0.157,0.889,0.0,0.906,1.0
21,1.0,1.0,1.0,0.825,0.999,0.832,0.515,0.648,0.922,0.793,0.999,0.979,0.592,0.976,1.0,1.0,0.0
22,0.999,1.0,1.0,0.728,0.001,0.031,0.068,0.01,0.026,0.012,0.0,0.0,0.0,0.516,1.0,1.0,1.0
23,1.0,1.0,1.0,0.751,0.767,0.894,0.055,0.318,0.184,0.347,0.104,0.577,0.119,0.98,1.0,0.999,0.0
24,1.0,1.0,1.0,0.359,0.0,1.0,1.0,0.142,0.086,0.0,0.0,0.0,1.0,0.877,1.0,1.0,0.0
25,0.962,0.999,0.946,0.0,0.04,1.0,0.07987866531850354,0.218,0.969,1.0,0.0,0.272,0.021021021021021023,0.986,0.047,0.872,0.0
