GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9722352941176471,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3,1.0,0.0,0.0,0.010058823529411764,0.38669117647058826,1.0,0.0,1.0,1.0,0.0,0.02441176470588235,0.9364705882352942,0.42705882352941177,0.0028676470588235295,1.0,0.0,0.9958823529411764
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.701,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,1.0,0.004,0.008666666666666666,0.052,1.0,1.0,0.15557142857142858,0.014799999999999999,1.0,0.00875,1.0,1.0,1.0,1.0
6,1.0,0.3308888888888889,0.0,0.0003333333333333333,0.0028,0.033666666666666664,1.0,1.0,1.0,1.0,0.057,0.35325,0.0012499999999999998,0.0,1.0,1.0,0.9981764705882353
7,1.0,0.0005,0.013999999999999999,0.021,1.0,1.0,0.043199999999999995,1.0,1.0,1.0,0.049166666666666664,1.0,1.0,0.6368571428571429,1.0,0.0,1.0
8,0.0,1.0,1.0,0.8419764705882352,0.0,0.0,0.0002745098039215687,1.0,1.0,0.0,0.0016470588235294118,1.0,0.0,0.9926470588235294,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,0.24479999999999996,0.2775,1.0,0.0,0.0525,1.0,0.09366666666666666,1.0,0.9966666666666666,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,0.3975,1.0,0.2343333333333333,0.1115,1.0,1.0,1.0,1.0,0.9999411764705882,1.0,0.015000000000000001
11,1.0,0.9987647058823529,1.0,1.0,1.0,0.4668235294117647,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008470588235294117
12,1.0,1.0,1.0,0.9996470588235294,0.04423529411764706,0.0018823529411764706,0.11011764705882353,1.0,1.0,0.0,0.415435294117647,1.0,0.7259607843137256,1.0,0.0,1.0,1.0
13,1.0,1.0,1.0,1.0,1.0,1.0,0.5943333333333333,0.26999999999999996,0.0,1.0,1.0,1.0,1.0,1.0,0.9994117647058823,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9992941176470588,1.0,1.0
15,1.0,1.0,1.0,0.0008235294117647059,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9998823529411764,1.0,0.006313725490196079
16,1.0,1.0,1.0,1.0,0.671,0.6366666666666666,0.9706470588235294,1.0,1.0,0.5880000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.31999999999999995
17,1.0,1.0,1.0,0.034,0.6156,0.347,0.27775,1.0,1.0,1.0,1.0,1.0,1.0,0.9961764705882353,1.0,1.0,0.07550000000000001
18,1.0,1.0,1.0,0.9995294117647059,0.0,0.0,0.0,0.46875294117647054,0.5365294117647059,0.06464705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,0.9980588235294118,0.06375,0.09816666666666667,0.049666666666666665,0.0,0.06939999999999999,0.1,0.124875,0.21100000000000002,0.0345,1.0,1.0,1.0,1.0
20,1.0,1.0,0.9994705882352941,1.0,1.0,1.0,0.6265000000000001,1.0,1.0,1.0,1.0,1.0,0.8039999999999999,1.0,1.0,1.0,0.9510000000000001
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332,1.0,0.6809999999999999,1.0,1.0,0.994,1.0,0.1695
22,1.0,1.0,0.9745882352941176,0.509,0.0055000000000000005,0.02385714285714286,0.018333333333333333,0.5018999999999999,0.731090909090909,0.0166,0.004999999999999999,0.0,0.0033333333333333327,0.18012499999999998,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,0.9349999999999999,1.0,0.4105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967647058823529,1.0,0.37500000000000006
