GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,0.8875294117647059,1.0,0.20934453781512605,1.0,0.9951176470588236,0.0,0.06870588235294117,1.0,1.0,0.06098823529411764,1.0,0.0,1.0
2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9999411764705882,0.0,0.0,0.0,0.0
3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0017999999999999997,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4045714285714286,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8164705882352942,0.0,0.05741176470588235,1.0,1.0,1.0,0.0,1.0,1.0,0.3789803921568628
8,1.0,0.306,0.0,0.002,0.1442,0.12733333333333333,1.0,1.0,1.0,1.0,0.25042857142857144,0.425,0.05625,0.0,1.0,1.0,0.9964705882352941
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04580392156862745,0.0,1.0,1.0,0.9661176470588235,1.0,1.0,1.0,0.010352941176470589
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6785,1.0,1.0,1.0,1.0,0.9999411764705882,1.0,0.001
11,1.0,0.9989411764705882,1.0,1.0,0.4724,1.0,0.025500000000000002,1.0,0.5818333333333333,1.0,1.0,1.0,0.2,1.0,0.001,1.0,0.022
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990588235294118,1.0,0.011000000000000001
13,1.0,1.0,1.0,1.0,1.0,0.48875,1.0,0.2663333333333333,0.11599999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2765
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.161
15,1.0,1.0,1.0,1.0,1.0,1.0,0.4725277957526913,0.0,1.0,0.9927054532619566,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,1.0,0.2123529411764706,0.20894117647058824,0.0,1.0,0.9795294117647059,0.07764705882352942,1.0,1.0,0.0,0.35710084033613443,0.9591806722689075,0.17977941176470588,0.20279411764705882,1.0,0.2126470588235294,1.0
17,1.0,1.0,0.9961411764705883,0.0018823529411764706,0.05364705882352941,0.02211764705882353,0.09374117647058824,0.7327058823529412,1.0,0.0,1.0,1.0,1.0,1.0,0.03294117647058823,0.935235294117647,1.0
18,1.0,1.0,1.0,1.0,1.0,1.0,0.39249999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982352941176471,1.0,0.091
19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7587156862745098,0.4898705882352941,0.0,0.21048529411764708,0.0,0.0,1.0,0.9974117647058823,1.0,0.005607843137254902
20,1.0,1.0,1.0,1.0,0.8117144145734063,1.0,0.5400317665745044,1.0,1.0,1.0,0.8840520030590036,0.0,0.9488058121065944,1.0,1.0,1.0,0.9673510206482734
21,1.0,1.0,1.0,0.9725197128398259,1.0,0.41864775803224663,0.3031069789337413,0.3796339884665176,0.09403318818406496,1.0,1.0,0.9993527127221371,1.0,1.0,1.0,1.0,1.0
22,0.9935984937632385,1.0,1.0,0.0,0.5,0.5,0.75,0.7213167804189221,0.7506354436337963,0.5,0.23407468423942893,0.07798893857378206,0.5,1.0,0.9166862791244998,1.0,0.09578724405742527
23,1.0,1.0,1.0,0.9998818595309823,1.0,0.4225352112676056,0.9436619718309859,0.5250605469903715,0.44718136531002023,1.0,0.529860003544214,0.021501565361214482,0.5070422535211268,0.701104613385315,1.0,1.0,1.0
24,1.0,1.0,0.9880292953952353,0.8965232763700648,0.8842074248674131,0.8666666666666667,0.4016499705362404,0.6577253977607543,0.5762325672755844,1.0,1.0,0.7374358110952101,0.4173639756432921,0.22298173246906305,0.9283205657041839,1.0,0.37124337065409546
25,1.0,1.0,1.0,1.0,1.0,1.0,0.2741287655050207,1.0,0.9388659184878914,1.0,0.7119314825753101,1.0,1.0,1.0,1.0,1.0,0.32634376845835794
26,1.0,1.0,1.0,0.9866266053964887,1.0,1.0,0.5820666902321198,0.6466360315777071,1.0,0.23076923076923078,1.0,0.545461686500923,1.0,1.0,1.0,1.0,0.3638505950276894
27,1.0,1.0,1.0,1.0,0.9661616161616162,0.9601307189542484,0.509090909090909,1.0,1.0,1.0,1.0,0.982962962962963,1.0,1.0,1.0,1.0,1.0
