GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,1.0,1.0,1.0,0.945,1.0,0.008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,1.0,1.0,1.0,1.0,1.0,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0,0.0,0.0,0.001,0.802,0.999,0.019,1.0,1.0,0.919,0.097,0.757,0.909,0.0,1.0,0.0,1.0
4,1.0,0.0,0.0,0.0,0.122,0.223,0.159,0.998,1.0,1.0,0.001,0.624,0.214,0.0,1.0,0.002,1.0
5,0.0,1.0,1.0,0.95,0.0,0.0,0.189,1.0,1.0,0.999,0.999,0.916,0.057,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,0.0,0.004,0.002,0.994,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.991,0.0,0.98,0.868,1.0,1.0,1.0,0.996,1.0,1.0,1.0,0.0,1.0,1.0
8,1.0,1.0,1.0,0.335,0.982,0.825,0.573,0.0,0.0,1.0,0.998,0.88,0.998,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,0.999,0.0,0.0,0.0,0.358,0.0,0.0,0.0,0.39,0.01,0.002,1.0,1.0,0.0
10,1.0,1.0,1.0,0.88,0.826,0.393,0.971,0.0,0.0,0.999,0.902,0.78,0.978,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.803,0.0,0.001,0.005,0.99,0.0,0.0,0.0,0.557,0.0,0.986,1.0,1.0,1.0
12,0.0,0.882,0.972,0.187,0.0,0.002,0.0,1.0,1.0,0.932,0.009,0.999,0.001,0.635,1.0,1.0,1.0
13,1.0,1.0,1.0,0.694,0.295,0.286,0.657,0.966,0.207,0.94,0.999,0.998,0.313,1.0,0.0,1.0,0.982
14,1.0,1.0,1.0,0.951,0.1,0.585,0.048,0.754,0.0,0.653,0.066,0.0,0.215,0.583,1.0,1.0,0.33
15,1.0,1.0,1.0,0.8,0.704,0.063,0.273,0.468,0.0,0.992,1.0,0.987,0.316,0.998,0.0,0.995,0.987
16,1.0,1.0,1.0,0.194,0.054,0.411,0.361,0.815,0.0,0.0,0.995,0.593,0.457,1.0,0.0,0.999,1.0
17,1.0,1.0,1.0,0.974,0.976,0.751,0.236,0.324,0.718,0.676,0.913,0.435,0.92,0.964,1.0,1.0,0.0
18,1.0,1.0,1.0,0.612,0.014,0.881,0.001,0.174,0.0,0.978,0.007,0.0,0.234,0.071,1.0,1.0,0.0
19,1.0,1.0,1.0,0.387,0.869,0.955,0.009,0.854,0.66,0.762,0.932,0.258,0.1,0.489,1.0,1.0,0.0
