GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2,1.0,0.0,0.0,0.0002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9999411764705882
3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1.0,1.0,1.0,1.0,1.0,1.0,0.1205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,1.0,0.07058823529411765,0.01976470588235294,1.0,1.0,1.0,0.0,1.0,1.0,0.17223529411764707,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006
9,1.0,1.0,1.0,1.0,0.0,0.0019999999999999996,0.44433333333333325,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,0.0,0.035500000000000004,0.025666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0035
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43000000000000005
14,1.0,0.9411999999999999,1.0,1.0,0.0,0.0,0.0,1.0,0.6192500000000001,0.0012499999999999998,0.0188,0.09114285714285714,0.0895,0.7264444444444443,0.9718235294117648,1.0,0.977
15,1.0,1.0,1.0,1.0,0.14300000000000002,1.0,1.0,1.0,1.0,0.9935882352941177,0.5723333333333334,0.0,0.5545,1.0,1.0,1.0,1.0
