GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,0.999,0.992,0.946,0.99,1.0,1.0,0.524,1.0,1.0,0.975,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.0,0.081,0.968,0.015,1.0,1.0,0.948,0.0,0.739,0.757,0.001,1.0,0.0,1.0
3,1.0,0.0,0.0,0.002,0.009,0.125,0.075,1.0,1.0,0.886,0.0,0.575,0.009,0.0,1.0,0.004,1.0
4,1.0,1.0,1.0,0.991,1.0,1.0,0.998,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,0.0,1.0,1.0,0.976,0.0,0.028,0.07,1.0,1.0,0.119,0.0,0.988,0.001,0.997,1.0,1.0,1.0
6,1.0,1.0,1.0,0.951,0.997,0.997,0.633,1.0,0.112,0.645,0.997,0.999,0.956,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.988,0.929,1.0,0.0,0.998,1.0,1.0,0.966,1.0,0.81,0.998,0.0,1.0,1.0
8,1.0,1.0,1.0,0.999,0.967,0.965,0.96,0.902,0.0,0.077,0.359,1.0,0.818,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,0.802,0.991,0.609,1.0,1.0,0.99,0.913,0.995,0.996,1.0,1.0,1.0,0.0
10,1.0,1.0,1.0,0.985,0.92,0.861,0.728,0.059,0.0,1.0,0.999,0.981,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,0.28,0.626,0.049,0.42,0.0,0.0,0.811,0.0,0.948,0.399,1.0,1.0,1.0,0.0
12,1.0,1.0,1.0,0.001,0.007,0.033,0.856,1.0,1.0,0.898,1.0,1.0,0.996,1.0,1.0,1.0,0.0
13,1.0,1.0,1.0,0.768,0.782,0.991,1.0,1.0,0.829,1.0,1.0,0.988,0.732,1.0,1.0,1.0,0.0
14,0.0,0.429,0.923,0.109,0.0,0.0,0.0,1.0,1.0,0.724,0.0,0.649,0.0,0.414,1.0,1.0,0.021
15,0.992,1.0,1.0,0.461,0.121,0.485,0.415,0.754,0.146,0.058,0.13,0.993,0.124,1.0,0.0,0.998,1.0
16,1.0,1.0,1.0,0.0,0.313,0.012,0.773,0.967,1.0,0.867,0.998,0.986,0.977,1.0,1.0,1.0,0.0
17,0.977,1.0,1.0,0.804,0.005,0.547,0.123,0.968,0.223,0.003,0.0,0.969,0.31,0.998,0.0,1.0,1.0
18,1.0,1.0,1.0,0.967,0.003,0.064,0.036,0.464,0.579,0.106,0.0,0.0,0.001,0.405,1.0,1.0,1.0
19,1.0,1.0,1.0,0.964,0.255,0.355,0.594,0.0,0.0,0.394,0.492,0.316,0.113,0.991,1.0,1.0,1.0
20,1.0,1.0,1.0,0.406,0.919,0.861,0.394,0.891,0.957,0.96,1.0,0.763,0.39,0.921,1.0,1.0,0.0
21,1.0,1.0,1.0,0.847,0.697,0.559,0.108,0.268,0.642,0.814,0.588,0.558,0.094,0.381,1.0,1.0,0.0
