GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,1.0,1.0,1.0,0.954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.0,0.996,1.0,0.238,1.0,1.0,1.0,0.002,0.997,1.0,0.04,1.0,0.0,1.0
3,0.0,1.0,1.0,0.614,0.0,0.0,0.0,1.0,1.0,0.999,0.487,0.972,0.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,0.997,1.0,0.991,0.914,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,1.0,1.0,1.0,0.598,1.0,0.976,0.563,0.0,0.0,1.0,1.0,0.997,1.0,1.0,1.0,1.0,0.0
6,1.0,1.0,1.0,0.989,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.918,0.0,1.0,0.997,1.0,1.0
7,1.0,0.003,0.0,0.0,0.034,0.05,0.726,0.948,1.0,0.986,0.01,0.24,0.008,0.0,1.0,0.533,1.0
8,1.0,1.0,1.0,0.246,0.137,0.689,0.018,0.181,0.009,0.553,1.0,1.0,0.008,0.978,0.0,1.0,0.0
9,1.0,0.0,0.0,0.0,0.033,0.078,0.003,0.994,1.0,0.135,0.536,0.07,0.1,0.008,1.0,0.0,0.0
10,1.0,1.0,1.0,0.2930513595166163,0.983,0.968968968968969,0.9418254764292878,0.716,1.0,1.0,0.999,0.999,0.912,1.0,0.0,1.0,1.0
11,1.0,1.0,1.0,0.925,0.441,0.146,0.518,0.008,0.0,0.825,1.0,1.0,0.955,1.0,1.0,1.0,0.0
12,0.915,1.0,0.997,0.696,0.197,0.69,0.179,0.723,0.832,1.0,1.0,0.912,0.148,0.992,0.0,0.998,1.0
13,1.0,1.0,1.0,0.5,0.935,0.454,0.24172517552657974,0.862,1.0,1.0,0.987,0.919,0.923,0.049,0.0,0.991,1.0
14,1.0,1.0,1.0,0.908,0.939,0.779,0.851,0.0,0.0,0.974,1.0,0.317,0.994,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,0.549,0.894,0.972,0.45,0.862,1.0,0.918,1.0,0.841,0.588,0.984,1.0,1.0,0.0
16,1.0,1.0,1.0,0.948,0.053,1.0,0.087,0.176,0.994,0.62,0.119,0.0,0.125,0.299,1.0,1.0,0.0
17,1.0,1.0,1.0,0.145,0.751,0.032,0.131,0.849,1.0,0.939,1.0,0.995,0.833,0.864,1.0,1.0,0.0
18,0.799,1.0,0.8,0.17718940936863545,0.43743743743743746,0.534,0.3606889564336373,0.086,0.0,0.7610887096774194,0.456,0.899,0.39779559118236474,0.983,0.0,0.835,1.0
19,1.0,1.0,1.0,0.689,0.42,0.976,0.236,0.983,0.68,0.916,0.884,0.035,0.811,0.84,1.0,1.0,0.0
20,1.0,1.0,1.0,0.877,0.399,0.957,0.185,0.666,0.54,0.99,1.0,0.81,0.826,0.001,1.0,1.0,0.0
21,1.0,1.0,1.0,0.47194388777555113,0.334,0.302,0.001001001001001001,0.314,1.0,0.003,0.53,0.0,0.05,0.54,1.0,1.0,0.0
22,1.0,1.0,1.0,0.0,0.529,1.0,0.453,0.16,0.142,0.13913913913913914,0.388,0.328,0.073,0.564,1.0,0.996,0.0
23,1.0,0.97,1.0,0.18831822759315206,0.203,0.1945837512537613,0.40804020100502514,0.025,0.0,0.9758308157099698,0.604,0.0,0.748,0.76,1.0,0.86,1.0
24,1.0,1.0,1.0,0.7833500501504513,0.256,0.083,0.05421686746987952,0.357,0.051,0.5,0.881,0.444,0.552,0.74,1.0,0.989,0.0
25,1.0,0.989,0.997,0.08734939759036145,0.227,1.0,0.20361083249749248,0.31,0.005,0.40540540540540543,0.308,0.0,0.1891891891891892,0.607,1.0,0.942,0.0
26,0.774,0.879,0.337,0.29452852153667053,0.1001031991744066,0.8012752391073327,0.1334106728538283,0.556,1.0,0.4519230769230769,0.131,0.6793587174348698,0.14779874213836477,0.6054216867469879,0.034,0.376,0.0
27,0.978,0.94,0.999,0.6789087093389297,0.8415245737211635,0.8375125376128385,0.3477366255144033,0.397,0.95,0.4786150712830957,0.262,0.313,0.1444332998996991,0.175,0.876,0.736,0.005
28,1.0,0.958,0.988,0.9916839916839917,0.4759036144578313,0.625,0.1778006166495375,0.123,0.0,0.09090909090909091,0.279,0.0,0.05717151454363089,0.009,1.0,0.987,0.919
29,0.838,0.586,0.702,0.7402061855670103,0.5687061183550652,0.8523761375126391,0.7417355371900827,0.87,1.0,0.03571428571428571,0.316,0.164,0.27364185110663986,0.713,0.893,0.466,0.009
30,0.986,0.972,0.983,0.023255813953488372,0.019269776876267748,0.4782608695652174,0.7446581196581197,0.0,1.0,0.11666666666666667,0.004,0.034,0.44635627530364375,0.36736736736736736,1.0,0.424,0.0
