GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,0.777,0.983,0.737,1.0,1.0,1.0,0.322,0.051,0.597,0.0,1.0,0.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977,1.0,1.0,1.0,1.0,0.0
3,0.0,1.0,1.0,0.888,0.0,0.0,0.0,1.0,1.0,1.0,0.842,0.0,0.01,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,0.999,0.992,0.945,0.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,1.0,1.0,1.0,0.857,0.994,0.997,0.435,1.0,1.0,0.994,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,0.863,0.962,0.856,0.884,0.0,0.261,1.0,1.0,0.4,0.997,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.893,0.99,0.988,0.881,0.149,0.0,0.545,1.0,0.001,1.0,1.0,1.0,1.0,0.0
8,1.0,1.0,1.0,0.988,0.997,0.981,1.0,1.0,1.0,0.948,1.0,0.773,0.999,1.0,1.0,1.0,0.0
9,1.0,1.0,1.0,0.918,1.0,1.0,0.591,1.0,1.0,0.98,1.0,1.0,0.975,1.0,1.0,1.0,0.0
10,1.0,1.0,1.0,0.981,0.887,0.986,0.823,1.0,1.0,0.949,1.0,0.967,0.997,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.836,0.0,0.0,0.034,0.319,0.409,0.0,0.0,1.0,0.0,0.999,1.0,1.0,0.003
12,1.0,1.0,1.0,0.13,0.0,0.028,0.014,0.98,0.998,0.022,0.0,0.0,0.001,0.662,1.0,1.0,1.0
