GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.001,0.699,0.927,0.071,1.0,1.0,1.0,0.128,0.923,0.641,0.001,1.0,0.0,1.0
2,0.0,1.0,1.0,0.681,0.0,0.0,0.0,1.0,1.0,0.998,0.47,0.97,0.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,0.891,0.991,1.0,1.0,0.659,1.0,1.0,0.998,1.0,1.0,1.0,0.0
4,1.0,1.0,1.0,0.904,0.651,0.953,0.369,1.0,1.0,0.973,1.0,1.0,0.997,1.0,0.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.996,1.0,1.0,1.0,1.0,0.0
6,1.0,1.0,1.0,0.998,0.903,1.0,0.72,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.984,0.0,0.0,0.0,0.988,0.002,0.0,0.0,0.801,0.0,0.985,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,0.999,1.0,0.968,0.896,0.0,0.828,0.999,1.0,1.0,1.0,1.0,1.0,0.985
9,1.0,1.0,1.0,0.969,0.986,0.966,0.713,0.241,0.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,0.001
10,1.0,0.023,0.0,0.004,0.085,0.096,0.757,0.944,1.0,0.996,0.04,0.356,0.027,0.0,1.0,0.698,1.0
11,1.0,1.0,1.0,0.999,0.53,0.391,0.738,0.0,0.001,1.0,0.994,0.527,0.513,1.0,1.0,1.0,0.085
12,1.0,1.0,1.0,0.483,1.0,0.879,0.269,0.0,0.0,1.0,0.999,0.995,1.0,1.0,1.0,1.0,0.0
13,1.0,1.0,1.0,0.854,0.339,0.273,0.818,0.18,0.0,0.689,1.0,0.894,0.908,1.0,1.0,1.0,0.0
14,1.0,1.0,1.0,0.382,0.924,0.978,0.499,0.994,1.0,0.788,1.0,0.959,0.929,0.04,1.0,1.0,0.0
15,0.204,1.0,0.996,0.5525525525525525,0.228,0.295,0.077,0.726,0.806,0.121,0.915,0.464,0.85,0.969,0.0,0.769,1.0
16,1.0,1.0,1.0,0.6906906906906907,0.141,1.0,0.123,0.871,0.998,0.64,0.045,0.0,0.577,0.291,1.0,1.0,0.0
17,1.0,1.0,1.0,0.925,0.9,0.437,0.7817817817817818,0.183,0.0,0.994,0.974,0.863,0.886,0.849,1.0,1.0,1.0
18,0.76,1.0,1.0,0.10797174571140263,0.07707707707707707,0.5095095095095095,0.45875251509054327,0.964,0.991,0.13969849246231156,0.987,0.612,0.6206206206206206,0.702,0.0,0.797,1.0
19,1.0,1.0,1.0,0.728,0.74,0.21,0.167,0.928,1.0,0.351,0.892,0.765,0.761,0.981,1.0,1.0,0.0
20,1.0,1.0,1.0,0.42,0.903,0.737,0.486,0.985,1.0,0.998,1.0,0.786,0.682,0.807,1.0,1.0,0.0
21,1.0,1.0,1.0,0.092,0.0,0.024,0.0,0.583,0.001,0.0,0.031,0.0,0.038,0.399,1.0,0.926,0.0
22,1.0,1.0,1.0,0.2972972972972973,0.58,0.96,0.229,0.82,0.195,0.869,0.146,0.024,0.184,0.865,1.0,1.0,0.0
23,1.0,0.999,0.997,0.2727272727272727,0.659,0.745,0.42179616548940463,0.371,0.173,0.002008032128514056,0.376,0.999,0.897,0.991,0.204,0.95,0.001
24,0.831,0.993,1.0,0.28125,0.083,0.0,0.19153225806451613,0.588,0.0,0.3837675350701403,0.109,0.0,0.096,0.532,1.0,0.932,1.0
25,0.856,0.998,0.994,0.8131979695431472,0.155,0.0,0.11518858307849134,0.074,0.045,0.8227593152064451,0.024,0.0,0.04216867469879518,0.268,1.0,0.918,1.0
26,1.0,0.909,0.992,0.6084762865792129,0.2042042042042042,1.0,0.21941354903943378,0.857,0.009,0.2,0.411,0.179,0.062062062062062065,0.248,1.0,0.962,0.0
27,0.976,0.794,0.966,0.29694835680751175,0.1590909090909091,0.08919202518363065,0.5038759689922481,0.179,0.222,0.42727272727272725,0.165,0.2938816449348044,0.009307135470527405,0.7422266800401204,0.436,0.923,0.926
28,0.166,0.645,0.264,0.5431578947368421,0.2330978809283552,0.8201219512195121,0.00949367088607595,0.404,0.694,0.27479338842975204,0.314,0.048,0.3101010101010101,0.5845845845845846,0.442,0.639,1.0
29,0.18,0.417,1.0,0.3981981981981982,0.5596707818930041,0.2446351931330472,0.765375854214123,0.858,0.713,0.6453287197231834,0.49497991967871485,0.3098751418842225,0.7475728155339806,0.582122905027933,0.128,0.6906906906906907,1.0
