GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,0.48171989787580877,-1.0,-1.0,0.6464669188190041,-1.0,0.8275727814020968,0.5838453106875977,0.7884328116022711,0.8266875907876788,-1.0,0.5859925623672698,0.6720737021722353,-1.0,0.5064362300244103,-1.0,-1.0,1.5784032460485788
2,0.8226733102693232,1.3982183606889274,1.364811416678334,1.269424204125184,0.9196566012563877,0.7327656278207193,0.9188774073812496,0.7689764275774984,0.774740683438708,0.7121027185224799,0.9866364356432344,0.8897565792454859,0.9794403215999863,1.3114019655959532,0.737946227657946,1.3777518046661321,0.5909810314839116
3,0.42341042374351384,-1.0,0.4873714079585833,0.7612674497968885,-1.0,0.562300432069442,0.6547163297623104,0.7502239486321893,0.6889347762803961,-1.0,0.4783191030273288,0.5386273878480482,0.4236397320509499,-1.0,-1.0,-1.0,1.4476503471301283
4,1.5002775330760874,0.8208374924056409,0.7073864231241312,0.8996042708742917,1.271506099368557,1.2662955044129351,1.2846009808689456,0.7112857026647116,0.7231860653903037,-1.0,0.9561844521228372,0.8635120636183623,1.157393582463139,0.7185314520131766,0.8066833777395098,0.7098821446052729,0.5330128181309293
5,0.8281796973322321,0.5389920776603178,0.5874985118495335,0.8085575062509189,0.6932332199153945,0.7289413448541394,0.9943469666580022,0.7799244881138415,0.7766827471862688,0.7016235209385288,0.6276374980357554,0.6171375653994239,0.6585490640764486,0.5774086738494717,1.5119931266971154,0.6591588056691833,0.6331164286325883
6,0.6384024026081955,0.5812051472596858,0.6188466946950442,0.7743678222622064,0.6564386840023795,0.7511878789855208,0.8480327663163457,0.8685230244977248,0.9292741025611154,0.7803015451335644,0.7732049873019932,0.7179910993141259,0.711631928898607,0.5798814257790712,0.5659914318494768,0.5982170080876562,1.377597348635865
7,0.6438567733675465,0.5659635047171008,0.5998541569390492,0.6436477393065804,0.8081504436721447,0.8560689884282644,0.7968950668814967,0.9784453492926107,1.3790587944720099,0.7948265479651584,0.8323264766372891,0.7920185738924438,0.6968103289439341,0.6023684227680322,0.5648369145614796,0.5828981851583258,0.7965161272961839
8,0.7549488925067855,0.6300516647718415,0.6909451556635999,0.8393181257574536,1.3676299133897756,1.3406618052730719,1.3192636404468085,0.9231632739630278,0.9156021778652306,1.3938746695701945,1.3843343122523206,0.9953620770282822,1.383178027378183,0.8576286417363067,0.7891415887837838,0.7062069319278219,0.8451341445713784
9,0.6108240468287874,0.5610850353554027,0.6520830517257721,0.6897096541769028,0.8391229688429972,0.7695875316895014,0.8162749282838067,0.8192256927464724,0.7819751419661278,0.8129942274392067,0.676426305462346,0.74792557485697,0.7344001272545433,0.5826663640718802,0.527780614659309,0.6369559396826163,1.3400994648189473
10,0.8085805358831464,0.6227264575767342,0.6276457062689685,1.357636408347301,1.1352216771881718,1.1139034966101677,0.7291963470393475,0.8076843722114014,0.8092006142737669,0.7783938483272532,0.73445601453777,0.687050377483316,0.6665950973576958,0.6551893433397916,0.5956308975606724,0.6287898435684796,1.2851830881911703
11,0.6971430932618364,0.713657451634333,0.7160687549647885,0.980526822891412,0.8896864564264831,0.9253302572499162,0.8458634177026545,1.434501073211817,1.0398149936206555,-1.0,0.8781975923066332,0.9365428588834159,0.830671504886475,0.7244969940424175,0.6699534032009904,0.7095121554316126,0.8669112544253736
12,0.7385665576345596,0.6660940720608564,0.7018332762659502,0.8299605054978321,0.9016164845198861,0.8574755268863042,0.9007841585106737,1.054875863201359,1.3786389854526744,0.9248158434450394,0.81613425531188,0.8695818429523939,0.6844832965300232,0.6995189859892961,0.6465495266548246,0.6653103803332493,0.8800926417375372
13,0.7796825437007466,0.749131596506678,0.7752903895571013,0.8975545165019226,0.8274299177741522,0.8123876989301904,0.969963051851967,0.9249381595282893,0.8898121710452649,0.9201957131239131,0.8094018988483148,0.9344604236067122,0.925636487677804,0.8093532114208022,0.7285230576970961,0.7757938776905575,1.1879414587281851
14,0.8863720651950874,0.8607554257635969,0.8280929551643652,0.9165546970448757,1.1857515281011155,0.8846102329775759,1.2521044026326955,0.9980296645063533,0.9686140824233762,0.8171528777974321,1.11025361998161,1.4247796683998903,1.0850384674478017,1.0007612158544905,0.8438123212177944,0.8770572498654865,0.9082201290733201
