GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6838319327731093,0.13945098039215686,1.0,0.0,1.0,0.0,0.9974705882352941
2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,0.9995882352941177,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.003952941176470588,0.017254901960784313,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997646920407082
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6781176470588235
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8600000000000001,0.0,1.0,1.0,0.013000000000000001,1.0,1.0,1.0,1.0,0.6366666666666666
8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9986470588235294,1.0,1.0,1.0,0.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.046
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019
11,1.0,0.9997058823529412,1.0,1.0,0.0,0.0,0.024941176470588234,0.6651764705882353,0.7815947712418301,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6030252100840335
12,1.0,1.0,0.9769411764705882,0.08712500000000001,0.0033333333333333327,0.026428571428571426,0.0104,1.0,1.0,0.020666666666666663,0.0,0.012750000000000001,0.0015,1.0,1.0,1.0,1.0
