GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
16,0.9561540874824892,0.9762737307777895,0.9908298235267163,0.7611688637087303,0.9783347215262518,0.9913321066888147,0.9941714903184582,0.9997994482254922,0.9989898264347251,0.9998440396913347,0.9999201255075174,0.3977695241344766,0.9998550069663904,0.9998684700070732,0.9927801838261484,0.99472090705437,0.9999146573995148,0.9937253263610393,0.999901325789971,0.9979374507726134,0.9998108935001283,0.39745637773558185,0.9986384656611361,0.19429457365509312,0.999397272408408,0.9998549813179226,0.9998899065770951,0.3943318696628956,0.3116900295472233
17,0.960913791780867,0.9818973939244025,0.9938355250391515,0.8132478780793223,0.9894305785787219,0.9921297450646301,0.9944031149210266,0.9939462107840772,0.9960501430429055,0.9937134221790545,0.9940025840752027,0.44489269456745406,0.9935874927167107,0.9959228347586772,0.9991657444513417,0.9974888705312013,0.9941527573974955,0.9981776663467594,0.9936446086651328,0.9966648180410295,0.9955765324170146,0.4330610170887726,0.9969650481885962,0.2450544582549278,0.9959404846966894,0.9953309130891349,0.9936340642889231,0.4328545614419377,0.34836361221637474
18,0.9529055607847646,0.978312401938537,0.992071684363627,0.7674356984227708,0.9863778224530617,0.9905897920396857,0.9933547337325139,0.9964763115605149,0.9981527106588013,0.9964364669951178,0.9967397193960084,0.4272332702074892,0.9963304177069057,0.9978272778766949,0.9973269839421165,0.9985651951363899,0.9967424653016882,0.9959036878189576,0.9965142238656881,0.9974122687879188,0.9975308069199522,0.41655452851718633,0.9984786759566857,0.2227598908309714,0.9976519175480691,0.9976772021093689,0.9964992468065597,0.430256508483093,0.33905747983081586
19,0.5168437466946513,0.581520222710338,0.5868730163548221,0.39059607154687637,0.5825278078262024,0.5892691285354625,0.595186530452709,0.6250269209642934,0.6328318864655376,0.6310697965451336,0.6305981789458028,0.33526128479279993,0.6273211006016606,0.6270339043189722,0.6055033432566261,0.6155392680398082,0.6301947949387414,0.6180317795602435,0.6293540920869913,0.6191150002997176,0.6304060184282693,0.33508205458536394,0.6239792753675446,0.13501853459266602,0.6312982863615961,0.6318231332469132,0.6293643032855882,0.3344689069777339,0.2493321299427448
20,0.9568640148964402,0.9777531859991834,0.9921658715228009,0.7698062929161077,0.9807439123717462,0.9917287660507667,0.9944137031178707,0.9991178000019634,0.9989312378322651,0.9992002521825329,0.9992958073400608,0.41724567738322615,0.999162263632703,0.9996769014891596,0.9947013697283001,0.9958725953317481,0.9992980955764496,0.9961254788597563,0.999212714553723,0.9984956519576379,0.9997870425735411,0.40996097932569797,0.9989122307468915,0.211889363355754,0.9995809354570777,0.9997289750355929,0.9991813663734793,0.41402382152541484,0.33094488434414226
21,0.6497852766115526,0.6562766775922827,0.6598618531878433,0.5106829942048476,0.6327071496458438,0.6378609284667854,0.6396535778651703,0.6321105891293163,0.6442332709514178,0.6319550986215988,0.6321571220917209,0.5857918365398068,0.6288716715972947,0.6411932539828828,0.6585949777120887,0.6297564750408405,0.631072179464757,0.6548857429905233,0.629724055316509,0.6410865052466249,0.6395502791800699,0.5845552555495448,0.6346791329414625,0.261942902011754,0.6393969763744181,0.6358596367914103,0.6293468436289091,0.33572781839924654,0.4484367775067789
22,0.9537565407087752,0.9754814239999875,0.9903593397291228,0.7608267524229756,0.9777013022579831,0.9903417742416964,0.9933107346135129,0.9997024057298868,0.9990069781297892,0.999809666872326,0.9998520857254016,0.40196855176288787,0.9997821090655585,0.9997934050757081,0.992822740552122,0.9944479772492348,0.9998667643448879,0.9942655491883157,0.9997991989155489,0.9976926668476543,0.999920168337332,0.40050110399872235,0.9984581441838656,0.20001591983317374,0.9992747360214946,0.9999084615172514,0.9997995424720202,0.40306066786888356,0.31852250917277486
23,0.9584334130066965,0.9752958879406958,0.9912575514494018,0.7726831732328927,0.9819840630932843,0.9898460470411491,0.9927247351695063,0.9982514187984922,0.9989767048010384,0.9983065360912906,0.9982953470179137,0.4181478522960155,0.9982830717601202,0.9988183060702684,0.9951051724221072,0.9961065776837563,0.9982516067531056,0.9941327307721627,0.9982297589788683,0.9998351668553972,0.9986609361610359,0.4184379983697167,0.9993467514584935,0.2122402610766575,0.9995887804454116,0.9987847232320372,0.9981995835193319,0.41057720145678944,0.33204427047501517
24,0.6529831611293406,0.7205909815601572,0.7372755448376832,0.5088915452260808,0.75091514514625,0.7501491363114773,0.755870228272194,0.7894040092151743,0.7896632318770371,0.7950654142413707,0.7940913830115087,0.2752874313679249,0.7935855225161128,0.7842393544199127,0.7559512852274861,0.7878401782472767,0.7937829617634651,0.7758186760974588,0.7946626388302773,0.781247607596923,0.7912908277349885,0.2751871371697092,0.787352386944992,0.11681917687861107,0.7922118338972896,0.7944019711695149,0.7942277237196155,0.27541202762819267,0.20851409307681992
25,0.9579376961651619,0.9766401416551836,0.991938286099829,0.7708088876915786,0.9818560653016271,0.9905653043841943,0.993430883730344,0.9984063567825314,0.998881479841742,0.9985078058102358,0.998564964501048,0.41408581811425066,0.9985086554587911,0.9990138160997106,0.9949625215824368,0.9965242975353856,0.9985419063343234,0.9947837836450103,0.998531913446277,0.99961693953949,0.9989605899266369,0.4154122267166702,0.9994254842711336,0.20932609743009137,0.99984301279676,0.9990968934443896,0.9984903679901149,0.40828108539818103,0.32680102918212806
26,0.9548902959505763,0.9758083239881072,0.9907587469135547,0.7569757247929861,0.9784000360351687,0.9907437444425355,0.9936361595545993,0.999683425301264,0.9990864057889394,0.9997951045485082,0.9998698119609218,0.4012599101115275,0.9997990692416749,0.9998410619289162,0.9929335552691513,0.9950786031342862,0.9998326810510215,0.9938753620962589,0.9998653707962805,0.9982478037883392,0.9998701909544842,0.4005810303795456,0.998845289804798,0.19724067449507182,0.9996406966683515,0.9999468319192183,0.9998428452719855,0.40145463464786474,0.3171129775860454
27,0.9531237807007432,0.9745175517734356,0.990030305770433,0.7552208774535678,0.9783225850137326,0.9898534036181698,0.9928832754319752,0.9996966121198902,0.9993626591087338,0.999812599452835,0.9998602691157149,0.403752388228059,0.9998093611904447,0.9998285362323627,0.99296398813772,0.994919315995011,0.999841979726487,0.9935909167037453,0.9998441140838927,0.9982654920082875,0.999834083402892,0.4006013740243505,0.9989605810616209,0.1987536203132764,0.9995840590650991,0.9999538148292479,0.9998407965828195,0.40233604967945386,0.31917385815779376
28,0.40897026212463206,0.4011422432700686,0.3936631519011009,0.2893418979868287,0.41091548683354384,0.3974751823978321,0.3960559854248415,0.39199375715789103,0.4024351934484415,0.395205061076728,0.3952283444555881,0.2959878767581735,0.39243259658788876,0.3956437285394951,0.39540036510376014,0.40529210456692066,0.3937517018339475,0.3842132924020049,0.3936189164542194,0.4099190303249482,0.39500679083579304,0.29544638458389566,0.40546565160177445,0.0962480289886737,0.4057009290296358,0.39453032257523707,0.39343202261051213,0.16036821074361426,0.20600596777348298
