GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,0.5277840065474857,0.5401784631084162,0.4570442420144593,0.6624980802071019,0.432092681676496,0.46821075757416236,0.45693141052233915,0.37215028582979115,0.36576838096077,0.3701398261965512,0.3741749777595001,0.10961529362982948,0.371137751355275,0.3801012401684349,0.39992874735943906,0.39563746774105885,0.37486407932415694,0.39562354712818404,0.3736011739411733,0.3711379397320736,0.3750548410484095,0.1323376267739218,0.3759724130751658,0.04054805665704255,0.3736800753700072,0.36981213158070886,0.37317261927839396,0.05577395421318938,0.06428882710701889
2,0.6876663367350107,0.6764058797253749,0.6724599015290779,0.7640736413833069,0.6729718566936445,0.6320251062471235,0.6393323630548654,0.6026118561698419,0.6045246890582623,0.5972555729759247,0.5972780192231387,0.31062551226762636,0.5971628484951527,0.6117952588174331,0.6732525693338497,0.6323106224231294,0.6000751734063793,0.680630092856742,0.5945556250077922,0.622342522432314,0.6072894694025803,0.2626302330324148,0.6154787443117588,0.41167113943323175,0.6099480595193586,0.604483380283878,0.5950774792585538,0.38806713267242265,0.21574686881172705
3,0.9756525765972174,0.9782342671634752,0.9925723164224256,0.7818631375806159,0.9749363319789088,0.9910351986459299,0.9934743689235908,0.9940175159661674,0.9914319453797216,0.9934072560454014,0.9932407419222309,0.43843555906251996,0.9932317680092693,0.994006744821851,0.9893152728611309,0.9896009000237842,0.993092948661775,0.991782044456294,0.9929269640425705,0.9941863557976659,0.9935496560469905,0.4230129575219654,0.9919479036739063,0.22495188015723155,0.9938853270368422,0.9931355756991308,0.9928180913268732,0.4211205346173863,0.33483971547257585
4,0.9630161785900336,0.9762541650850319,0.9913820849246981,0.781160770619127,0.9762529173055872,0.9900562617870572,0.9932825136439289,0.9993003892858295,0.9978334098501978,0.9990213934941441,0.998815661906326,0.4127585773669753,0.998920310575207,0.999026119877641,0.9925352871646603,0.9929387262091148,0.9988052267960504,0.9936046454521826,0.9986465663193295,0.9978536613616403,0.9986890326991912,0.4105187538839698,0.9972582359612456,0.20613634837104286,0.9984663515577727,0.9985865114392551,0.998664266850024,0.399431482249719,0.3192872166679778
5,0.9498081573609377,0.9705714372646705,0.9804000677696794,0.841649811006282,0.988505814775808,0.9767491138447677,0.9782587288284311,0.9699682603948904,0.9755761561285269,0.9692867000264209,0.9699784999520286,0.4956305887272156,0.9690730615398979,0.9743182770507207,0.9897151720926054,0.9845693104318524,0.9702499553359865,0.9857229732484539,0.9692490804841849,0.9781035836984225,0.9735122789953865,0.4379507384436972,0.9784087580193946,0.31294924861371054,0.9747672025492539,0.9728703376879186,0.9692294751468299,0.4965973312626338,0.3814759638073541
6,0.9708241863082414,0.9873038055955693,0.9910535941554487,0.8302610838432266,0.9855758030622332,0.9944564385723512,0.9941541488555699,0.9805203424706908,0.9805733804573068,0.9801799380638803,0.9810353592011153,0.44178917940500945,0.9799866358153431,0.9835261643874105,0.9894072528196489,0.9885264784876624,0.9811673045130802,0.9930667488673831,0.9804860581002095,0.9826594018095468,0.9835530612847851,0.4234860389665405,0.9832143721295148,0.2529255524256917,0.9828651704512105,0.9825182963944462,0.9802841072019566,0.4396348022545342,0.3423091950898417
7,0.9777961249648549,0.9868876450220202,0.9964045869310599,0.8343774425968915,0.983285342903965,0.9939817085000255,0.9959855058359371,0.9923662780494777,0.9917215749636088,0.9917605822065491,0.9918614124307408,0.44882645815645356,0.9915309472359611,0.9937277879800264,0.9949969172356332,0.9928774300264479,0.9919232500805738,0.9961208240476124,0.9913636374829539,0.994117746921246,0.9930815770679345,0.43259210914262836,0.9926947894815917,0.24546695253425513,0.993326657594406,0.9923956346735889,0.9913040398870734,0.4316420363246458,0.34560380826799236
8,0.9594442331390943,0.9771222564482398,0.9915498788131166,0.7748261667764254,0.9784711602304601,0.9918022002814597,0.9945194479306606,0.9995751900118583,0.9985886340288121,0.9995816061280127,0.9995706926246886,0.40594170989769207,0.9995259648521901,0.9996806385767053,0.9932700421912275,0.994316558931082,0.9995895490112481,0.9949459019313188,0.9994618080073358,0.9980476476459276,0.9996544184992576,0.4014431813189033,0.9982269060973706,0.2050943824204564,0.9991859100966476,0.999594818769533,0.9994464116550067,0.40368518830018546,0.3211729804704121
9,0.44241123266642196,0.4824000847148608,0.48898692693143986,0.34039958529989545,0.4842580771176494,0.48112409021737407,0.48464852494312943,0.49706221062979317,0.5072969186277851,0.5005162178305197,0.5000153505885102,0.4201879201770026,0.49709804668640717,0.5009446632818312,0.49979356645564504,0.4970128467866058,0.49895251655525424,0.5098259690758206,0.49843881311026933,0.5000786722486078,0.5042423065152255,0.4198860428461916,0.4984950814762419,0.16112640944549392,0.504970999847336,0.5032647130850745,0.4978578014564106,0.2334468525104117,0.30747987934204285
10,0.9519836960702011,0.9734937848792032,0.9890818218409673,0.7538793934649906,0.9767798109818464,0.9890675555818181,0.99227749777637,0.9998168395426392,0.9992139990710711,0.9998936725789458,0.999914286493412,0.39511747771663186,0.9999172953588706,0.9996999923157793,0.991921890002025,0.9940134350897136,0.999918556758235,0.9923847068571952,0.9999243541665059,0.9976847456739424,0.9996371741234511,0.3941429826466252,0.998579027863513,0.19146392824290184,0.9992218228299103,0.9997827253735471,0.9999449618943603,0.3929181514288524,0.30964537614981763
11,0.6545453170152181,0.6879872946787613,0.7285993037960569,0.49648689190709216,0.7046828547682283,0.748208728488868,0.7494465276539505,0.7857573122557684,0.7835881427336978,0.789930380265652,0.789774183400317,0.27733870661624993,0.7940904456243562,0.7820175323188676,0.7340725086085165,0.7344983252498943,0.7926862325519374,0.7617281155750472,0.7943372691429973,0.7791728683372032,0.7900473771483629,0.276551453506402,0.7859825140527448,0.11807870418538524,0.7931048461209156,0.7917148430035509,0.7947343212394871,0.279373658347744,0.20981647768853545
12,0.9587876101247488,0.9779808365183257,0.9925521689643441,0.7610551388861299,0.9770208659262386,0.9912863705698693,0.9942424765563767,0.9992766711112602,0.9978722736699294,0.9991388689946712,0.9991699409318596,0.41311177178682834,0.9991115455484474,0.9993841931797179,0.992850191033666,0.994290716157066,0.9991387142106066,0.9948887539042499,0.999074408759742,0.9972859362681412,0.9993051183828326,0.40637143152550387,0.9975173708592542,0.20805652434671904,0.9987267954260113,0.99925778437863,0.9990495218506172,0.4139563686848402,0.32699709588300385
13,0.9591206250968174,0.9787155949758094,0.9922931254782353,0.7662270310715367,0.9802523951053748,0.9931091041101885,0.995638005642456,0.9994672413673615,0.9987598150684592,0.9994916053164018,0.9996464531134488,0.4041338036484926,0.999477416182294,0.9998263596636353,0.9937779466907213,0.9955266915907103,0.9996334758608895,0.9948469640468205,0.9995852703212289,0.998038518318184,0.9997502435795089,0.4033231218594645,0.9986755421200463,0.19861329495971689,0.9993828712153423,0.9997027714884062,0.9995493247449991,0.39826993254508775,0.3160502951970896
14,0.9535097764384747,0.9746208332954125,0.9899335889744779,0.7592866692339232,0.9794968941396549,0.990211278181449,0.9931831136737628,0.9996506318043217,0.9995586359062867,0.9997407969555007,0.9998080388179309,0.4002447534697564,0.9997310272826864,0.9998454816382082,0.9935371206934053,0.9952918747324335,0.9998097144876967,0.9935533300866584,0.9997696929325683,0.9983804747531111,0.9997541920725534,0.399581004244606,0.9991652879922612,0.19734486875562265,0.9995072477574946,0.9998844183408798,0.9997771614920552,0.39993987755802807,0.315253552893906
15,0.4455670769755573,0.5066329572341781,0.5407600493927887,0.3319638742958071,0.5406305194683111,0.5655281251462958,0.5690187211222222,0.6191686510319507,0.6182954633340056,0.6269634913522671,0.6260554494575467,0.19040387362656488,0.629096245241985,0.6121879767225882,0.5579556913667311,0.58092494361496,0.6281388340332069,0.5939664232823466,0.6301690668108386,0.608844115013782,0.6242262579454161,0.19022680196506345,0.6187134379157078,0.06907750444116008,0.6276434292016455,0.6279522326298587,0.6301309778782366,0.1881867512300172,0.1365914643693732
