GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.32104778515388993,0.8808022007108537,0.7115244878786304,0.5997680860218253,0.5939237114045833,0.611068808363662,0.5540985014893018,0.5873865093252415,0.5802052002246207,0.6335802204870525,0.5843339787064279,0.5938689781804278,0.5853400581524849,0.6104533819057787,0.5934557143481175,0.5528524321344653,0.5663874326365494,0.6041497397329727,0.5914795912170411,0.5666028665238277,0.5825530422717634,0.5907794812658216
2,0.5698197762103644,0.2682864091528047,0.3271374404389289,0.2935167710050488,0.2607523286090484,0.22610837413691262,0.2946965907916651,0.29516602957515276,0.24638428549028618,0.23964763821915983,0.2613555778194178,0.25294039792946565,0.2561938444500467,0.2657071078933453,0.23391687678991183,0.2525799257310366,0.24651543889405053,0.2528456307438392,0.2758192825791915,0.26794346528692803,0.2773071267346881,0.2687654984103279
3,0.3957686269201792,0.7472425122607541,0.9631437819790938,0.998993014881124,0.9900541165430059,0.984606467465166,0.9939373073873908,0.9970338078984483,0.9938738435130864,0.9879493234554227,0.9942340230423462,0.9937275780676601,0.9939529039285339,0.9921160314190121,0.9894352554435266,0.9872013381738498,0.9932393272514048,0.9892459151592304,0.9914520264358577,0.9904803410792911,0.9914546534314793,0.989456347647737
4,0.3911254202910275,0.7488402870380421,0.9514111239957312,0.9936040142827355,0.999988349104246,0.9910533538451849,0.9958329807681392,0.9941973139307442,0.9961405152956736,0.9931639695711312,0.9956813314458982,0.9950154289347201,0.9946474400824885,0.9948194566089137,0.9932202892964439,0.9906804845221789,0.9959672856647441,0.9934759482205636,0.9929071402104449,0.9930046984699565,0.9930662541895374,0.9916301018671977
5,0.3359929360465534,0.7901599110332812,0.9638043802545465,0.9864432909495804,0.987647548440483,0.9994180653633062,0.9843601767571283,0.9867464340327751,0.993660969616921,0.9945601293026077,0.9920875090753607,0.9927515521460861,0.9905706091786854,0.9943698129842174,0.9951101900396285,0.992166383495067,0.9930635198807615,0.996041655765921,0.9922703314807836,0.9918654937953836,0.9925593256566191,0.9934165642525912
6,0.3931959669784326,0.7016101733593444,0.9589524460898197,0.9965415611766206,0.9955535934996977,0.9878792616191194,0.9999965657394421,0.9969691496356295,0.9954303027876744,0.9902096290549706,0.9965321603962496,0.9962765704134943,0.9943401622650115,0.9952182833422241,0.9934004780121635,0.9923455145361162,0.9968506094169985,0.9936817914665789,0.994813549045137,0.9956820475244536,0.9957346740375551,0.993354719362663
7,0.32964464121006387,0.7455281413206756,0.9610493690265354,0.9954664086108559,0.9939793520907132,0.9932416263342239,0.9933017368074047,0.9952399198234163,0.9990810638012676,0.9946790172062876,0.9977964496103484,0.9965573746712229,0.9972250158411526,0.9953148347796982,0.9966247464385061,0.9930167553400869,0.9980746240171136,0.9953058745829154,0.9948613944256081,0.9942807452142765,0.9942967413773809,0.9935804204708493
8,0.3826821969886652,0.7397014843190428,0.965162448513882,0.9983997734513368,0.9911456032178546,0.9863499070483237,0.995247160895004,0.9992212382876411,0.9951201046358461,0.9897055828850395,0.995541216353272,0.993801384337753,0.9967585793745456,0.9935734623120621,0.99043259113073,0.9911795337122359,0.9946875013087597,0.9914759049925848,0.9951531562913383,0.993360031199757,0.994407630426101,0.9930209806676188
9,0.3468219309752384,0.7396795482268803,0.9639233377986259,0.9964349563691061,0.9946622145144322,0.9926886899193134,0.9956870306773514,0.996499770477545,0.9986735377783653,0.9951568975276693,0.9995182279765052,0.9970358470749653,0.9977515680662943,0.9964302436978434,0.9967287687198232,0.9937377068056716,0.9980071697773534,0.9961042450538541,0.9961057576411297,0.9957398318975497,0.9959366587465784,0.9946786282711512
10,0.32728029003573067,0.8016669934282763,0.9677244793310859,0.9902841439996434,0.9914303082958122,0.9946902476125077,0.9884386435297049,0.9909333112318839,0.9952612499843492,0.9997262729064447,0.9951278812740427,0.9942297625152433,0.9952477998865789,0.9965564490448905,0.9959112776963712,0.9923509313218948,0.9937153641559218,0.9952875157713914,0.9936313166567597,0.9928940601026143,0.992615291371732,0.9930856360496785
