GEP,1,2,3,4,5,6,7,8
1,0.9957785033992176,0.11071865114165148,0.11602608929787583,0.10524367838603021,0.11832353179772828,0.10736396744414374,0.11715353829458902,0.11967960874199175
2,0.10875371877680169,0.9999848301556525,0.9873659693090064,0.9913024996144914,0.9820915413559631,0.9899093863621534,0.9890305352330856,0.9854625055046295
3,0.11317381207958861,0.9848987734297429,0.9991866381039325,0.9917738722802774,0.9922233488183637,0.980176625168752,0.9980922775869359,0.9868577197851363
4,0.10406389559638035,0.9911136429192426,0.9932837880405556,0.9997351155550401,0.9885310221909042,0.9902942117765844,0.993547075073198,0.9913441634390123
5,0.11656187454295996,0.9825110913616393,0.9926753676903962,0.9892463336809736,0.9999326998514526,0.9784408599679919,0.9937879229850695,0.9866421070181667
6,0.10506083570517219,0.9902190558585454,0.9837337942853481,0.9908933453407073,0.9781254896175864,0.9999793811773188,0.984471223631601,0.9908958842210323
7,0.11883262212611706,0.9860198467538221,0.9893255967403939,0.9925680592722833,0.9868672438595031,0.991127249299494,0.9923374925363286,0.9999566198218341
