GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0.8519265022052203,0.9988788649032565,0.7444279660956171,0.8843126245461403,0.7366250547979281,0.8391223373935928,0.8994344384509865,0.8118874453700333,0.726785705499825,0.7517828019983053,0.7498179116970751,0.7560876822088283,0.7350038822092418,0.8392845205022,0.30117491616779213,0.7304767761145416,0.7391065830696216,0.19000781135767073,0.7499641145870395,0.8189831860642947,0.7811206134745936,0.16351284846396277,0.7375327469354298,0.7329733212210706,0.7336905341967692,0.7258854500626704,0.7287971202290953,0.7303666454344176,0.3326897004115095,0.7263323680905338,0.2194264078060461,0.11681427603777417,0.1900841584544073,0.7255538947512248
2,0.9937416251346969,0.8160002106159969,0.41624462038582605,0.9731070458128436,0.9877593007752037,0.970211703234589,0.9816312683605142,0.9878299139787344,0.9857769266518979,0.9865505334417749,0.9858122449167771,0.9838744368432292,0.984850499031917,0.9818310680136235,0.5384831684055676,0.9836679422600815,0.9847897931114009,0.21545509930580709,0.9841226346354408,0.9833674338470926,0.9867284505569588,0.22290701535285795,0.9838316337873414,0.9833542679750679,0.9840772624090308,0.9822705605347493,0.982593405664685,0.9830370520424772,0.2974606230171263,0.9823698910527342,0.33226665652634224,0.1944462622252015,0.26345350317284816,0.9822877664848633
3,0.98081116598746,0.7483901781096975,0.3806883035131613,0.9669887754481966,0.9971035039154516,0.9695223603384756,0.9660982426307965,0.9899292611862496,0.9956909449373336,0.9947790125601219,0.994597263756383,0.9923687544932703,0.9947177652488296,0.9811708338766183,0.6000178088562906,0.9942092921017929,0.9945712471385679,0.19912036202556765,0.9927786837166886,0.982744884306839,0.9932342762825672,0.21716161106969387,0.9940761673692655,0.9939746328228933,0.9942558619466629,0.9935797014174582,0.9935929870671141,0.9938227447771851,0.2756663376928918,0.9936035102553291,0.3192556202992429,0.2027183620559772,0.2608544613955634,0.993581838883326
4,0.8312565523034591,0.9526189394813925,0.5197351799899226,0.8651032605816649,0.7507401326594098,0.8748355743779719,0.8664823978630274,0.8108167691053065,0.7405420293467336,0.7613010734086177,0.7613137368506325,0.7780098655754742,0.7479789442459877,0.8562024929352882,0.36389002473976056,0.7445230116407232,0.7525400333790032,0.2565328809602118,0.7699274508353533,0.8499759640225885,0.7976515128245759,0.19889476151703073,0.7549128228261773,0.749071962072143,0.7508368238715158,0.7412154052903167,0.7447858471022583,0.7455377299824654,0.415042928569445,0.7414532073786564,0.25394593693692813,0.1624747687298719,0.23561985425300314,0.7406692778498384
5,0.9910169863954704,0.8839054324200258,0.5580240734530307,0.9889296289032314,0.9608224737346727,0.9599494540372886,0.9981246032474065,0.9832238130369542,0.9586077597281918,0.9675363301953814,0.965159960122972,0.9598897405199888,0.9605662128418407,0.9760265762244749,0.4516862064661733,0.9575716132212176,0.960090725399496,0.1952585126994042,0.9608821482826015,0.9638023444968047,0.9671531267628881,0.24376746246179434,0.9578994701281756,0.9569371820875173,0.9569245714731586,0.9546606286400838,0.9553233877752122,0.9561478846529909,0.3055749439513213,0.9551007939757413,0.31940789744913495,0.17934045775522273,0.2712101799696145,0.9547567794014792
6,0.9765902743268896,0.8016496908464177,0.47404016608597077,0.9895461336119846,0.9905534455596773,0.9827852963010751,0.9779108738459842,0.9998447844505652,0.9894123095615491,0.9957857913169758,0.9951484380810701,0.9923994035802138,0.9923971923586238,0.9934414761644549,0.5779274435774208,0.9906732040405426,0.9911761079496353,0.18923725813941045,0.992535039419294,0.9849023609094197,0.9931709962445757,0.211612134473111,0.9907262161519279,0.9905742584363665,0.9902690762385297,0.9891405253151596,0.9895817335004294,0.9899225016343284,0.27738090746205124,0.9894266559484922,0.2999863658828149,0.19484161215986145,0.25613003524197553,0.9891965881265689
7,0.9741289353310876,0.791599180902159,0.46141917438221347,0.987132830577105,0.9927880837599795,0.9818108467632337,0.9733768539506443,0.9991928464724612,0.991660679106772,0.9972352507806808,0.9970732356369376,0.9941833408139474,0.9946562712457411,0.9926310752486069,0.590258285201353,0.9931497335378772,0.9932859911343728,0.19146978094603603,0.994137248854114,0.9849835916925724,0.9951706070506827,0.20819699742625603,0.9932633409538489,0.992909765325155,0.992781595750301,0.9918003096986465,0.9922348144839532,0.9924889562034919,0.27633186003421917,0.9921156323484183,0.29981726418156107,0.19563430361917766,0.2535050858958054,0.9918494623251213
8,0.967194319241175,0.8180393836490076,0.44869858854131767,0.9817736046091287,0.9859735555355332,0.9942865155720068,0.9698614244204854,0.9935621171753205,0.985857942558846,0.9905042941596741,0.9899914558420255,0.9932569602953888,0.9878728424756043,0.9995107610838281,0.5302619121845016,0.9865270955592833,0.9878046958018509,0.20538953573746987,0.9933951121670251,0.9930873696803395,0.991316651192524,0.24252217600687986,0.9880831847368617,0.9875147763989292,0.9876600518924684,0.9851825913085961,0.9861627045490419,0.9862009101899334,0.2858127667516257,0.9853867938114091,0.3339377789255569,0.19898855963810166,0.27911861738304145,0.9851650623859594
9,0.9652177802047516,0.7918024102503601,0.45013645492963056,0.9813080527722875,0.9933435094774173,0.9872389466571323,0.9643663620063688,0.9953952691527076,0.9931818883228872,0.9968395272878835,0.9963844536935843,0.9972466916257607,0.9949448619922312,0.9963256045935434,0.5840352587293867,0.9940300698714413,0.9948417789509442,0.2041627803756094,0.9972461629136538,0.9885427082944773,0.9976804600008169,0.22398376251000238,0.9953426620769662,0.9945993755047148,0.9944632890316369,0.9931692414466561,0.993736709439815,0.9937786980232025,0.2794358086480339,0.9934117847215665,0.32495306352545367,0.2063176297949796,0.2781053638275217,0.9931611439764506
10,0.9579957060976074,0.7248658319224801,0.3797367847356941,0.9612391434846149,0.9990378351365696,0.97111720166491,0.9463432007242552,0.9879469694291592,0.9994950770620074,0.9978729506472513,0.9983459641947111,0.9978973010381232,0.9995524067534175,0.9824480631669934,0.6307436807143801,0.9998960347396346,0.9996859231709946,0.1908448921823332,0.9980097257484879,0.9804957461885607,0.9956885763832217,0.19008664319634336,0.9995830304587846,0.9998566601678007,0.9998081506786957,0.9999921432569798,0.9999727101343289,0.9999583973794999,0.24401510218628117,0.9999758325076701,0.3093983297830626,0.19012386508794524,0.24266044177145568,0.9999880712340079
11,0.9601877601965164,0.7313845183933222,0.3867257894381085,0.9633711071486527,0.999131301879566,0.9717663067260808,0.949005239125313,0.9890241239992147,0.9995709321930595,0.9982112148470607,0.9985432185633037,0.9980019089542501,0.9996602115402643,0.9834006009595478,0.6250044934045507,0.9999314525711339,0.9997963401190401,0.19220535872197902,0.9981064539341142,0.9808490136690167,0.9960274402805905,0.1897726589370045,0.9995563234570731,0.9998641352367071,0.9997964252678588,0.9999520149241328,0.999941834650413,0.9999705992146436,0.24582970800480375,0.999944630721966,0.3103173997990909,0.18904768286513762,0.24183089526279036,0.999954349722563
12,0.9588051666946473,0.725107193203819,0.3822651611767667,0.9620451462748093,0.9991288369127009,0.9708792538998451,0.9473136546466413,0.9883642051831788,0.9995649796241589,0.9980840662087053,0.9984761510772722,0.9978126808823822,0.9996336095474732,0.9825225521914749,0.6305137627886505,0.9999353060727529,0.9997503850507551,0.19068643404233473,0.9979599688056465,0.9802342305844254,0.9958088643392682,0.19035055996091077,0.9995938543892023,0.9998673317276536,0.9997766057832657,0.9999946833818673,0.9999605148011211,0.9999646365211485,0.24439145456789058,0.9999886752855,0.30965003644334305,0.19064849969575023,0.24359973516021655,0.9999956418429189
13,0.9728900366622948,0.8010515348610089,0.37284971827471547,0.9670119691052783,0.9902964514492829,0.990925020275753,0.9647152304191181,0.9885112366959439,0.9890395912740727,0.9900565839718812,0.990587845358117,0.9940829246741745,0.9894602101315134,0.9925485942104666,0.5655011704306498,0.9886231144510504,0.9893403302436128,0.21170592372353753,0.9936641463560875,0.9985529600492722,0.9912015333707651,0.23321456161121396,0.9902814874133872,0.9894760927815763,0.9905995140160184,0.987793931450948,0.9885559948315521,0.9885372223736548,0.288364532207669,0.9877587817324605,0.3321881175327158,0.20150185953333571,0.27085608160698116,0.9877048881215128
14,0.9644944519780452,0.774410507240236,0.43532778244519504,0.9775704124601095,0.9966949887031092,0.9785964319144106,0.9590565965765013,0.9939027072958767,0.9959628282329988,0.9983258523944404,0.998209329801692,0.9971069752891601,0.9973363164555425,0.9902993883544617,0.6125671644304029,0.996664911980254,0.997000031310594,0.20816398222539573,0.9969730024772886,0.9833586574514491,0.9996983448451804,0.2186203236505829,0.9977842366159092,0.9967702950974512,0.9966957613949531,0.9960958495332518,0.9964295551856693,0.9965006681676464,0.27884674394279085,0.9963765450908948,0.32353540649845275,0.2091693336556536,0.27128862547793864,0.9960841862477008
15,0.46061702015771916,0.2884848303971914,0.17922020055543275,0.4939216672511616,0.6103638154513158,0.5141787585194434,0.4449344783539457,0.5460478798837514,0.6104126698600795,0.6023185432195797,0.6190677582644414,0.5949093808543641,0.6167884671813083,0.5300816381196204,0.5879959113179296,0.6250557824312252,0.6196292706885096,0.06940153815999331,0.5917759619745301,0.5575477669859803,0.6062203953057613,0.06973364641566164,0.629441947419268,0.6215462328617604,0.6212439105152898,0.629410447463646,0.6258305478939235,0.6232286967797539,0.09881280041477439,0.6301388259180826,0.13783206596171016,0.13468108769671866,0.1849967533512003,0.6291918295325585
16,0.9603220677930712,0.7280821734418548,0.3854346112247127,0.9632486675494575,0.9991372677587486,0.9717775890067777,0.9493310289515958,0.9890305292420135,0.9996693814238241,0.9981968533190669,0.9985242969944136,0.9979984072437572,0.9996745162608518,0.9835578707813798,0.6171541900941458,0.9999274315229006,0.9998534228411886,0.19086408288817627,0.9982303544144745,0.9810195333969335,0.9959834786496788,0.19272378903058474,0.9995640086225253,0.9998383485857201,0.9998229797338741,0.9999342889203163,0.9999447299784119,0.9999624392499331,0.2436325654627021,0.9999237011748439,0.312177359090968,0.18786220245408414,0.2425209906213713,0.9999347359788868
17,0.9615334297791068,0.739720650122482,0.3949661859281703,0.9676972815493272,0.999125938395698,0.9754454184954466,0.9522095937993933,0.9911520288202457,0.9991986438958634,0.9990533855862931,0.9993601258105271,0.998730754525218,0.9997863786413421,0.9864479105669823,0.6217745684785236,0.9997210562017482,0.9996867195733848,0.1961409323988451,0.9987911190385179,0.9833020536529313,0.9977978955491427,0.20098813115615602,0.9999086009384308,0.9997290639568626,0.999719128311725,0.9995354251578982,0.9996581707334035,0.9996645192592403,0.25458787610544875,0.9996169149077727,0.3157535104754782,0.19701113198206718,0.254284354384133,0.9995300649990605
18,0.9591006649309706,0.7248596722706521,0.3827875426863097,0.9626226976516977,0.9991887773399395,0.9712081090529139,0.9477853302707757,0.9887884081803318,0.9995345866776902,0.9982173935025473,0.9986608387917532,0.9978856226964414,0.9996971540202875,0.9827744254722739,0.6295994853631439,0.9999568709128389,0.9997594931596486,0.18998491847880355,0.9980332342723138,0.9804741998191456,0.9959336625875882,0.19151594180517312,0.9996181146733076,0.9998799581978343,0.9997968008449127,0.9999842041025656,0.9999616860791346,0.9999642902403356,0.24469064690487521,0.9999848886457227,0.30870830747785066,0.19105421830980876,0.2438875528491255,0.9999841699750402
19,0.9586875584879476,0.7237303682611648,0.3818085726978715,0.9621500108596502,0.9991205599807752,0.9708594973772832,0.9472634875189917,0.9884225753369991,0.9995499902396753,0.9981535991780095,0.9985465626128904,0.9978105708001528,0.9996745172759379,0.982500481500249,0.6307818209693147,0.9999435289828565,0.9997263224324855,0.19065802145440816,0.9979587996629548,0.9802089238806736,0.9958424738238583,0.19080221143020532,0.9996109470007847,0.999855374208713,0.9997871442716679,0.999991696012673,0.999962643736699,0.9999675070880879,0.24390070166571792,0.9999926432407235,0.3101543902121299,0.19090643706346125,0.24383062790834278,0.9999937432815345
