GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
20,0.7122626307613676,0.47176294079574377,0.24044974466804842,0.6680326504906448,0.7798409526169389,0.7084339790535757,0.6753182527356334,0.712087738586263,0.7982517258397718,0.7718006979143918,0.7604410947737985,0.7770658740795483,0.7855284086461007,0.7255557929000455,0.47152946964724185,0.7885566759014263,0.7861618109714111,0.2210358822501583,0.7759350204038401,0.7327080140571389,0.7675736191317833,0.11576514691485976,0.7860455953271438,0.7851732165689036,0.7918315733766135,0.7942678411229875,0.7932271519898622,0.7946532268341786,0.15629006380641058,0.7930498621846178,0.3693137173090767,0.11594495698063105,0.1558667753179698,0.7943683437211714
21,0.9594424207803226,0.7313007830651397,0.38213891675205625,0.964428270886369,0.9989406614681937,0.9754220976161947,0.9491962780262216,0.9898689473937089,0.9991991062277887,0.9986094143079449,0.9990653113959623,0.9988804315242255,0.9997484333671174,0.9854705758688258,0.627950714226575,0.999783664241678,0.999570982418525,0.19268758838896405,0.9989376159634541,0.98372228488597,0.99653789894484,0.195598196600598,0.9997412225312395,0.9998488719059421,0.9998976555520559,0.9996889803630091,0.9998033887685447,0.9997712270427112,0.24863705850626033,0.9997088979914934,0.3124933719327735,0.1942540845132816,0.24881354842708808,0.9996825920177365
22,0.6563245081882821,0.4969119416242993,0.20694679224388393,0.6477709914192477,0.6424091530994532,0.667518270416305,0.6431328192970299,0.6455243630935414,0.6373120539812535,0.6419701454763751,0.6365862271291568,0.6431561004667729,0.6379361450382548,0.6560207910050226,0.35203148842930854,0.6333001816504173,0.6353578823927888,0.13482392852212916,0.6456708151446514,0.6550045489447962,0.6547455502026127,0.26082960420624307,0.6405884403144517,0.633426854597279,0.6323129127751217,0.6300270838797258,0.6322858290869208,0.6320728769326052,0.34380581910721836,0.631783370134286,0.45075882667354034,0.26123913826279405,0.3437596343770553,0.6294891560657203
23,0.9590449812228973,0.7257502314012952,0.3830816085854984,0.9630493480510306,0.999209549063947,0.971886648161801,0.9480344805006868,0.9889102208574695,0.9995644796432713,0.9983707039567707,0.9987542167665892,0.9980847165948689,0.9997346689738552,0.9833761324162374,0.6294265275252966,0.999943251659064,0.9997820327965481,0.1912882459242226,0.9982500485304732,0.9810016717577549,0.996338727253587,0.19419727711429735,0.999771552224545,0.9999010682375338,0.9998439418731285,0.9999532954071848,0.9999578140083124,0.9999530335237072,0.24543836309967473,0.9999707516989329,0.3112665567165792,0.19255247442381954,0.24679690277636318,0.9999523274563636
24,0.20213074766200537,0.19514074770816256,0.1589101199374947,0.2238752192859788,0.20346170264255084,0.23522868869745198,0.19327828983622192,0.20844138382328564,0.19361251254798337,0.19960340424217504,0.1971604763822697,0.20693234386847667,0.1941042076675062,0.21221167732190124,0.135047265047169,0.19084796318097735,0.19225737009095167,0.4469040485330421,0.20228088197386393,0.21075509411612128,0.223829440315984,0.1998761751375516,0.19932142659933147,0.19418510674498943,0.19435642051401056,0.19073396376487667,0.19218488255895874,0.19214163610169166,0.3208114218405396,0.19103412200364125,0.11772090778663813,0.19971946737926627,0.14953654777081957,0.1903966329677183
25,0.05671805190547794,0.048904869509305726,0.010831794503583556,0.056571489206033936,0.05552156003904309,0.06973272524675224,0.054147126679159926,0.05659075341295821,0.05172882229328334,0.0541555823673522,0.05538910306177146,0.05618761487090332,0.05263513467068477,0.05839760681089404,0.060816027287839414,0.051826024371445234,0.051717000326800856,0.03595833091849088,0.05472974422569683,0.06945491007996402,0.06056469318304715,0.12250038914514735,0.05517303583876732,0.05250835381007032,0.05330044430307785,0.051583602867897906,0.051903605624634065,0.05175666318946083,0.10075268800543202,0.05176311858984019,0.027381568159091152,0.12220637858415735,0.10094295486395315,0.051440670352416513
26,0.9580333049237664,0.7251144245709148,0.38021176037745424,0.9622433374036623,0.9990528817153257,0.9724249138803481,0.9468669657490794,0.9884948813773153,0.9994554492786953,0.9981626331560761,0.9986027855010904,0.9982609288614434,0.9996685159528096,0.9833719383674884,0.629200057276464,0.9998987048197665,0.999682270086067,0.19248538619819497,0.9983545388099027,0.98132232474235,0.99615584422349,0.19358698221335005,0.9997319751846481,0.9998866390055207,0.999888168804464,0.9999481375602959,0.999979575624978,0.9999570155391658,0.24624581637410925,0.9999514702756884,0.31265132843010485,0.19240474316689066,0.2457832631846129,0.9999412414954543
27,0.9584845579762603,0.7258004372077047,0.3822611735576104,0.9625812256864319,0.9991205708582931,0.9719576263272487,0.9473280815613865,0.988644221322025,0.9995208815575354,0.9982517717561106,0.998635986028538,0.9981369890016495,0.9997039561727954,0.9832308450509161,0.630335554570619,0.999933019504308,0.999740442903001,0.19221773865292027,0.9982641530989296,0.980899381448042,0.9961543805556383,0.19285208207997911,0.9997214860965116,0.9999081580340784,0.9998485538838888,0.9999697729764824,0.999980405319569,0.9999693618348247,0.24627199567188768,0.9999767326698576,0.31162488641136316,0.1923258564118457,0.2456998789927255,0.9999677047835278
28,0.9589608025061049,0.7272438802923105,0.38188692359819115,0.9627254889202274,0.999104570175872,0.9725533774104477,0.9478424016207307,0.9887963057174088,0.999503748071155,0.9982673355119092,0.9986999455944549,0.9982636050860848,0.9997223842918174,0.983601825637007,0.6286545352854597,0.9999452972153192,0.9997476147473223,0.19193479134465072,0.9983660812966039,0.981576386738303,0.99614609359971,0.19236128140136763,0.99973105404324,0.9999183170602715,0.9999018535559702,0.9999587927774003,0.9999821904956139,0.9999687266874462,0.24606344293486893,0.9999628691358998,0.3114249531667538,0.1919134824757472,0.2457105912266286,0.999956018407369
29,0.9588300902183929,0.7268830166296497,0.3815354220982289,0.9626308258036229,0.9990974697935504,0.9727010193370376,0.9478133080255627,0.9888181657646318,0.9995167727559545,0.9982275227350144,0.998653659707647,0.9983090515354233,0.9996939657908809,0.9836906102062417,0.6270544075034193,0.9999334569729222,0.9997672138940875,0.1913319409209997,0.9984325804347429,0.9816477770335269,0.9961001233182517,0.19297067753095104,0.9997181787251058,0.9999284848950832,0.9999057299557331,0.9999624357738783,0.9999865757309577,0.9999731852678465,0.24556249429911545,0.9999571962896302,0.3111921682910605,0.19125119861892645,0.2450430783945626,0.9999572551050876
30,0.95845279687336,0.7233913161714162,0.3813302843512075,0.9617617672341626,0.9990885142425789,0.9706751968764967,0.9469538207664823,0.98821207509405,0.999548790828458,0.9980273040368256,0.9984368840262835,0.9977607030999115,0.9996114855319084,0.9823457965445889,0.6302938556166546,0.9999272328185774,0.9997301136178606,0.19029390201314642,0.9979131880254668,0.980078959716193,0.9957329700484139,0.19052941946633078,0.9995829645457253,0.9998496360811733,0.9997682680394475,0.999996757959005,0.99995790756532,0.9999606049147494,0.24337389724402786,0.9999906946560556,0.30984754721743873,0.19052035636435802,0.24355115251317308,0.9999976840126543
31,0.17120420206979214,0.1743413400894333,0.11619187080437117,0.18956974900818097,0.1608995915651653,0.1990992163290536,0.16415216472886912,0.16959362934178565,0.1518214645393885,0.15855800045923957,0.15605220790631222,0.16439748455089126,0.15237883969120056,0.1769930434593419,0.09781211393238148,0.1492540871945856,0.15084098099320817,0.2841072120419426,0.1608229901818659,0.17597698511700044,0.18204448413290822,0.2843244296225934,0.15717644160232203,0.15200548066676925,0.15244593073933604,0.14870436862307407,0.15016812476767807,0.15014584688827273,0.4764956354890244,0.14921782556884,0.1662510948669373,0.2842467335651142,0.21196525021965848,0.1483171769740808
32,0.1529851079847295,0.08900003565099443,0.030974797568750788,0.13702344973983935,0.1536644695721282,0.16876157527096028,0.14519578527110252,0.15045868553534184,0.1511916327099089,0.14870613418812417,0.15217745143979136,0.15481505211384514,0.1508711254012803,0.15587829129594213,0.04800832543736985,0.14941787503369328,0.14994756735203668,0.021963447886547357,0.15694509663816725,0.1777287500352105,0.1501423692893544,0.12089794819165359,0.15037512938563008,0.14937288490949266,0.15231782852488843,0.14853151765848563,0.14973040600452867,0.1487571378029207,0.041503941547112656,0.14823363679281945,0.07608507611425001,0.051437816466733725,0.09383453974019415,0.14819490755243706
33,0.16389022708479828,0.1690785832981279,0.11049771870833205,0.17836253636369953,0.15647338813580983,0.1894289560601188,0.16820763338428318,0.1621357666065314,0.150501052317962,0.15293879533146573,0.15470102919809517,0.16009542583849792,0.15070660514076456,0.17756598274212346,0.04808583669438852,0.14933824327068407,0.15266422694797607,0.1210184957916138,0.15822335642470473,0.18088612904643095,0.17952852640189684,0.28398985139885774,0.15768878514249748,0.15037294117297054,0.15270575734356182,0.14870778246982808,0.15035121175933489,0.14982025890727035,0.21125041091921964,0.14925949922090812,0.16619378066042062,0.1209399450510352,0.21191017744505075,0.1482078464336362
