GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
11,0.7573114645196655,0.9860205432527073,0.9941914149178027,0.7748699948778562,0.9634297290824275,0.9932295128407356,0.9953726680905801,0.9918143231310308,0.9975847140218935,0.9984539284710292,0.9986075483894756,0.9984885309202071,0.9924888681465216,0.9990308922172444,0.6123090785045907,0.9986431488776832,0.9996303218940635,0.9985862850572965,0.9985144945325807,0.7727662900862164,0.9991682705451016,0.644609312997908,0.9988346784192909,0.20847632476974176,0.056755458013599894,0.9987890480820831,0.9987559304878346,0.9988074320443777,0.9987861945915074,0.9984428885333329,0.16585396449557274,0.15330427279817294,0.1659180943051686
12,0.7865663143817869,0.9841346920908808,0.9890339706797693,0.8112857968127254,0.9641954017379478,0.9928893084893017,0.9938979447509575,0.9968432131396556,0.9970510756503081,0.9927149559289052,0.9929596700146517,0.9925658900505424,0.9974592996137477,0.9941375520359054,0.5801755286470266,0.993008164284233,0.9946091124929353,0.9927304209445371,0.992578289235986,0.7559871575660932,0.9948803926004164,0.6493307765511995,0.9930918876599023,0.20423369037343667,0.06005532675907449,0.9933522800321849,0.9930977084054593,0.9934617640133111,0.9935070394723958,0.992469691365419,0.16638476385733855,0.16211000759452074,0.16542981471390106
13,0.7608764838337033,0.9845498331221387,0.9930200038309226,0.7753454533793626,0.9640485242856387,0.9939112503363944,0.9960174596260992,0.991111634771455,0.9977376285512064,0.9980387663245986,0.998303167937768,0.9981374247817109,0.9898694155728984,0.999553809454235,0.6087258926394163,0.9982648227896948,0.9993525170677561,0.9982412506433954,0.9981801234785113,0.7736341091296404,0.9986453069804121,0.6394671492353501,0.9984862987486585,0.20837924079728934,0.05505448937596766,0.9983730205546253,0.998395518138255,0.9983676663422342,0.9983417887604467,0.9980901302941475,0.16591503645680925,0.14661550689730168,0.1629650968750538
14,0.7399665525033533,0.9837954747887958,0.993974961612567,0.7553769142180932,0.9584810315612425,0.990987015669346,0.9932752180236643,0.9879724804802802,0.9952315602378238,0.9997741493177199,0.999846160513357,0.9998061550207962,0.9893876710329331,0.9974757752587562,0.6187214683224307,0.9998365086839583,0.9998434429068547,0.9998033945653281,0.9997959252323164,0.7901845955750078,0.9997479658631931,0.6345894581635522,0.9998749722459717,0.1962377154015321,0.05242079413617154,0.9998337937998832,0.999864851168625,0.9998490421319566,0.9998617783919008,0.9997829690511156,0.1541317878432367,0.14777279412710215,0.15294612669356383
15,0.7556042165788465,0.9878836078039607,0.9949471459368922,0.7770297828540044,0.9617521190485401,0.991230258095796,0.9932114650989938,0.9916882790481302,0.9955481940093973,0.9975315932264234,0.9975940055645015,0.9974388365059311,0.9962142061874149,0.9961131117874072,0.6038259088048907,0.9977024943216709,0.9982873826990168,0.9975173486803784,0.9974508630204746,0.7806025128206305,0.998504456274235,0.6432617367120574,0.9977311260779511,0.202943915738974,0.05840855900678003,0.9978509091124311,0.9976968150544455,0.9979156410023103,0.9979200618652112,0.9973884390380072,0.16210910801317893,0.16193376618563587,0.16339467410962977
16,0.2896806014755838,0.23655849335320647,0.21639745138539104,0.35480303276265435,0.26583033019918156,0.2170072132982499,0.2116332660432195,0.25160817963527005,0.23477894207949207,0.1906928680695457,0.19168619271540588,0.1908654536992193,0.24154925303846322,0.22877832922358557,0.06969896383794981,0.1931709150099194,0.20307575079407159,0.19166346055549485,0.19068871613264582,0.11601165573093306,0.1959102682442035,0.2610914730895212,0.19378185431304418,0.446807156465267,0.12235841677719884,0.1936794524960459,0.19314749768967338,0.19279520337442838,0.19319327810275044,0.19049446932345512,0.6666874240334507,0.12102678990314944,0.6662011735961924
17,0.5686989864951589,0.6884417594744116,0.6694510904259869,0.5899317691035799,0.7115392556875191,0.671224403718875,0.6665103568047656,0.6869377984161315,0.6766455105807566,0.6297306450969951,0.6326702251706978,0.6305700503244785,0.6824176452500279,0.6658024021966223,0.3514787040821464,0.6328751454348087,0.6427263983664762,0.6315489821869767,0.6307180707773442,0.47164964494176703,0.6372022501663681,0.5916658449982073,0.6329166779754176,0.13516625164949453,0.06085448040810727,0.633722210706746,0.632549645919046,0.6328452842922188,0.6330416057760099,0.6302677578698556,0.19808843116702243,0.09738307809782108,0.19801775508295388
18,0.09118212535284971,0.09781289891090296,0.09505889767384329,0.12955614821227013,0.100183026659558,0.09285018489403092,0.09440626644930994,0.10560915217552203,0.10390235082361707,0.08894890740781063,0.08809934671667595,0.0887787443202746,0.11004323528706551,0.10506095959928527,0.11160377285721856,0.08874480559640929,0.09475526041709598,0.08918118958889411,0.08890533199038107,0.043455076597266634,0.09146579179971737,0.11125194739748506,0.09069690557446186,0.10841158626823295,0.3013443009735669,0.09032069586380466,0.08988773425677016,0.08998181255718024,0.08989271932912571,0.08884203216960745,0.14205433881298762,0.050348401566866714,0.40041603622688554
19,0.07275939203215122,0.09123857605341042,0.09247906362299255,0.11363077744910086,0.08085110599037551,0.08431635576521514,0.08482837418885096,0.09258321745325677,0.09754406567254857,0.08904781100785968,0.0886511011179696,0.08895992376290116,0.09802933744927769,0.10070890142431732,0.047957448268644655,0.08825604479504377,0.09217913442328222,0.0886536919817313,0.08900343242324099,0.09853088388420717,0.09029678067538323,0.11136803668531452,0.08992748977467864,0.2907834108328704,0.0725494418736883,0.09024728567796358,0.09001411961414345,0.08953607062109473,0.08943263299452,0.08880787767864881,0.4005666086710768,0.017836576010524997,0.14207078634443357
20,0.733100856520831,0.9824115580076006,0.9934154769858043,0.7496781124819446,0.9565784461213545,0.990625052118857,0.9931552968030449,0.987333426084209,0.994949122995624,0.9997205650555517,0.9996997222566195,0.9997312642502206,0.9890379592066559,0.997529039400616,0.627145135227035,0.9996850935607251,0.9998602802903805,0.9997633218575237,0.999753729734118,0.7886087307186866,0.9997555614632843,0.6370147858912474,0.9998562994760555,0.197986766901131,0.05407890586418511,0.9998436210593943,0.9998332992698397,0.9998119033021585,0.9998222030291118,0.9997323263891608,0.1558346151336767,0.1486854431993141,0.1550056606147161
21,0.7307292736498251,0.9831792255960314,0.9938719549384323,0.745948585161208,0.9562605326423251,0.9897530710875267,0.9922373285560123,0.9863601096095375,0.9938909185675308,0.9999491664929951,0.9999601258345164,0.9999623684278813,0.988589780647589,0.9964384654895696,0.6235578570724366,0.9999579658772267,0.9996339557007319,0.999939717999415,0.9999525662782874,0.7947133501324716,0.9997452107769759,0.630720568265868,0.9999499965496994,0.19129859186042353,0.051417247588909795,0.9999282607486415,0.9999587994625411,0.9999559439271466,0.9999608044102307,0.9999530129155697,0.1492733009522369,0.1481182585457458,0.14892506623469912
22,0.0555064447089232,0.07037932661942281,0.07228284098783165,0.09000648651948445,0.06401237534360689,0.06894911973135198,0.07126242217188913,0.07330595614353351,0.07526296926649456,0.06820810139436385,0.0673754593055885,0.06798741208326523,0.08010450372933764,0.07941127238867339,0.082494204620924,0.06720684462987324,0.07185859244036386,0.06837395755462136,0.06811627003941333,0.02981092008724642,0.06989592312568675,0.08265148440664982,0.06925099678066508,0.18966360594599,0.49635504567854055,0.06921215598296271,0.06886577795668061,0.06877537547729483,0.06865289474348793,0.06800241284759999,0.25009398212812417,0.025686365929594984,0.2501696180569438
23,0.15253333947633174,0.27594414302158343,0.29369813471435574,0.1977138261040079,0.2502207038967868,0.28199388212624654,0.29071633182898726,0.2910994673341553,0.30717297114188263,0.30936672808588234,0.30497095333348523,0.30924966939650284,0.30010876528757907,0.3161197118261509,0.45234190046087547,0.30614017403548793,0.3150947051361279,0.30972031633984776,0.3098234410854688,0.2074342210929542,0.3115862211735186,0.24932806795764112,0.3117521916445602,0.1176694484498194,0.08611847750767543,0.3109402533348438,0.31042966016232687,0.3110907165306794,0.30976591451683416,0.3099248005600137,0.07614498305096405,0.16613481515145298,0.16644985618236488
24,0.7301176589002099,0.9832451308954056,0.9939947255752789,0.7445434121131257,0.956929890159475,0.9902725654928851,0.9927963900204416,0.9863426397814793,0.9938963094797698,0.9999080083503886,0.999949104130248,0.999932247008538,0.9882641464456065,0.996654098435007,0.6192648741882246,0.9999637099848169,0.9996678556134901,0.9999503470415532,0.9999351361894737,0.7915102432216231,0.9997071727986057,0.6323607571593225,0.9999271488144681,0.19309560596573974,0.051460172958502325,0.9999099116782656,0.999936671700083,0.9999184486465317,0.9999292679494179,0.9999256066370864,0.15084837445226004,0.14913684050111753,0.1502904657403746
25,0.07277141101754853,0.091245211123346,0.09248347172912721,0.11361556409726073,0.08086682030346345,0.08432190763316703,0.08483356546267268,0.09257954533027446,0.09754424664689296,0.0890474200997963,0.0886512743045128,0.08896001845418103,0.09802258422182458,0.10071260704723567,0.04795644825139285,0.0882562321159875,0.09217974604097583,0.08865388761376071,0.08900363875908013,0.09853095613460829,0.09029589001215646,0.11136796523018912,0.08992764929644011,0.29078333179069,0.07249590948156859,0.09024682581179966,0.09001398967232929,0.08953574002889192,0.08943215881426647,0.0888079571736327,0.40056677659473416,0.017819891380156758,0.14206761915071137
26,0.23762808981233519,0.3241282017294393,0.3313777604595645,0.2850820086504285,0.3362272995208253,0.32014051204923166,0.3150807300741313,0.354345705306354,0.343969757285315,0.3095876944908743,0.30811226409907644,0.3098568430197017,0.3408489239980082,0.34041684926072874,0.13788658404619436,0.31223167977565325,0.32067968308382644,0.31132851854450416,0.3102174687333523,0.20750107988571945,0.3147745459002005,0.4507777339625657,0.3138926277870538,0.24503733742065406,0.08616540477266474,0.3136185698504799,0.31261670598355296,0.3117749368379465,0.31267518101883435,0.3100234093667946,0.36252252803121754,0.362703471823477,0.362320211794699
27,0.7281753419286364,0.9828219861583348,0.9938015212309039,0.7431158473243297,0.9557707946052666,0.9896815307176114,0.992289502212378,0.9857172545134593,0.9935289594535311,0.9999718259246688,0.9999688712075515,0.9999840459314235,0.9881394638089791,0.9963769120410398,0.6258051613999271,0.9999623145192493,0.9996255653775037,0.999980454001208,0.9999879955683697,0.7949702776531719,0.9997322062140772,0.6309547382843655,0.9999629983921116,0.19141182600675108,0.05161690564086622,0.9999546322122278,0.9999747137081687,0.999967409660081,0.9999685617552404,0.999982840786825,0.14939115315372756,0.14860568485388265,0.14926189059421135
28,0.7267820606627451,0.9823679592986985,0.9935921770483911,0.741831441812391,0.9550143179656448,0.9893238929168229,0.991941766698167,0.985360270733858,0.9933387491282675,0.9999839831310555,0.9999543357709163,0.9999953238205713,0.987790304047531,0.9961991024378853,0.6285049353079956,0.999935500121173,0.9995577745936437,0.9999774076191257,0.999993898053738,0.7951574279872817,0.9997008202763653,0.6303991569149714,0.9999622749872723,0.19013953834763667,0.05139177955387467,0.9999440491372746,0.999974061101156,0.9999609544791616,0.9999609146015901,0.9999941225538873,0.14833386166988394,0.14808201701916687,0.14795294478435136
29,0.066335860466566,0.16114270064903483,0.17521809564034135,0.09859568313000547,0.12284087305712973,0.15828616281233282,0.16727304010175745,0.15614709984737923,0.17693927929065567,0.19042670447348703,0.18849229451625343,0.18978697535260713,0.17511129296513922,0.18904104363170462,0.25997073536658205,0.18714723120614846,0.19012262729899926,0.18942359400936762,0.19053827618040192,0.2204416358791542,0.19033145515992386,0.06959851784019737,0.1903845405224046,0.08912234973744089,0.03587512681194872,0.19152570427820326,0.19050245790584444,0.19062536453694046,0.18963661778122187,0.19035208924957436,0.05152915891648332,0.021923714601055064,0.051550490660558564
30,0.11489046464021777,0.2689064442759641,0.29581514508102985,0.1492095826473598,0.21119939622272957,0.2571081724690134,0.26581230875735307,0.25908411309605045,0.27029649045836324,0.3106615417569814,0.30739692622870146,0.30948504914742686,0.2779539948075759,0.2883790492101481,0.13648369715533068,0.3083965790963368,0.30195631478934865,0.3083708092376859,0.30998621985633557,0.369260567547324,0.30806870942407866,0.24917265278190753,0.30857359461358586,0.11769725503584788,0.008689482116452908,0.3113077136138198,0.31099162255247964,0.3090652376811482,0.30891867146833163,0.30923045454430464,0.0760914308934387,0.07600256164337302,0.03487322768725661
31,0.47165227202224336,0.7184589353654759,0.7621268750218573,0.512314678730451,0.6695509075901935,0.7491900388307181,0.754751023485317,0.7321911626326232,0.7761447555899991,0.7943541068190124,0.7888028635512572,0.7949243038172491,0.7492450579962121,0.7844814880086415,0.7820531831243648,0.7857096917024576,0.7919163061481592,0.7930925076658231,0.794969526526159,0.6125642461892001,0.7937811822958739,0.4719286624638415,0.796017363088893,0.11595895597777275,0.05561130086291491,0.793206142906795,0.7946695804656804,0.7941989981824366,0.7927138317739515,0.7950012240653019,0.08521797320887005,0.0851054051780632,0.08515424852130951
32,0.03846651456382559,0.08789243505074887,0.09527578531329528,0.05649900052496257,0.07656316733318604,0.08445560962903279,0.08308490335588388,0.08731929971173703,0.09001986004993719,0.08865643350467019,0.08775656251802876,0.08869843263159406,0.09808919379824844,0.09028475715413775,0.0479382481708743,0.08801768424753022,0.09005640903630965,0.0886845722008518,0.08897500507791324,0.09850601527061131,0.0904864367174189,0.11130262127418497,0.08955420942249137,0.10833784509762867,0.07248388174891428,0.08992023780279738,0.08951741444544546,0.08928597101654565,0.08939212452768788,0.08876614031146286,0.14201628866445784,0.05024864247905777,0.05035649549205267
