GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.24214131256262855,0.5664778946893563,0.577444163887308,0.5605897371020235,0.5772117373882031,0.5114455479725012,0.5511944171747523,0.45500979256956886,0.5571417083935076,0.5236618329495134,0.5118584207636084,0.5274496169076569,0.4526769798448701,0.468119354979649,0.47669701109928053,0.478893743135323,0.47045126431204193,0.47440722304019156,0.4737674182166023,0.47784468120831586
2,0.08123659350780696,0.7372232082508401,0.5749405346131343,0.5105196158171916,0.471752636361922,0.5020489599818038,0.5643867945667463,0.5108676070767465,0.4918059849093925,0.5181718494682753,0.5201857858309326,0.505125298854007,0.45415377395001655,0.494928536159748,0.4570530429043721,0.47000125119184155,0.4738525921612097,0.46605587489261446,0.47014626548419053,0.4713206101280083
3,0.3195716030926875,0.8329042631764152,0.9663533308933937,0.9879367041036499,0.9787276401927145,0.9834862992484268,0.9902991272601424,0.9797004739802869,0.9886946301341338,0.9830367516847763,0.9820685615636068,0.9805285277929655,0.9783812867670052,0.9812487498707387,0.9811643742662851,0.9814232605160705,0.9813793863025438,0.9808449737650495,0.9811669668893083,0.980912599644442
4,0.3271971998842661,0.8148041172351566,0.963910663117994,0.9941925242475543,0.9866866429077165,0.990220772938993,0.9928333649595759,0.9881886044958507,0.9944045490872901,0.9901342571503199,0.9882786642368805,0.9877617944225152,0.9876312541593201,0.9893774388617035,0.9897469923595201,0.9896483426249024,0.9895968949338619,0.9892763488036173,0.9893626224585784,0.9889084247658008
5,0.23076844514862235,0.8223390985599965,0.9554175698067662,0.9678910848165987,0.9613684658941656,0.9743788694039677,0.986096869323653,0.9698779107166084,0.9674070529089006,0.9720367491617534,0.9816764979002133,0.9737052019367718,0.9622184841467579,0.9681027162389123,0.9647920088872576,0.9627669922262679,0.9641052290149308,0.963179364751645,0.9637222636861162,0.9628217951743843
6,0.15886300064511363,0.6335908221014208,0.8047459076123569,0.8499230972491406,0.8674768927602229,0.8516336921523072,0.8501519965873314,0.8091028845897295,0.8408437203284072,0.8632942276526397,0.843697068226654,0.8746974297752852,0.8249873257251903,0.7964662100941029,0.8025755097152323,0.7840870690993882,0.7872563698373103,0.7863051358854325,0.7842926768949884,0.7778451615427353
7,0.260090937813658,0.5283843371628095,0.75981905869887,0.8354859626260276,0.8670606528462093,0.8299198974575304,0.8236179183788661,0.7798757948091719,0.8295336612615045,0.8368425331137266,0.8180666484741964,0.8547009482798577,0.8011175974869986,0.772061081185415,0.7845078746254561,0.7662467463755963,0.766552283698023,0.7678137899353887,0.7649835176698422,0.7595934780489857
8,0.28033122949486644,0.7697480109528583,0.972293479717574,0.9876395594725781,0.9865615692749639,0.9908623267266772,0.9909243689676551,0.9968685870965068,0.988616171355577,0.9932719077335224,0.9953024447505125,0.9891251023677571,0.9937037412164067,0.9985131831108531,0.9980680437965348,0.99841857423589,0.9985128958834746,0.9984672298664405,0.9986389351867188,0.9986674217712195
9,0.26945689736226286,0.7258651365739147,0.9548459810434002,0.9930597972127423,0.9926841808780158,0.9963478294992337,0.9936442095568376,0.9918749569612894,0.994660947797017,0.9958817372076558,0.9959221255223345,0.9985871634877662,0.990054293999499,0.9914687882406366,0.9915795595775957,0.9894289415836778,0.9893210408741442,0.9899119495327644,0.9891183372261401,0.9880659867306877
10,0.24640162502928967,0.8093615597267139,0.9561453889815617,0.9814611116988875,0.9775847741531942,0.9890332042759719,0.9898572703906985,0.9892537221823495,0.9851997919247414,0.9860207490651585,0.9880376400059296,0.9846570163772167,0.9972413363946363,0.9888174821281889,0.992322185573291,0.9881539930274595,0.99084782801508,0.9890323936570298,0.9900686834328073,0.9876622209654448
