GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
11,0.7711126142783111,0.7632766842572776,0.6184005231297461,0.7701050810389416,0.9987507904704498,0.9963908459520673,0.9926168452295572,0.9978175838080514,0.9945913142264635,0.9767845270952006,0.9958680469498755,0.994794365570868,0.9973724764666908,0.9996518249607528,0.9981705151065096,0.9988459013634519,0.9983780338896513,0.7943186283265002,0.773467005414063,0.9991856285316111,0.9990507037808285,0.9988263127469139,0.9989005885148179,0.9974112531220807,0.9987847214360054,0.9982778299321721,0.998466685785265,0.9990234041366919,0.9987569800853188,0.9984165467515576,0.1516456495751699,0.9984562330995465,0.051717584450195864,0.7887355871128808,0.7604445433774735
12,0.7763259943362812,0.7683781805782872,0.5843044527497262,0.7762033415508545,0.9979264811976382,0.9936523755604526,0.9893809397023107,0.9957083670963468,0.9983276094792126,0.9750069435043557,0.9937700432926422,0.9923011362295729,0.9998781474241718,0.9977603510172829,0.9971617902937321,0.9982761054400673,0.9994998577851499,0.8046212240697778,0.7889248444649343,0.9981846396107522,0.9979514514380144,0.9983742851848595,0.9983914730298181,0.9989026841398514,0.9987479014334898,0.9995652338387341,0.9978533258443504,0.9990328244487514,0.998054374329458,0.9978196154778534,0.15388700178092918,0.9978136975710971,0.05351159448825718,0.7748579230780344,0.7770456583172016
13,0.7604358192279184,0.7491254676875859,0.6030826414739878,0.7570519756786847,0.9994780821058049,0.9939440807208166,0.9892210370066081,0.9962495233211184,0.9937550506645154,0.9735333937914245,0.9958325005653386,0.9936704709643092,0.9976042946570546,0.9985377603165966,0.9987305812798194,0.9997577598144649,0.9989431166109065,0.7956186074437178,0.7609032598889933,0.9999370774426177,0.9998524304311908,0.9996396643347598,0.9987173526025556,0.9974501803506625,0.9992078050891643,0.9986773372884139,0.9996371590464745,0.999710052674053,0.9996267993528483,0.9996038425508471,0.14985245823039325,0.9996316065509357,0.05140718196007536,0.7868337596373052,0.7855212478371667
14,0.8351776332784776,0.8463468696045321,0.6449440871344052,0.8475585236184457,0.9847627261390967,0.992900825050935,0.9926757914179215,0.9928140579070333,0.9955181861972756,0.9862680553050538,0.982016708610778,0.9856544215339829,0.9909922581741112,0.9905426274424475,0.9848988753286986,0.9847779995071404,0.9876725875132017,0.8029925407920816,0.8657945987344451,0.984161547274771,0.9832016355303028,0.9860958490933036,0.9888976832580182,0.9902488344190489,0.986662606670348,0.9892503320242872,0.9825547517435248,0.9860693173936818,0.9833965422528489,0.9824239338393438,0.14333359577300508,0.9824342944020602,0.050777478417147505,0.7335702173493339,0.7254943521009075
15,0.35571892399415994,0.32040155944006565,0.2653184420532088,0.3520047785950988,0.6217638416152242,0.5934585064260575,0.5718424334747699,0.585259809157908,0.5865938552492703,0.46854520814131145,0.6413878723481506,0.6144046184056248,0.612703780959701,0.6134741958259399,0.626589136594007,0.6207946840278838,0.620500533972272,0.4709764565016555,0.3444962200258704,0.6278730772035118,0.6308264145004261,0.608718008063707,0.618593868093092,0.600340287125165,0.6239419954978961,0.6072654641880987,0.6285305803298462,0.6224024188410255,0.633876963433765,0.6304698445443346,0.09739587291733995,0.6299548199659069,0.06080665703928054,0.7819080458738319,0.47216034083401887
16,0.7577535208219097,0.7450678497015837,0.5968954342543494,0.7535677780999291,0.9994753691386371,0.992311216029008,0.9871240382806217,0.9948879486605623,0.993090011042646,0.9714185877054778,0.9955769388388167,0.9932035770279541,0.9973974862165299,0.9977174945522138,0.9987562869252926,0.9999145159446576,0.998871365467315,0.795874270399333,0.758094849028079,0.9999530423051463,0.999927153980489,0.9997398152880352,0.9983273449912595,0.9971547049238045,0.9992593665999926,0.9986002212172449,0.9999378248645949,0.9996989313465057,0.999813582192287,0.9999225167107386,0.14827766932151637,0.9999361278743557,0.05112202750642111,0.7907753897427839,0.7885512715213295
17,0.7658562273441387,0.7534217905614481,0.604216028480279,0.7626411976369654,0.9995035217783517,0.992632088907703,0.9875434403754496,0.9952890800546003,0.9935163191207735,0.9736744806700081,0.9957275004816744,0.9938861848939649,0.9974595153821775,0.9977546503676533,0.9989360473303817,0.9999576347846161,0.9985757251477432,0.7969215916490827,0.7667294488087819,0.9997332571889457,0.9995713666881063,0.9999523832013678,0.9985074997469802,0.997350338967706,0.9993428656651405,0.9986235730079708,0.9997341330369833,0.9995293227661664,0.9996421114488637,0.9997322856324835,0.14691135238638828,0.9997233178326564,0.050800627909742956,0.7908697545717773,0.7861487517850739
18,0.2274431556924833,0.18126566415348433,0.1239785950585239,0.2534451477629421,0.19626925372642468,0.20161881861183326,0.1877982129392186,0.19487950011903662,0.21046262326636517,0.19703267198308844,0.2096649936450558,0.2011286584255773,0.20594224348380596,0.1932890263005018,0.20335179373679566,0.19187034975320724,0.19583849253620558,0.22203499515221525,0.2325947611317247,0.19211673392630504,0.19025301631984065,0.19225962392576312,0.20641443500790613,0.2017823631735078,0.19902259137880376,0.19549016630198063,0.19124972431526915,0.19445587378418192,0.19419106437464373,0.19088875552956214,0.12108632078554753,0.19064369119367228,0.1224807262355569,0.1160386512554743,0.22034778265866933
19,0.7698435036853385,0.7621914274064671,0.5839661646831831,0.7693369471722127,0.9981262655330149,0.9935338025008545,0.9894346466023739,0.9959703426557648,0.9978880617296695,0.9757346150726112,0.9936504363634975,0.992338623340924,0.9995910870417137,0.997733520002065,0.9971863227872394,0.998512536345338,0.999379642788136,0.8033301406767146,0.7817498574755903,0.9983334636977879,0.9980466534827283,0.99867684265177,0.9982954540107273,0.9987867286312265,0.9987377341324669,0.999539073424796,0.9979792105620353,0.9990916755504069,0.9980858440097957,0.9979620783633614,0.15091313846626692,0.9979534745027996,0.05203228524080158,0.7766747418144064,0.7759183187412118
20,0.8433146643138131,0.8302465063949755,0.5846160152644772,0.8317529569441348,0.9831219194997002,0.9833009359373794,0.9840483018484572,0.9853599887279861,0.9942918405378599,0.9828695309545074,0.9706850630722181,0.9726714619687001,0.9900394932441811,0.9854108046459572,0.9782105843427377,0.9818248653509524,0.9869764078758294,0.7975008582348726,0.8588015304147332,0.9813959345420635,0.9807921223203875,0.983004263647511,0.9848662367415544,0.9924850634516459,0.9842881351430045,0.9894619361313671,0.9803222874025624,0.9845010425742637,0.9806876944228325,0.9801992021143116,0.14825732959140708,0.9802191869719717,0.05589121906023044,0.7400066982226664,0.7326775251070174
21,0.8039725226353905,0.7931577332214588,0.6337020051583407,0.81104060115939,0.9967742058805875,0.9960593048440184,0.9901666699188384,0.9963063377145486,0.9943961672301278,0.9790788042387604,0.9964071306347717,0.9960828062250036,0.9962503316727963,0.9978930774457058,0.9980067564813289,0.9965830039636603,0.9956935737172197,0.8119445708868744,0.8118928205610676,0.9965455959998833,0.9960053085853333,0.9967510914179992,0.9994382395925341,0.9963422895405533,0.998235603463007,0.9962949432839613,0.9958012011667771,0.996739874107106,0.9968888547547932,0.9957623758726619,0.16552911902846973,0.9957161362112196,0.060951473032729,0.7850012318007324,0.7675723128665723
22,0.15758259879937242,0.14352522392308928,0.09300915685174185,0.20643040395980225,0.2019888520005473,0.21429898316217785,0.21081392744475255,0.2111722315857861,0.22278746578362163,0.24832725480592174,0.20245893847142002,0.2031968578542441,0.20968901020977718,0.2044162036274025,0.1991349721236235,0.1940446073250942,0.20054124054740521,0.2213547942257355,0.20564921188636884,0.19462154287447825,0.19195794229262683,0.19665483053961869,0.2133656872722387,0.21246315448222897,0.2085287312034179,0.20349259802335098,0.1904959525189643,0.19791951588074147,0.19706018409143958,0.19045471176898313,0.2837489223453614,0.1902834803481899,0.12242026674896232,0.11610552882570983,0.11581165256901635
23,0.7646754308662491,0.7514409803735118,0.5927150698634471,0.7631114433929478,0.9993182942528966,0.9927998053329665,0.9870940481527055,0.9950311063999611,0.9943671922728816,0.972510558858276,0.9959484379829621,0.9936753249712396,0.9980982891780906,0.9978782342366478,0.9990197687780861,0.9996760124658362,0.998947008935272,0.7995536542551519,0.768541225449361,0.9996972843389573,0.999572001569391,0.9995110519061794,0.9992196763092798,0.9979201769745377,0.9998976001595726,0.9989445658033562,0.9995845592955417,0.9997424698434905,0.9998481698237638,0.9995895101226648,0.15403534280728093,0.9995779542335815,0.054957742403641686,0.7980644465242994,0.7860555381454167
24,0.7595213265962155,0.7472062545256488,0.5915499263021924,0.7561727178609087,0.9994660015026223,0.9921749328904041,0.9869279065068373,0.9947560135877438,0.9940756469797194,0.971289386662096,0.9955776573885173,0.9932830431177717,0.9980524165183676,0.9976441096972416,0.9987642346645994,0.9999152001995281,0.99914953299983,0.7982974988328546,0.7623281299848136,0.9998446875050893,0.9997644909605923,0.9997534605995514,0.998456221624659,0.99754388133104,0.9994331752931619,0.9989200918585155,0.9998572580333199,0.9997699984577558,0.9997865884558351,0.9998638453000067,0.14876401496632055,0.999856845972201,0.051467222290984826,0.7944465581686679,0.7851658358191805
25,0.7621138469906471,0.7481292161003888,0.5886832150570863,0.7572647605719013,0.999396680430905,0.9919176857224871,0.9866938330222454,0.9946220581312981,0.9944085478812584,0.9720153083416667,0.9947864771784023,0.9924343007271985,0.9982473318270769,0.9975361686593507,0.9983923948659758,0.9997773831950915,0.9993419142252511,0.7983230436012411,0.7642000891160707,0.9997804027235803,0.9997434256353395,0.9996295087923512,0.9985360055688256,0.9981398151610258,0.999474124011689,0.9992588564035572,0.9998007193239068,0.999905799045396,0.9997066466321824,0.9997824865513596,0.15030011040662747,0.9997874369222859,0.05251854350618347,0.7869134099517098,0.7918295506846946
26,0.7543986036059042,0.7407287630635304,0.5902711561355006,0.7499409189182307,0.9992458009301955,0.9909717743459877,0.9853089953422848,0.9937520891266692,0.9924697240837039,0.9691864859888744,0.9953899517855327,0.9927011825326718,0.9971543552590039,0.9969726261205869,0.9986463367950115,0.9998381337635357,0.9987002770287571,0.7943107884658704,0.7549231301342905,0.9998310536419135,0.9998472688823068,0.9995704814227833,0.997972572870879,0.9967659653940242,0.9991470145217399,0.9983621220310112,0.9999975963789873,0.9995881849448665,0.9998386783532878,0.9999973695896213,0.1486339420452767,0.9999981960854482,0.0515488243039564,0.7933174796171804,0.7942679248700955
27,0.7565753184799053,0.743403104582475,0.5896941690979524,0.7525592704070921,0.9992556189474383,0.9914164564821958,0.9858343303189361,0.994114508992005,0.9931871148212282,0.9699273890598485,0.9953721696274238,0.992849245458724,0.9975734217895705,0.997225401361698,0.9986884457960619,0.9998539938829983,0.9989787568723647,0.7941783603952292,0.7583514861378928,0.9998580321525153,0.9998633083327302,0.9996262630610325,0.9982391954647853,0.997150901247169,0.9993002693598342,0.9986823117818976,0.9999757451447291,0.9997359783008617,0.9998423004764129,0.9999660147817787,0.14954352570947202,0.9999672225448722,0.051839360428834656,0.7893498176406403,0.7932273911169337
28,0.7581527322723798,0.7450527501100619,0.5935930456165367,0.7540047844277545,0.9993428092598835,0.9917179081751861,0.9862267971277681,0.9943882123648957,0.9930983177186773,0.9704621519166986,0.9954694616926895,0.9929662864044259,0.9974893700914521,0.9973616456820453,0.998747605720933,0.9998831137669764,0.9989006518243866,0.7958038536767047,0.7591326496641555,0.9998910439849262,0.9998749392795323,0.9996757455648411,0.9982592428753064,0.9971201281437883,0.9992561856514457,0.9986057110146188,0.9999783748922743,0.9997111378169171,0.999847169001262,0.9999639353049151,0.14893426778855917,0.9999693868605839,0.05168343291752485,0.7879908158634643,0.7946497917100398
29,0.34672433705778427,0.3044375752314911,0.2286316903406892,0.41489465660566766,0.255928458762542,0.2846735618986587,0.28219974971370243,0.26865995230976814,0.28181271017043197,0.29381345390551944,0.268620968690468,0.27147681080450353,0.26766880891536754,0.26600131547015127,0.26032739362059937,0.24754369512772795,0.2582086412390825,0.1566185089539715,0.3567359733091804,0.24726477669548153,0.24527745013977748,0.2501238387335243,0.2717859335153452,0.2636844783045044,0.26056711269872324,0.2571067168891089,0.24448403265776109,0.24938658015113518,0.2506570049969069,0.24409479463707365,0.21139949503493802,0.24366297157591574,0.10082357300771107,0.15619873905244736,0.15597502244620282
30,0.7543890166703026,0.7410566319766712,0.591490874339012,0.7505153859530485,0.999276184364526,0.9913361055022558,0.9856363052935578,0.9939863162404023,0.9925075532844857,0.9694406433597303,0.9956349795530952,0.992974223681822,0.997156974443369,0.9971553621810312,0.9987846483730463,0.9998452394799962,0.9987015363387137,0.7950061551000275,0.7552130444818096,0.9998738186750277,0.9998841090978671,0.9995761184398008,0.9981490780215458,0.9967589115358778,0.9992396594957357,0.9983518515388056,0.9999905018346061,0.9996068540809592,0.99988644877721,0.9999880720735701,0.14923614667163476,0.9999914655667471,0.05185977923773209,0.7939028275987271,0.7930516574183468
31,0.23706211537737543,0.20337241401651018,0.13287409466572336,0.26977361987322873,0.31745158095021386,0.3100146928643329,0.29601650970796406,0.3156959176489008,0.32652126604247583,0.3308672592145552,0.3166279923302856,0.29584391499859886,0.3245352514641731,0.3035695028715084,0.31847694202694027,0.31258812466026464,0.3149663643935675,0.36991130150567564,0.2533451031919855,0.3118473562176072,0.30944228466854945,0.3142284739397792,0.32342477338784886,0.3242627975642596,0.3196666859963451,0.31811114073060415,0.31022476530321397,0.315100318433274,0.3142173993243697,0.3099569553512317,0.1661841180473963,0.310020693140465,0.08618694321387164,0.20777252315751618,0.3689589628686584
32,0.12269962130266068,0.10536891355002109,0.07322757832508278,0.1630437733988181,0.19902386070147923,0.20298575393043045,0.19396989155340674,0.19507546810359092,0.2049081472957101,0.1799841621136678,0.21483945562680096,0.20067832274351452,0.20314663915587364,0.19758412446909088,0.20058960397619943,0.19165721603463887,0.1963110550662976,0.22087884163864274,0.14382297530530605,0.1935230247397913,0.19230451782485497,0.190108562158156,0.20583917906520077,0.19772203238540562,0.20277230373610272,0.19382994070494558,0.19024455917374866,0.1936299690623741,0.19668942894583785,0.19064022382569737,0.2832814210745556,0.1904511081989006,0.12222544546279292,0.22065302077010043,0.11586822489016536
33,0.1802029981215203,0.16619219420713674,0.11000429263352879,0.24771350332130943,0.25499979824796876,0.2624609915613961,0.2543365347776133,0.257613395986417,0.26854346796966677,0.2726453253522148,0.2706758100613029,0.25882144803553353,0.2610750509010671,0.2533153735840211,0.2579831857746006,0.24797204380650825,0.249251651922593,0.28682467997281735,0.22756369228708342,0.2472322025376034,0.24447446857899324,0.2485692346917082,0.26600311529031206,0.2601575034948266,0.2624765702353437,0.2528638417779627,0.24297471750191132,0.24903571672263958,0.25056328715786785,0.24354650266475744,0.21144953354678045,0.2432958589757857,0.10093680457397942,0.286117737600848,0.15577197097964046
34,0.7539519361197918,0.7403992569287948,0.5906588508042994,0.7494845529705726,0.9992539081977585,0.9910183094996718,0.9853757004932507,0.9937947615799978,0.9924186221459609,0.9692059755623222,0.9954117623042363,0.9927149736905888,0.9971177478229898,0.9969881834333065,0.9986492207657038,0.9998403464226274,0.9986859274205262,0.794462417016602,0.7543894663117461,0.9998399127730639,0.9998557245461529,0.9995725109266163,0.9979525240050661,0.9967235946870401,0.9991221728916185,0.9983330224903718,0.9999971893225981,0.9995785215969963,0.999830716623293,0.999996906374456,0.1482535893241444,0.9999994895300746,0.05141739621506131,0.793572001805195,0.7943676528236135
