GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1,0.8376657180542699,0.7616524222926968,0.9673970294744566,0.7827675437132413,0.821492493979797,0.8065039299486354,0.7838332706439521,0.8092343104450026,0.765746991777948,0.7715556163975447,0.7589996421085093,0.858973460715935,0.7796584971833611,0.3294627720590553,0.8446637570725917,0.5589192495573533,0.7641770617818517,0.3885267044969904,0.8176877514867498,0.2473828505597504,0.7921844918581301,0.3154766511518087,0.7751582163428715,0.7692528392379115,0.3633170586943539,0.41589775222432224
2,0.9820497948122707,0.9706423060617814,0.8829033772561604,0.9736805116963594,0.9684977455563832,0.9822151954913536,0.9765630006387624,0.9806879450145959,0.9682367299323364,0.9715477197732203,0.9670187157709278,0.9843654453981675,0.9772559336087545,0.478289696051233,0.9794975568766668,0.6785262504035573,0.9668576729179807,0.4515875727638459,0.9745738195615664,0.32229195277556505,0.9738184631333666,0.3494829401517285,0.9700783975325507,0.9675745695259808,0.24487755277338624,0.47685868492961997
3,0.998417200594719,0.9903503708923779,0.8336398278198515,0.9902033501067158,0.9776186073077355,0.9912270849769328,0.9886577160124771,0.9896201866239205,0.9851076121262943,0.9868797436201718,0.9842318873149487,0.9832589045180041,0.9833143638422462,0.5409100941425852,0.986417601282321,0.7123037393366854,0.984688073089039,0.4462415746833382,0.9896490258289297,0.3339536956324431,0.987861116658815,0.36694700669493463,0.9865966707313343,0.9850621668005025,0.2296278168512882,0.4680643068067175
4,0.9938150843532506,0.9963288997768627,0.7605668367759336,0.996144161356093,0.977064249959224,0.9915765887268515,0.9911398051352995,0.9899039133170733,0.9934292956429365,0.9933893312988686,0.9922362683065852,0.9765007372349441,0.9874161716295593,0.5971446435073507,0.9838016233484415,0.7746139317922143,0.9931389945318203,0.39201989747726707,0.9904778876483987,0.30490977183628365,0.9911489226407139,0.3535530633346065,0.9928881387555877,0.992887716257762,0.18874194430991756,0.3939054368385163
5,0.483635549550049,0.4531766914186352,0.7014284962693098,0.47839185309367227,0.5727028896016363,0.5254434778778272,0.5083827691921027,0.5234532649704333,0.4847130509243456,0.4880469468130133,0.4796018516157716,0.5948852888881447,0.5269810186080969,0.2008206361964981,0.5752643972462724,0.3741269402610777,0.4756737761485715,0.17376834990189358,0.4997001858601948,0.10558296663761511,0.5031155560260004,0.15930321939769215,0.4886447231761664,0.48252880105971485,0.24537450913839673,0.2592569540356851
6,0.9911110256368046,0.9965733239577526,0.7693397270556749,0.997528439381562,0.9853192350165617,0.9963897178286659,0.9960206814224397,0.9968911857094895,0.9966902742350557,0.997479143578014,0.9965558478395935,0.9879184240750042,0.9963321996246345,0.6141902544660335,0.9903040844246875,0.7622871336874834,0.9969831791848772,0.3920512914389905,0.9920763132201545,0.3045736722636824,0.9956154005262101,0.36723712460589486,0.9967405846054841,0.9967796903626721,0.19054566860218794,0.40124604829640154
7,0.8096794507593097,0.7358999871470238,0.9293961260102037,0.7587311825910206,0.8305508326791605,0.7861192041190255,0.7622907029817965,0.7968839054197732,0.7446374738946961,0.7507139381856992,0.7443261322638054,0.8585527840824609,0.771870874221298,0.3379805427621955,0.833098908923308,0.5110586255562078,0.7428831095895907,0.365891607004899,0.8159838839062498,0.2435355709340993,0.7854336127857542,0.25140031282930403,0.7550669880427308,0.7475904629000139,0.3304478072678047,0.40605337269909086
8,0.9903360395906526,0.9890254873670868,0.8230612934491046,0.9917872800463936,0.9841727191037066,0.995839205670195,0.9946040698748787,0.9932455701083776,0.9899866596326761,0.9912589395539935,0.9877339082598845,0.9905185721499049,0.9906944760976869,0.5437082219747517,0.9944241843047776,0.746757647073479,0.9884613044926742,0.4447902777720876,0.9864685549835015,0.3281031742566729,0.9893995844914093,0.37367114066187834,0.9909521553901132,0.9895988497870413,0.2371785975997784,0.46447823805801236
9,0.9790476906105094,0.9704101332524925,0.8555548107414269,0.9754289763622911,0.9744615638066471,0.9862295616883594,0.9839779840300951,0.9821670842982392,0.9739710237990604,0.9762609874062109,0.9703719685775133,0.9815956029278111,0.977900398456754,0.48285726676630925,0.9832432418002371,0.7067237566550171,0.9704207506763967,0.41464339063434047,0.9762862424560612,0.27889222414984877,0.977609919602782,0.3407704695239134,0.9744371876608817,0.971854026537073,0.21427205433392996,0.44410363983868667
10,0.9930413291851274,0.993313363164223,0.8089695355832613,0.9962136383160117,0.9896136651545491,0.999139905267065,0.9978507580756848,0.9963085587886247,0.9956248351881559,0.9963897937785124,0.9939530388238847,0.9916985694814082,0.994652666364876,0.5576822769730064,0.9964199796349962,0.7650076906803479,0.9943752371931405,0.4232932611091409,0.9911880514887123,0.3147755537860329,0.9946130816108202,0.3860348371832103,0.9962046729941558,0.9951839316699513,0.2247086312475877,0.4332896343977046
11,0.9925757246990727,0.9943903077511125,0.7828102271650459,0.9961252509745478,0.9852812543240101,0.9972094669271154,0.9960339055690066,0.9957011059314254,0.9948836626518517,0.9955550682302757,0.9935136392672668,0.9866318144440483,0.9922094286658523,0.568424747053177,0.9906809943349061,0.723275864337499,0.9935821288241461,0.3970203084387403,0.9909904111268145,0.3029291909409927,0.9934953484666679,0.34088680768307983,0.9945892844321815,0.9938460987078084,0.1961103587664475,0.40858344494639354
12,0.9947997229767953,0.9956584632543068,0.7944070832970875,0.9978711029185211,0.9900364435623259,0.9993658077963458,0.998734536492085,0.9981121401029971,0.9973938281736945,0.9981609806858359,0.9966622251891877,0.9902997935164446,0.9956258045639904,0.5763969748200097,0.9942814372357454,0.7627630353870137,0.9968317762324621,0.4071998973666827,0.993733944825401,0.308150491488742,0.9968311014773134,0.3779464609370135,0.9977959255247817,0.9971729054854422,0.2019150744023484,0.41980043330627165
13,0.9906484951888382,0.9955193611157316,0.770692121668536,0.9983051939045383,0.9894898008813473,0.9989493522211927,0.998715746636202,0.9969893257316926,0.998925026240856,0.9991715871110024,0.9973807060045794,0.9885414887903813,0.9966799869813732,0.5976260726084283,0.9946352417062561,0.789025494033735,0.9977468122568997,0.3975021808251823,0.9932284720033241,0.3036044756501757,0.9973320835229158,0.38821875492908453,0.9985834851152559,0.9980726414889027,0.2007347901774434,0.3981460703362116
14,0.17049186955157206,0.15324351582904744,0.17828945572561225,0.1570312114633935,0.1819884471656896,0.1610097847237532,0.15664166279294237,0.16241579493199043,0.15075799365600523,0.15261665748537193,0.15207267524037796,0.19249877249011743,0.1655792913933777,0.04845618656194751,0.193285509292762,0.1700286224422963,0.14946814996027497,0.2879568316062971,0.17515904469748844,0.16680973884100336,0.16516919208422678,0.289794583446888,0.15649739097728593,0.1518605005017082,0.6670486232988863,0.2871600341731042
15,0.9872865706112404,0.988418677260944,0.7982179534898214,0.9920740785112897,0.9968740878436433,0.994959233468933,0.9938061806889208,0.9963676733873438,0.9923332928736784,0.993034443319111,0.9933549527949012,0.9964630604018837,0.9967624412127725,0.5554234672389522,0.9977346535348315,0.7637522960901575,0.9911909986965748,0.4318903856641148,0.9947925083630723,0.32710556436303045,0.9965376552402406,0.3898788119953726,0.9931275867666574,0.9919373171985222,0.23500061751250156,0.4424417702703985
16,0.9896856798925765,0.9867888447021559,0.833958599101163,0.989236566541547,0.9914331639185974,0.9908378044490168,0.9886590760679134,0.991472591003724,0.9872000486994325,0.9883382417645729,0.9876288834532324,0.9932721111007837,0.9899455523144386,0.5748787975669418,0.996883610448017,0.7808379623955618,0.9867546643694408,0.4691957579752634,0.993872433554549,0.35491352387336594,0.9929755232987465,0.436817579035632,0.9897628282569318,0.9877058076594695,0.2858890571867643,0.4892674420742264
17,0.990394736354123,0.9973754111378381,0.7537012985291007,0.9988446659569802,0.9882745246144793,0.9966916252818974,0.9972984699524445,0.996007976303177,0.9997165995304801,0.9996149313531753,0.9995160833966596,0.9848942544781979,0.9951582054958027,0.6241247176634894,0.990930623993388,0.7908846223627732,0.9999621660000688,0.39290025145909346,0.9920887058766883,0.30856243822719936,0.9966999849824624,0.3917191281964688,0.9997117538246264,0.9999377857117939,0.1919983025801722,0.39418061911807417
18,0.992342306475002,0.9943901029344717,0.7964670221279745,0.9971989776559806,0.9955161102280464,0.9988008730601551,0.9979061242443363,0.9992433555809972,0.9970660022042819,0.9978460447944376,0.9973911934366517,0.9952484000444372,0.9980023055951659,0.5780678687829076,0.9977715401268279,0.7674057967752885,0.9965284596509273,0.4252429653714263,0.9964746639956228,0.3209634493511309,0.9988696992987839,0.3901607200514333,0.9978889493247325,0.9970080537935782,0.22226505834626145,0.43130329221306324
19,0.8164410222117614,0.8122311037507196,0.647602036579017,0.8035671885655324,0.83034203686171,0.8096091440989766,0.8019882996495853,0.8084446812217936,0.800259723035953,0.8004199214440525,0.8020538774167045,0.8271156287901621,0.8223508159694206,0.4710715375871999,0.8360258733862843,0.6132549639545639,0.7955866537217859,0.2741440804001328,0.8167109527148673,0.20748251331543663,0.8129249041179158,0.27500856152892084,0.8034898483855266,0.797508203011955,0.2209102281781976,0.47534072608404976
20,0.9916158269112226,0.994384851148706,0.7821223176339763,0.9964950411262354,0.9940186021003378,0.9962990555702907,0.9953292520899992,0.9978425571707309,0.9960204545933883,0.9967742797114155,0.996855690151555,0.9925942687311774,0.9971820312736822,0.6101322634121649,0.9956325460645973,0.7808919495582435,0.9957592710431504,0.41953535424480254,0.9987614272259913,0.32394998214992426,0.9998080103499832,0.3998136288872675,0.9968088067720234,0.9958434218732966,0.21831275913096293,0.4252926274635233
21,0.9922250510551478,0.9947196559991583,0.7828284553317811,0.9969594361549197,0.9931492100543977,0.9955117851693064,0.9943560665010504,0.9972571083101123,0.9960918843204768,0.9965681393146976,0.9971089468293374,0.9911681812297212,0.996538397853064,0.6042067143706084,0.9944921432946464,0.7939791645972659,0.9960615817888663,0.4178970119354661,0.9989700494388045,0.32400195404419485,0.9993636547374356,0.4003302362342195,0.9968922021866652,0.99600438444803,0.21649591349743177,0.41876125791298036
22,0.43859628823764024,0.4189109526062074,0.32490635234813503,0.41065964032416846,0.43783577523009726,0.4176153696305057,0.41323730874748754,0.42066822761841205,0.39261571612593044,0.40024339710884244,0.4030027594241569,0.46047580792771226,0.4106661859718197,0.19000188370572427,0.4459857387119795,0.27470071799460494,0.3936853338545359,0.9999993073830409,0.4299998051693588,0.7362555417819484,0.41857453449171395,0.29569499993668763,0.4037717140125814,0.3978331298895731,0.39511902616204037,0.5433852857385335
23,0.9899431948414127,0.997389245461335,0.7492060081662735,0.9987260399798231,0.9877225618500834,0.9962772016705835,0.997007147060132,0.9956246914736839,0.9996366033431207,0.9995138212825919,0.9994952365947339,0.9841705959431484,0.9949566316084021,0.6300011790292158,0.990320813585408,0.7940038436423439,0.9999873433440477,0.39317532911822306,0.9918116389261101,0.30977141427868937,0.9965302550261439,0.39264578629615,0.9996222518959526,0.9999187526308077,0.1903707532743545,0.39306931320625654
24,0.49941508825030334,0.4871900151241639,0.32966282167961974,0.49016658508119526,0.5168720517823912,0.4978049491535504,0.5035626881746156,0.4897743151112135,0.4952133843631821,0.49678527344641055,0.5024433365054142,0.4975522564933023,0.5210843248447101,0.25872248029707307,0.5108168332612093,0.6090179882217894,0.4989828350373271,0.23304122672695096,0.49554436966171594,0.16610419303151133,0.5038960735060404,0.4200181136884223,0.5045278348322068,0.5001884857353126,0.1600899610705884,0.4192241109520437
25,0.9897486972581736,0.9973368948120895,0.747934173339917,0.9986997227921965,0.987807957980478,0.9962969745622209,0.9970978793219106,0.995621021150557,0.9996933526268981,0.9995468719824359,0.9994957174864888,0.9841313062354572,0.9949375220821989,0.6298286860689112,0.9904115998930827,0.7935512755092,0.9999779888625819,0.3933427338667041,0.9917638494127792,0.3095017572272265,0.9965395523509856,0.3924266734568464,0.9996385454379941,0.9999297963001021,0.19041300289322907,0.393273961224904
