GEP,1,2,3,4,5,6,7,8,9,10,11,12
1,0.2347863159175027,0.22994404043887195,0.11267458297612666,0.11509026215746404,0.10253743334577718,0.11656509679617025,0.10831514314175195,0.1173806751595749,0.1129336428374369,0.10651377531889905,0.1196857358185479,0.12472452431285182
2,0.2831028517043058,0.7896665060358734,0.9999632574143542,0.9903030024195681,0.995209510402347,0.9894686927692904,0.9930788411843908,0.9921597447699663,0.9940132299564259,0.9940182112398592,0.990615302924431,0.991474323631568
3,0.3236899569497392,0.7405397756565019,0.9900497263144009,0.9999887304831441,0.9951124486551144,0.994710357522492,0.9851081123618554,0.9979255431769519,0.9948808173445058,0.991501696915052,0.9902965559389585,0.9928288434916648
4,0.3383484288645781,0.670939811722989,0.9881297311713583,0.9942332061913566,0.9928872823065269,0.9995556992864961,0.9815744752510999,0.9947058460791143,0.9929913363968027,0.9898270117783402,0.9878710103085881,0.991883406597761
5,0.26829120163780784,0.7417011557808775,0.994907635184153,0.9948902162459098,0.9998314755214526,0.9944170082332829,0.9929844025074226,0.9958865309394681,0.9971781126498624,0.9973543925670408,0.9945777552337481,0.9956453197387735
6,0.23469681519027555,0.7888240764001138,0.9926441387946319,0.9851856759208527,0.9932989251880953,0.9836340098318063,0.9997768772987594,0.9861085618860493,0.9934755764513,0.9953366299625419,0.9930237307650399,0.9927218415805941
7,0.3132302363902163,0.7245543349333224,0.9918958248464854,0.9978844565157409,0.9962147269298922,0.9951108342893967,0.985720279818806,0.9999851940546763,0.9941587098736338,0.9916572270349366,0.9920970772618897,0.993908281934087
8,0.27235970464284637,0.7541752268788013,0.993643002186146,0.9948850556803546,0.9971601172102762,0.9948773365649782,0.9930550011630547,0.9943802891749323,0.9999695865559446,0.9968261385186374,0.993978249647702,0.9956818113054684
9,0.24972336603798115,0.757348743716429,0.993114755518742,0.9910008913756545,0.9968945279349517,0.9907325873304837,0.9948640356868713,0.9913226879606671,0.9968554725975097,0.9997077980392324,0.9944526574282604,0.9963835280000808
10,0.260402755936341,0.7654216864766927,0.9902284909624408,0.9901240354829461,0.994524380292529,0.9892246475909066,0.9927841556508467,0.9922269808011054,0.993608958175483,0.9944981101621232,0.9999941072890689,0.9987930177941258
11,0.2814059855991507,0.7514311858666844,0.9907749161925742,0.9924116519497056,0.9951209291242059,0.9921947912475414,0.9923958191920904,0.9934877984683149,0.9949276742223453,0.9968004449288419,0.9983599736824712,0.9998867953306738
