GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
11,0.3727791444356964,0.5986662789336806,0.9935297018905316,0.999032176628977,0.9697445725255507,0.9804680804269048,0.9920319725051315,0.9995500794204927,0.4958823184614046,0.9998917215943723,0.7913911021868738,0.9992523195700093,0.9995508819499179,0.9997460286871084,0.6226424429824676,0.9998701789758447,0.993892114776568,0.9965510212545775,0.6266362631604177,0.9992076518213714,0.6316140569349044,0.9997677534736282,0.9983690514041301,0.7882712924038234,0.9985726899024405,0.9998130253024062,0.9998048198256877,0.3930966365208491
12,0.383035629174276,0.6023747437569813,0.9938556552936573,0.9988314924214059,0.9713382392336857,0.9828585271556275,0.9928663689263417,0.9996210862592093,0.4980462707395826,0.999765567668531,0.7924732378391467,0.9992545711710764,0.9998664331837911,0.9997333123709811,0.6244723853591002,0.9999603435153852,0.994625662209223,0.9968902316254762,0.6274970757352328,0.9994072292847906,0.6334476582705699,0.999758782544574,0.9984083227389975,0.789359975867059,0.9987844909783543,0.9998610957329835,0.9997631752676651,0.39610068435887696
13,0.3733402395304759,0.5980950390586496,0.9930311690755202,0.9988534154086111,0.9694912769119067,0.9802881711999288,0.99160321754243,0.9995065988134005,0.4988025164675892,0.9999454602935886,0.791639755907295,0.9991107124777371,0.9995388534306492,0.9997796152119367,0.6269765510241344,0.9998840097680088,0.9937840521147434,0.9965421662020227,0.6297165829660031,0.9991917943199964,0.6312045849415563,0.9998167934766363,0.9982251912339417,0.7933841469584589,0.9984752094714149,0.9998200719385623,0.9998323068238139,0.3933824062967944
14,0.42916333483709557,0.6871994327506762,0.9892350696303626,0.9907443656931187,0.989165457993505,0.9906093763107603,0.9959693840086887,0.9911653675796045,0.5006364249608114,0.9891522640174011,0.7298586594872322,0.9912918297301924,0.9918020539795235,0.9906894036719394,0.5457387316889899,0.9904304207390852,0.9978693082769003,0.9949556969506189,0.5996098185661379,0.9927147648089589,0.6705131648274765,0.9903678895174427,0.9929300330589685,0.7421467559275897,0.9931204059104576,0.9905855691012326,0.9903490513641903,0.3997885826129352
15,0.39600182368995573,0.6355955968259855,0.9880476713069141,0.9917576635272515,0.9844534336950184,0.9874101118124944,0.9922722827159429,0.9930355012797963,0.5107876293135974,0.9927833774261967,0.7246776453180505,0.9932821623159158,0.9942027499426939,0.9940033325545486,0.5800380046216191,0.9933943487459309,0.9970024185402118,0.9980739164343839,0.6275097782008984,0.9949315518852769,0.6394929782525134,0.9934022343739103,0.9950115496887336,0.7962621965048932,0.9955966497243446,0.9939066067994411,0.9937681354801389,0.40995681238119547
16,0.25364964257253275,0.4759850372897505,0.7861788658036799,0.801644440846656,0.7804174516980545,0.7593935358876845,0.8022436235727675,0.7965866817845156,0.6111603213562025,0.7953994332545465,0.6154939098231131,0.7934498161705056,0.7967927927859346,0.798256150701032,0.46907674169679386,0.7941415828034248,0.7984087406414433,0.7947020643973117,0.7825646149239366,0.7999363325858402,0.7826432940570853,0.7968463696702632,0.8004151235945578,0.6125692502475704,0.7973235848262445,0.7972003134729722,0.7982025195200303,0.47494871289391694
17,0.38476193493631916,0.7255660806092205,0.9849409887759358,0.9846545581600729,0.9908967334908055,0.9882399111817993,0.9923955772364267,0.9850769002695516,0.5172022338329428,0.9808647973478865,0.7380873577953367,0.9841132151080452,0.9840143569024129,0.9830435857214005,0.5713160613539938,0.9824441127384286,0.9944007346002081,0.9882725407436217,0.6125267955194929,0.9870462586158846,0.6687383296935904,0.9833913082237992,0.9872162206663455,0.7613925181671686,0.9871334825189837,0.982990087308196,0.9829514235338702,0.40934949004943944
18,0.017561827247453327,0.02638814959919995,0.14899498279995174,0.17618080059387733,0.11099454713323724,0.11176563447273732,0.13300852910876024,0.17880798658212504,0.0810210745242127,0.19072431229614248,0.21641931817439627,0.17515132546621065,0.17533040786672405,0.18568754616850203,0.2589748832557929,0.18327759470738197,0.14807901210057894,0.1659790342280021,0.13441182891059023,0.17476862004450036,0.06922534815282487,0.18439128254571266,0.17541772848658926,0.2186456557967956,0.17395325343316234,0.1836314392112637,0.18626983182348342,0.047444242326476066
19,0.25774683624706274,0.16954070410918376,0.4865715190455586,0.490212861829179,0.43440994038097014,0.47038142480653267,0.46422288656044164,0.49636629632224943,0.3238992450702621,0.4989737104360076,0.35180236652895563,0.47013788975532117,0.49732040445025005,0.4999324410060102,0.4463142564533183,0.4983227902608553,0.46309887740308187,0.4757350033087376,0.44584977458138103,0.48668729107655695,0.25916355014667003,0.4921983739370553,0.4946146302864932,0.6080011230765245,0.493951208346952,0.4960754610929819,0.4966880966474462,0.41880623271722905
20,0.3753498740351106,0.6389539884181324,0.9937342793972903,0.9965782001346595,0.9817749376283316,0.983582984919332,0.9950383845327856,0.9964083497739151,0.505121408502844,0.9955543771423906,0.7689891791725499,0.9954895637366352,0.9963385390633364,0.9965964760494683,0.59634292266235,0.9959719001095023,0.997364514127111,0.9967960649278566,0.6195794072591317,0.9971350752960494,0.6523006902836561,0.9957424369021945,0.9991241526961463,0.7738344635691633,0.9987591460102722,0.996342785854405,0.996382359875277,0.41991691586041835
21,0.23588748747635382,0.3924869330255401,0.7550660530065506,0.7880170713932688,0.7066730334424048,0.6790246820534921,0.7401882508036245,0.7795356150216807,0.36163883194389046,0.7951817741389492,0.6107884284346329,0.7865105383100219,0.7783815483504961,0.7893520118756233,0.4703256215379818,0.7869428328406036,0.7533722648861361,0.7741157806552565,0.4726378391262502,0.7830851660839409,0.47176848187585346,0.789124085313225,0.7869661215955823,0.6126356712772947,0.7826062948755579,0.7915279584332967,0.7920607783303344,0.2762039996691171
22,0.3748061570414622,0.623390917571554,0.994297772207011,0.9975742418521959,0.9790816135648055,0.9843762992549012,0.9944248102984907,0.998083829958913,0.5000278706985086,0.9976252175830923,0.7810203698845027,0.9975118532810242,0.9982700267616906,0.9983705791706203,0.6106707929980489,0.998021083617378,0.9970720424683883,0.9978242217852201,0.6192038315450096,0.9987257697614476,0.6406539040019139,0.9977549622417377,0.9997357682890214,0.781721001047189,0.9997190333108941,0.9983591975087699,0.9983052310210258,0.4094586867098603
23,0.23924796146136507,0.38491132149737,0.7472249469554195,0.7776101945983799,0.7114749865567548,0.7431765933265604,0.7376902955653337,0.7878080473984835,0.6107665128052201,0.7953992701670164,0.5969116322132594,0.7692917224149666,0.7866107643165315,0.7930136561864483,0.7825341435254619,0.7904382786192337,0.7643838211230193,0.7846187123623438,0.7820071297329355,0.7906456894057982,0.4714346191060856,0.7952371262206633,0.784134742361393,0.9999750138691742,0.7943312947229636,0.7938519151438211,0.7951673346936775,0.47544291525981025
24,0.3761007145495472,0.6075489984930947,0.9933958042387486,0.9987935129261555,0.9721157433765972,0.9828194148518887,0.9927416877639199,0.9996715557922473,0.5012308243408887,0.9997797910702251,0.7907387742813182,0.9994436299276439,0.9997544728826532,0.9997548907628562,0.6241545350718486,0.9999029850443358,0.9950505728060027,0.997266666435113,0.628401073393044,0.9996005831472757,0.6363993599659604,0.9999565387250064,0.9982920574476525,0.7906624150427229,0.9986518935865714,0.9998618083085294,0.9998255595378861,0.38866448655127267
25,0.37510340124073116,0.6024309445255116,0.9931559261995491,0.9988174784240603,0.9721992590417762,0.9815653809745875,0.9923654250848009,0.9995236870853248,0.49808412465894725,0.9999193957055603,0.7882372024245206,0.9990743802435997,0.9996748270567217,0.9999562033179258,0.6228528682837604,0.9999048863450986,0.9949876398198734,0.9974414473161567,0.6286492126413297,0.9994627321942537,0.6317272191737734,0.9998072455044099,0.9988371490515031,0.791560926204242,0.9990467149539735,0.9999117541825442,0.9999361710798247,0.39724244454343943
26,0.03206385309744883,0.289404810296418,0.28111314350150235,0.25385430983871676,0.34915238058512194,0.29773070739121055,0.28640567995552874,0.2545546403672426,0.22323235990755202,0.24303058027034977,0.1581767267880814,0.2639034828626081,0.2500908178350331,0.24880179808632533,0.09792717909619104,0.24539262011552773,0.2885577374865584,0.277992222368297,0.18421959283859604,0.26448706273381395,0.34217584495818143,0.25207382970550407,0.2631811626921974,0.15659443776256607,0.2606740746115522,0.2502877056923514,0.25214651665408494,0.14188276351804135
27,0.0353133971067116,0.22887069045593697,0.2624366586107177,0.25126289209376773,0.31166327780561015,0.2883025110764157,0.2680402665341183,0.2488968398827024,0.22288834406150262,0.244497921094241,0.15555178511343007,0.2499821154028229,0.24897219513753774,0.24959020334792617,0.18489474655585816,0.24550613338200705,0.2762792661343185,0.27280514999711725,0.343952876198963,0.2581613290192638,0.18291459546099614,0.24982983915376783,0.25885354209220884,0.28670198452203427,0.26263973402084334,0.250169302929052,0.2501614625287277,0.2766464578401254
