GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.3122810169033055,0.28648099137192934,0.20540024087073142,0.289422559085603,0.2752434678239335,0.2886739766830096,0.2896405964913654,0.2665022877574159,0.02529333270010166,0.2825109637604015,0.294729648982868,0.2869704006809078,0.08550755218546381,0.290450385586454,0.29397070428231586,0.21141079051451503
2,0.8317332383147418,0.6475885338437214,0.43692101540833017,0.6073072805911415,0.5586457181757275,0.5861794373526943,0.5787947287700602,0.594340024503437,0.21762601007485072,0.610980455922841,0.5929897544272243,0.6029378700741067,0.3941721058465771,0.5894933869941205,0.5988908519645724,0.3926967645445127
3,0.6068789836036907,0.9836848602289707,0.7264763756378472,0.9834712012568424,0.9832818366703652,0.9855905339352544,0.9847216241071135,0.9859853838163509,0.43775511625574726,0.9892035669650684,0.9819357153248941,0.9856457430491287,0.6796268220817699,0.9836597385648387,0.9840666362000849,0.7271488414856715
4,0.4767887351428346,0.9936334826800508,0.7087258399187185,0.9821693736455668,0.9770197516667695,0.981194908250431,0.9795807772152781,0.975346955787723,0.435885499101722,0.9827715959560099,0.977592232823443,0.9824010337537085,0.6844124854239579,0.97955575789037,0.9783945735387886,0.7023193346335829
5,0.5509582325781096,0.9856910913881645,0.7845172695794184,0.9933372022721492,0.9895376562809785,0.9934976031307167,0.9924405076621627,0.9849435389374164,0.4137890939321029,0.9953782280446702,0.9926946980218523,0.9930973029329608,0.6276308495896429,0.9931824016288282,0.9942192779115014,0.7918871362684622
6,0.5282478262442877,0.9903334507853221,0.7706752672147232,0.9931269207407948,0.9896400104538545,0.9930911941195676,0.9920135857999263,0.985904844774345,0.45772168230975196,0.9945923893235767,0.9915309509595818,0.9934139982338563,0.6799969078902204,0.9923974435261994,0.992507318370812,0.7736608426884413
7,0.3268705386879335,0.7433709045302699,0.9921481717586136,0.7892652744688625,0.7600379312354244,0.7799565034463735,0.7797004778783675,0.7177397944085537,0.28253818086340854,0.7853722103862052,0.7944790840639473,0.7713328396750039,0.4845380951871137,0.7942704364095065,0.7904866765733924,0.9994652586493794
8,0.5341754232508812,0.995065871177509,0.7396645244579482,0.9946104529527255,0.9933058313385557,0.9951848217086342,0.9946737718686729,0.9912201613077478,0.42416623974632567,0.9963294011528172,0.9930351479343299,0.996675965350741,0.6652537847663165,0.9940495133516054,0.9940708615328088,0.741119186454549
9,0.5003360318647535,0.9963538957520514,0.7630407681384503,0.9986179064062357,0.9955535725497777,0.9980016261069352,0.9979135897500524,0.9882867809477655,0.41414341811454985,0.9981457878745454,0.9976732935974387,0.9990854400934763,0.6568601190394786,0.9981358215128535,0.9981863521464603,0.7659400731436931
10,0.4651391551672894,0.9835061391691388,0.7317398501734801,0.9849116871712774,0.9927101216432154,0.9915932464013418,0.9898439419263707,0.9935139349191852,0.45276422985376197,0.9915961109202318,0.9834414299800865,0.9894339027057643,0.6856764157359428,0.9859346704109431,0.984772839866167,0.735320647612368
11,0.4862416185896208,0.991120803114985,0.7876539926086805,0.9992156204578335,0.9947946650978617,0.9979459172875628,0.9981263749546698,0.9827060287641877,0.4021422021924391,0.9976440949408234,0.999552750074492,0.9980867849640398,0.6343026756583533,0.9994680127688969,0.9997892150826637,0.7949975846179994
12,0.4663986928040748,0.9953963258462574,0.7777361259680693,0.9998633397573605,0.9949177344604934,0.9981482258370774,0.9984317106372607,0.9822170493882365,0.40300190619401616,0.9973170590663526,0.9995220487621959,0.9986071911124318,0.6427078705457799,0.9995355187025101,0.9994488282916405,0.7819004812223164
13,0.47957064614687456,0.9914102346436957,0.7784116882674755,0.9973460326530555,0.9980443771956015,0.9991704297008217,0.9986857475417394,0.9914300881142567,0.42325459083189654,0.9987585041717931,0.997000176783752,0.9987262629304601,0.6556001624367475,0.9977836201350708,0.9976712708525208,0.7846841528672565
14,0.4732439345537499,0.9929024546561771,0.792400648234663,0.9996166336729781,0.9957408591520628,0.9986692038733344,0.9987916411219712,0.983934312254533,0.4062821089187546,0.9983306445982428,0.9996712540176136,0.9987280310102624,0.6408660534135768,0.9998963607831545,0.9998106229744611,0.7984100592683893
15,0.47941077267457005,0.9932221002382583,0.7885241484061001,0.9995223906858297,0.996240320634854,0.9989626818513806,0.9991552352166148,0.9854243849692178,0.40925606737185377,0.9989368913825538,0.9994962214478202,0.9989516667768019,0.6433714158241608,0.9997681509279803,0.9997834467012767,0.7938236022081105
