GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.9985545853104266,0.4922769438904304,0.4732320430633756,0.47552341307619905,0.06654689858495805,0.1243811518403862,0.5148814273584008,0.4702028413275074,0.48643838549320073,0.5008552768358289,0.4696462848501626,0.22758656741925534,0.1608827446679398,0.468111506404905,0.475651739143672,0.47250221700305317,0.3071994850793192,0.0743776575264327
2,0.4709125140494534,0.9976647282171041,0.4560440358879062,0.46289067507481135,0.05599198470378765,0.10441887736379138,0.4726313227151827,0.4647197109020006,0.4696255226336273,0.4727573696991622,0.46564002934529886,0.22378720906192845,0.1508852202352275,0.46483377213596616,0.4635091648278382,0.46808970968424674,0.2849249270884971,0.06578009318506765
3,0.6791497585921357,0.5880858088210811,0.7965244403066679,0.799735507973572,0.20204777039428062,0.3601520024136366,0.833158183996269,0.7732264035178714,0.7953352691582041,0.8217087973321507,0.7707926364049096,0.4309150000145105,0.3295928585347414,0.7713557010662714,0.7764768299913534,0.7701079975122849,0.5704171896829364,0.21859290197580084
4,0.458694421841992,0.456953133665158,0.9988706192521122,0.9989599308304467,0.22995397750517088,0.2388216411273915,0.9950206706582667,0.9962544807730215,0.9989674976790406,0.9951152336215344,0.9957545098872951,0.504104176619292,0.3339083002520535,0.9958048773120952,0.9955170607209136,0.9958702712738385,0.7625363666378532,0.2909087680297455
5,0.4803065731441654,0.47134460241861664,0.9982394188150272,0.9998504566873673,0.23488415782645242,0.2507901422019828,0.9970523055715967,0.9963028708000528,0.9988727739952492,0.9971407636378683,0.9957231798005884,0.5280255079251509,0.34447295126747596,0.9959746937475128,0.9958121616876663,0.9957920185015161,0.7625590047277242,0.2823284192999348
6,0.47371814353924246,0.4681373800642605,0.9948540757395846,0.998670366981163,0.24629264345244453,0.24821540447375326,0.9931710052343357,0.9995969529544034,0.9979163418622655,0.9973856520539984,0.9994378711042718,0.5108922882357851,0.32556959258965823,0.9994311185207313,0.999436524785608,0.9994431871994518,0.7831293888950144,0.3058953536511886
7,0.5225570084635116,0.4776782656601863,0.9951793961223351,0.9930332134527777,0.2209280462826364,0.2647627569158238,0.9994102076909602,0.9855598009642264,0.9946739294815946,0.9934432325894761,0.9843828373388436,0.5469670899860803,0.39531742254779095,0.9850189224835687,0.9852227005070345,0.984986910736185,0.7033075250264971,0.268115425155796
8,0.21435017542887455,0.1885686944696477,0.5704235685359341,0.5998109952837101,0.3438558369110052,0.34584385902568054,0.5737831653181532,0.6244408126995127,0.5789939509247428,0.6200131610470041,0.6315913502317849,0.25964226061077744,0.13854666107536642,0.6346509403491265,0.6359279773429692,0.6204923562821062,0.7823963496264671,0.44998998539088586
9,0.10876536546091285,0.0978414505511458,0.3066465029681155,0.3083296472957351,0.7132820312956846,0.35711867022513366,0.3144046213144674,0.3102236421299378,0.2950391299949053,0.3309293011890666,0.31119544234166185,0.30612336689820263,0.2652839427255456,0.3169501478014215,0.31719688193046547,0.3068008108915164,0.3701865458286479,0.5145482896058172
10,0.5029787693103621,0.47355563688858765,0.9946773791958193,0.9975462630160974,0.2513043558712987,0.2735557208850095,0.996407977173006,0.9958839962219883,0.9966702522668016,0.9999570549510873,0.9955246661756207,0.5266654570592433,0.35604278654059657,0.9961612889386244,0.9965024662689311,0.9955047828758999,0.7816373712567056,0.3118802390786309
11,0.48318152137175496,0.47384773577671957,0.9966723196996473,0.9990791988568887,0.22466081528736956,0.24118547038529986,0.9956816272544248,0.9983496229561528,0.9995528916413443,0.9967969737500566,0.997950503136751,0.5112495301994284,0.32878542393134363,0.9978143969915788,0.9978150856706399,0.9981531974212432,0.7604384898628046,0.28425908286679424
12,0.4746110453892461,0.4720570504779325,0.9914261747550115,0.9969076052591407,0.2434195234063636,0.2444627112723636,0.9895538028389843,0.9999622596958551,0.9959587956682535,0.9957086628440966,0.9999841604093312,0.5002053413435987,0.3123083588053314,0.9998354918168729,0.9998669031478779,0.9999628561274483,0.7909891241744472,0.30879597474522114
13,0.2558421070196536,0.26168672363686085,0.5403142916105402,0.5194340406910652,0.4236225221962634,0.2222370938140647,0.5493838508377816,0.5034671282283798,0.5150074243615577,0.5377590344415881,0.49927528617513567,0.5692662592468769,0.5666260389269983,0.5057670755099175,0.5051396774231223,0.5012264701350148,0.3617250604247294,0.3056467642090477
14,0.4705163598062186,0.47164954643296436,0.9921422975170852,0.9973362357891152,0.24334570274617384,0.24673349325185398,0.9903969880984952,0.9999072048639546,0.9963421502950474,0.996248705375095,0.9999053627240256,0.505296432673332,0.31940428426135226,0.9999448965120799,0.9998577641056264,0.9998663227425593,0.7925740024134167,0.31069521000634265
15,0.4857900355652958,0.47624715652987826,0.991747945372101,0.9971307956891751,0.24304044875954334,0.24751879606550015,0.9910741100135848,0.9998118620264376,0.9963690224594277,0.9967277262833805,0.9997422170435779,0.507057691482197,0.31954600633151503,0.9996783081294616,0.9997865281329567,0.9998506008743342,0.7792027161109857,0.30704295146743665
16,0.31045018361049415,0.28996382223934647,0.7466592348649672,0.7701574182150744,0.2882869768302792,0.2894016717900977,0.7275442332567686,0.7874789816175207,0.7488730602879525,0.7815239568764971,0.7948140093178069,0.3631589169483842,0.21044243617916536,0.7994858103674298,0.8008065788026236,0.7822133180718549,0.9999663325133897,0.3714301970102659
17,0.17056793273954984,0.15478144884714062,0.2654793107593936,0.2650512124085881,0.23400060389782174,0.4816558687736059,0.29923552259796105,0.24865088091073728,0.25827971822664053,0.28636244619732326,0.2455919392709107,0.42387167547351357,0.3577224330745833,0.24966695277186554,0.250625514556497,0.24636487719101471,0.15688535899398534,0.17781126515353465
