GEP,1,2,3,4,5,6,7,8,9
1,0.9999011224833644,0.11111880816877018,0.11378048201339838,0.1021556872209643,0.11716472783241617,0.10639395557587496,0.11668212177717854,0.10602879296909817,0.11953461892220493
2,0.10890912501607028,0.9999470297143079,0.9873571555880638,0.9919999230431472,0.9825030492183522,0.9898601193265093,0.9884580553730896,0.9908627029455679,0.9853602310591837
3,0.11413634246442081,0.9877692694877517,0.9999709772510794,0.9937135401135767,0.9928287821860914,0.9839784238787094,0.9974603374126565,0.9898226672661867,0.9891150580247275
4,0.10357697085614963,0.991170785667746,0.9938609297866299,0.9993939490480115,0.9895360191060819,0.9908857002353166,0.9936458936335032,0.9974998105662628,0.9917525729257975
5,0.11673512222092926,0.9826445338415437,0.9925541366191029,0.9895666134053637,0.9999857724439034,0.9785884168176318,0.9933928504858115,0.9869710580397562,0.9869510788231489
6,0.10589770493358693,0.9901000223356594,0.9845144465484352,0.9900121941142115,0.9792838109644423,0.999980405326557,0.9844432790801187,0.9935237834508662,0.991088591471573
7,0.11489832304629928,0.9894384285195625,0.9972155153338359,0.9947499042642481,0.9934983681635653,0.984700415548914,0.999971513828454,0.9901777153094328,0.9917811554579998
8,0.11807460593734403,0.9862729473974607,0.9896717675613316,0.9916025518533533,0.9876040379942281,0.9915969444009155,0.9916690940650245,0.9926427338582706,0.99993585974908
