GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,0.0936469856978937,0.2612768680039017,0.33992950888294965,0.3793021171284413,0.3527000753336371,0.21879597142631288,0.3480041896098644,0.36199614169672995,0.3701567587445686,0.36013713997322044,0.32067859522424186,0.36212957153010683,0.36583375253834044,0.37816649828295146,0.37982814662977193,0.3771672452859586,0.3753991108900632,0.32253235167330496,0.3783933805691448,0.37326798824303997,0.36861366739979545,0.3308605596678718,0.3778709437499947,0.37506176707493294
2,0.5181167918738002,0.41325337691663594,0.7618150483366607,0.8497090911340413,0.7202484239224006,0.5775965012752248,0.7593552465684725,0.7656994838834585,0.775797902197538,0.7665254432856882,0.7715665755580047,0.779605408951067,0.7751676656576415,0.7639669493811007,0.7740197338141401,0.7689101259972358,0.7668093260648867,0.7408565795377238,0.7659576903078922,0.7664071027560801,0.7594506542653078,0.7972626909250862,0.752858567292411,0.7640770169403255
3,0.4032821168618353,0.33406290811574163,0.9164561167646325,0.9408833806622134,0.9517051685336648,0.7703651155453164,0.9636004201656186,0.9726773574629318,0.9733905987164141,0.9721748635726268,0.9427989810576923,0.9594705216541827,0.9711084719336895,0.9735840236194057,0.9704647396090902,0.9740317279401336,0.9742486849579479,0.9488209121732739,0.9745868334866752,0.9740211672780655,0.9692296164126951,0.9672086616848972,0.9728931821048011,0.9742050224653426
4,0.29922308564977684,0.44584452336855457,0.9768822883914278,0.9737207059581049,0.9925722811591655,0.8242415580358166,0.993754805184406,0.9945627392284742,0.9939036134640676,0.9924342249225625,0.9877028078969042,0.9942979665170354,0.9946829064023247,0.9945037579247298,0.9942569296039659,0.9946364278354549,0.9936388349572685,0.9903756825405775,0.9931968443546046,0.9935121423350782,0.9961163635499461,0.9917476098769034,0.9944922201041388,0.9932406764442054
5,0.29526771319481626,0.4552819325282617,0.9811990707905003,0.983514116593516,0.9913337153961926,0.8476802117893326,0.9948422940783227,0.9945547423273896,0.9939931290694791,0.9914920122965296,0.9911657276614427,0.9938105932481317,0.9951841563635581,0.9933793196542957,0.994722029886539,0.9925282224380902,0.9919114003780162,0.9910543441400118,0.9917165405389126,0.9923869552370235,0.9939435028232843,0.9907148684505765,0.9926341690041531,0.9914611523507127
6,0.27764327636858777,0.3656170187965014,0.9719188235421516,0.9910285032197954,0.9878322202812183,0.812340039802302,0.9943559577877205,0.9961860019312933,0.9971350377356362,0.9944312811776033,0.987010295554456,0.9914320001181084,0.9973829369154138,0.9948241911247322,0.9962767200286923,0.9946502853852257,0.994414209818214,0.9890717874432804,0.9944058490061831,0.9950901719513316,0.995960558201274,0.9962491114574473,0.9940259871683557,0.994281457734295
7,0.2824567036500121,0.47431492261271324,0.9746631762292476,0.9686125601923122,0.992070987124795,0.8481186251677606,0.991314570851919,0.9924973549437199,0.9914974714543484,0.9904536570747006,0.9853582995443022,0.9908025444925556,0.9916548808553508,0.9925932596688415,0.9920807890553236,0.9917365163739515,0.9912898378854204,0.9884210235524897,0.9913347455600969,0.9914021130142877,0.9927068170550991,0.9853320135137138,0.9926764862479145,0.9910824681992566
8,0.28650965693687797,0.4142341077844693,0.9802732917191993,0.9813125890436192,0.993254025330078,0.8255564880516169,0.9976969337155254,0.9972761504090559,0.9965724133529781,0.9951205660073432,0.9930289775519533,0.9961188632720172,0.9977766295351003,0.9960506887626205,0.9965458944387585,0.9959489691608491,0.9952344059424598,0.9949303186670974,0.9946827787663842,0.9954756226502148,0.9978860775851326,0.9962433771563941,0.9957524722602672,0.9948649218890423
9,0.30583680884796155,0.4374772618093182,0.98161088008286,0.9801125042748042,0.9908314438531463,0.8277855407991095,0.9966927802822784,0.99543795017854,0.9951425678718153,0.9933660741685115,0.9930909766938495,0.9980641695497235,0.9964412138588147,0.9946571920063207,0.9948859918368232,0.9947287264740396,0.9932907793436387,0.9939104882778594,0.9929565042965617,0.9935479994359864,0.9960952491564954,0.9942390991940926,0.9944936102644074,0.9931039005474367
10,0.32379459602748434,0.4263622587618253,0.9802570215750619,0.9872171838856976,0.9878729215582704,0.8185065420925436,0.9978105349161185,0.9970277946311216,0.996773924402107,0.9938757925515969,0.9907267062396057,0.9951568658508747,0.9975237603709852,0.9950769174703736,0.9961261740899008,0.9944589034230183,0.9941381314583283,0.9912937370640141,0.9938311252972704,0.9945646531228386,0.9945908163592238,0.9940796294167041,0.993665438432424,0.9936720068215614
