GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
11,0.29841932905363994,0.4307732292258653,0.9758854756544847,0.9747545720563232,0.9899920164651336,0.8130412735361575,0.9947079405041296,0.9954227079549093,0.9953036507308667,0.9946392087717174,0.9898889404082056,0.9966493530380416,0.9960525188316763,0.9959922806753161,0.9955032808020691,0.9964084764478153,0.9950252303140397,0.9919990383262034,0.9947685981737994,0.9949250217729356,0.9973901410301992,0.993670975223801,0.9963342760884423,0.9949317580302534
12,0.2954374403874391,0.42628101883294706,0.9798794646522073,0.978998545562171,0.9920641263332021,0.8270208784912205,0.9975807827197557,0.9979673747919341,0.997227258390027,0.9959685928897881,0.9909782032911596,0.9957215494560319,0.9981800993790062,0.9970870581056227,0.9969331026887945,0.9968279616934507,0.9962658052168039,0.9936030938949492,0.9958804238639118,0.9965454307738603,0.9980879489564144,0.995197879107645,0.9967395782154372,0.9959389819858263
13,0.30165771030005245,0.41046251211400114,0.9756946620984036,0.9834933284256936,0.9897524353088019,0.8092037864797962,0.9978047996213394,0.9993364137764503,0.9992346699704118,0.9975095534640352,0.9896351428502205,0.9950306964076173,0.9993852804881779,0.9986618208525732,0.9989655251853939,0.9982276092143734,0.9981251376689796,0.9926142991202873,0.9979338282615362,0.9982932168088537,0.9985275141294426,0.995806595661351,0.9979732811749631,0.9978074221835869
14,0.27645911687455754,0.41788884005431276,0.975892903636174,0.9791181274754279,0.9968295142867094,0.8393500466348467,0.9957681937687177,0.9968270908164775,0.9962169188697912,0.9944865649966471,0.9888780858816191,0.992942053079052,0.9965587317525453,0.9955449074338258,0.9958270469721308,0.9950127894023961,0.9948058232120796,0.9916773167093071,0.9945673569296549,0.9952167148355067,0.9966094120194336,0.9935003775164299,0.9951347807250182,0.9945204334062908
15,0.29176205674621547,0.40798221186987443,0.9773721380654886,0.9823633639475787,0.9918442876647332,0.820239642273713,0.9986085913540699,0.998425692054017,0.9971066936689253,0.9951231894969935,0.989419666906934,0.9936926891637717,0.9980891121277646,0.9962721536161535,0.9967619978604257,0.9957657693976364,0.9959377890488699,0.9933699830240066,0.9952022124264479,0.9962579779385085,0.9971311262516439,0.9957702074539633,0.9954597670794116,0.9953431237213146
16,0.27888084288687054,0.4297878867741058,0.9729906926109521,0.9722217680578341,0.991550894593461,0.8128378653848729,0.9956526146600534,0.9972730290057517,0.9962641262929077,0.995699017542849,0.9865397146309086,0.9927559530243975,0.9967198926337609,0.9973643224307613,0.9966960323697261,0.9969310919508608,0.9967139502747075,0.9909074032860774,0.996385054345026,0.996701723323143,0.9976345961726867,0.991631397837972,0.9974702235674556,0.9964331392376203
17,0.27312400437062184,0.36493468984038574,0.9687346355572107,0.9776298412744581,0.9860433843466161,0.8002899873249818,0.9942719720879145,0.9971154153935063,0.9976069367418186,0.9989397842345649,0.9912522961241546,0.9928616751500415,0.9973492285157901,0.9974131422521385,0.9973515431612896,0.9975055526704374,0.9972870247290374,0.994705525846007,0.9972511038232839,0.9974231694367949,0.998286610687875,0.9978843333130646,0.9976556200898767,0.9975175610414785
18,0.27642496179119075,0.41789728917048197,0.979837746950882,0.9805018865556211,0.9954708179833784,0.8400801587899188,0.9970977257019329,0.9968560020418399,0.9959864286732694,0.9941518346363502,0.9913142502282677,0.9949332173625769,0.9970359078917309,0.9953041558230571,0.9956347005231982,0.9949651197786112,0.9944131864892143,0.9940270630028509,0.9940352306654969,0.9948548278467784,0.9974332324707286,0.9946444898170251,0.9951524648133325,0.994120912813966
19,0.2949376026914366,0.40020875994591415,0.9727553665247003,0.9798072071422397,0.987987209258316,0.8007500307096785,0.9971627904405423,0.9983782108477519,0.9984292965821486,0.9980735425004155,0.9895379950187998,0.9965792877065749,0.9987776938864228,0.9987164551834558,0.9981946817178594,0.9991716536076026,0.9983177960506987,0.9925039275233957,0.9979757032204418,0.9982788613747273,0.9992125334959063,0.9973343687960009,0.9986503569461573,0.9982105551580995
20,0.2889582594621677,0.3880622004980924,0.9724698053195798,0.9844634863507032,0.9892161625705583,0.8042576456884781,0.9974198361190126,0.999360126551522,0.9992069283532696,0.9978207272447126,0.9878032864540746,0.9938527503258712,0.9996130352641384,0.998513528143571,0.9988424375878858,0.9983455806557112,0.9983192640038272,0.9913094780338294,0.9980507577898224,0.9986529029506801,0.998962357813701,0.997145189498364,0.9980386795394873,0.9980812294227314
21,0.28050502728444143,0.38521327306359054,0.9699133214798483,0.9771493136408805,0.9878633575540376,0.7952509930828846,0.9962281047323218,0.9989320591651213,0.9987876633945029,0.9992576691603837,0.9894789789133298,0.9935402235848199,0.9987571649836059,0.9991154674350162,0.9989000908430024,0.9989323709007473,0.9989464221485531,0.9939540625554457,0.9987495999735239,0.9989746133997307,0.999342715547857,0.996711545758732,0.9992224839858935,0.998920931540897
22,0.2824190272610702,0.385963735658531,0.9693256119103721,0.9786884815906323,0.9879857873591763,0.7934920562955298,0.9959247218184107,0.9989744342129417,0.9991674439119888,0.9991413232115929,0.9877249030158126,0.9939429538049658,0.9991401651665827,0.9994700277714877,0.9991038494689702,0.9995417289937765,0.9992859373572517,0.991904959847806,0.9991887037367038,0.9993452787113307,0.9998750647182153,0.9966959563827232,0.9996199362932722,0.9992906531712242
23,0.28923803075248705,0.37725952330758283,0.9686099572193267,0.9805135606063483,0.9862464907683739,0.7927895447394794,0.9957477534452448,0.9986582978547236,0.999079613282481,0.9992741261863448,0.9885973429554237,0.9944078504080994,0.9990318224783026,0.9990899243318092,0.998867033211491,0.9994253220592357,0.9990355709866982,0.9921930315375836,0.9988770036659185,0.9990802365226316,0.9995550303189293,0.9982793465640033,0.9991136545764709,0.9990605534261183
