GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.28257764588612966,0.6716436366154167,0.3242971039931909,0.3076568851979614,0.23192220038847794,0.32082815715313523,0.25856340893161756,0.31491440849538566,0.2767077806049043,0.2599124582635983,0.2624470394830621,0.29135448304788153,0.2428636128025015,0.286164212031341,0.2630950145420224,0.2585108098139098,0.25024567447536333,0.28883142887266255,0.2853458588184089,0.28942126349271563,0.2804932231756705
2,0.8905682392892097,0.2610612072279761,0.744007471115112,0.7455070184481893,0.7825255943096667,0.6968229507556639,0.7411400141065552,0.7358275914297998,0.7348721125521054,0.7964420462480506,0.7468897122930825,0.7716587042606952,0.747706003021842,0.7351480314343161,0.7165740027546449,0.7626163601665776,0.7653101857519784,0.7599769659952912,0.7447222062509234,0.7466829709435877,0.7671833009250236
3,0.7142829865821128,0.3176371605473641,0.9630880071148042,0.9501431738287682,0.9631158516757296,0.9573750881509692,0.9612391508072932,0.9646608950046168,0.9637343277632757,0.9675970224621407,0.9625305512286543,0.9680850479813121,0.9675082115628615,0.9636228686438105,0.9568581506040027,0.9642269437880514,0.9700122248426716,0.9701059388686221,0.9663851264837977,0.9671946609131803,0.9689406509814795
4,0.597122199397835,0.28277439596942244,0.9993906306848526,0.9924971764083963,0.9835117386044562,0.9945789584270505,0.9951698481054283,0.997552321635582,0.9954131228926323,0.9881004567681059,0.9933900179379971,0.9935243790643938,0.9892439921131853,0.9944895629049726,0.9942713133356321,0.9877284576324643,0.9893684774719541,0.9913118112332547,0.9912790212374896,0.9921383384350497,0.9902403557356709
5,0.5445679136001946,0.29593036378993176,0.9926361522125061,0.9955993850737254,0.9780202188929806,0.9986643506205582,0.9908832132250841,0.9930935105352973,0.9931233057479621,0.9842395186434852,0.9920421955791818,0.9905914800102807,0.9865512732885261,0.9916771672221677,0.9938578490150138,0.9856100501530738,0.9865809296724366,0.989009174696215,0.9903938928836856,0.9906516272873371,0.9874515753976563
6,0.5699456204724056,0.2257973188060178,0.9925736172616785,0.9951105661314015,0.9916347450029548,0.9924621741327118,0.999295438954185,0.9929916891041211,0.9979946376524202,0.9939037779019331,0.9951033257538796,0.9951611105280656,0.9951135600692288,0.996149905702541,0.9978911563179869,0.9925746597552646,0.9948174214740211,0.9925631273041879,0.993400545045645,0.9933670457038091,0.9923672169815234
7,0.6437494921562841,0.22148678147267314,0.9866369126951361,0.9921506207221205,0.9916576983223112,0.986062951773426,0.9940440056052599,0.9871360507148255,0.9933038455847206,0.9987567458279515,0.9916001695848959,0.9951183995026213,0.9928688339212881,0.9933707852507968,0.9921322201078155,0.9887912351019519,0.9926478936765399,0.9893791416284511,0.9891511904145706,0.9888407550844971,0.9888375740318692
8,0.6087111966998231,0.24108180831858178,0.9866071028616579,0.9922340826644103,0.9984246658266512,0.9904056865166998,0.9934932997439355,0.9885589110047756,0.993762549985108,0.9944746651983531,0.992496513262369,0.9974495944765875,0.9948503245828755,0.9934206472108066,0.9944451057756958,0.9958297491374297,0.9984538816360324,0.9965692947493691,0.9966284857603699,0.9973164832955208,0.9975979542625294
9,0.581295085515931,0.28172736294349227,0.9973985426547465,0.9938386823647815,0.9837204026084687,0.9954008520712309,0.9953848117997806,0.9990097822245639,0.9958799987082192,0.9899329272501822,0.9928521576037199,0.9940390677227966,0.9887004693822279,0.997803196877386,0.9951866745009352,0.9900337044596562,0.9900057508746163,0.9933772857717399,0.9926107683491777,0.9934685221282693,0.9918151762344126
10,0.5936821862721762,0.2505862865479778,0.9941292967428111,0.9949717816665062,0.9920047721423396,0.9959926542555211,0.9966481133704884,0.9936675903179727,0.9968219644356179,0.9934450904510225,0.9996822200864829,0.9960968443332727,0.9955641808848077,0.9946997494572298,0.9979464503644516,0.9928356510530029,0.9957216753178609,0.9940112382742452,0.9947159885272516,0.9949977700514526,0.9937614265893249
11,0.595976018844761,0.2186032798599774,0.9883886508918528,0.993324003331327,0.9945965032881411,0.9915940292470491,0.9968721775034929,0.9883690869162445,0.9961603279171187,0.995965474272867,0.9949742912860321,0.9965910850660644,0.9991272692203732,0.9936051927349727,0.9970150943792528,0.9924430430394157,0.9974940137027041,0.9934107971516237,0.9943516332081439,0.9939234826024759,0.993481045646852
12,0.5598450831372643,0.23136132352558114,0.9923674371174648,0.995523328832432,0.9901497237144352,0.9944404686423017,0.9977489352886203,0.9929736750769591,0.99655829654577,0.9914851595565536,0.9961033903732758,0.9940184655993818,0.9944226669854677,0.9953489726512206,0.9993161758375809,0.9900290372692988,0.9937731928353042,0.991242334056496,0.9918524803800556,0.9924276714899455,0.9906648287351077
13,0.5375841886132094,0.23377145782705672,0.9871675854178434,0.9908847067381985,0.9917198704362076,0.9909162631037916,0.9941849537862818,0.9909291614879205,0.9937702670185629,0.9921833304371506,0.9913851665060803,0.9952550016585571,0.9919493888066606,0.9944401541724651,0.9936570409005502,0.9994542991477888,0.9945627164964571,0.9956525198106776,0.9974420727304308,0.9962175582223733,0.9969261622827479
14,0.6061814230727263,0.261886563960128,0.9882856988420312,0.9925442571756642,0.996128997372257,0.9929633994405547,0.9933042898972416,0.9908680183920033,0.9946685169828393,0.9941678248301613,0.9925854458150651,0.9979944469005821,0.9947105071353961,0.9946573445409034,0.994423424230722,0.9965881054518893,0.9985454261892124,0.9984394595585494,0.998267903722678,0.9989587084725191,0.9989874495130213
15,0.5620561302610885,0.2645617945674676,0.9903652410043853,0.993049609273106,0.9918229039853752,0.995680633882716,0.994564548773101,0.993327823629033,0.9959107135055467,0.9929670849287899,0.9927863884998783,0.9977581990594303,0.9945462783530807,0.9958634242708508,0.9951099880613049,0.9987105483634593,0.9969858563348105,0.9986935307460851,0.9999855909753692,0.9994444225849126,0.9992060957223771
16,0.5930205421250591,0.2892960242929296,0.9896206134020856,0.9916893468230652,0.9912700802384762,0.9948977147981924,0.9918697323041256,0.9927937868495205,0.9942541084312398,0.9916701844740764,0.9910324362652856,0.9972127655622719,0.9923635184516325,0.9945292118200922,0.9930208466995547,0.9967704786523428,0.9966293005038513,0.9990961517540576,0.9990427418727711,0.9995713761434857,0.9993165579120599
17,0.5935000410873161,0.2761452962729471,0.9886113672978071,0.9911401888140787,0.9925174425938941,0.9933938024483473,0.9922934846191093,0.9922046202967905,0.9939569121397557,0.9924132713447048,0.991041124688519,0.9971432654692428,0.9930374876056349,0.9945382388797849,0.992885420997897,0.9979612623507832,0.9971904608124151,0.9993754202986804,0.9991686305489365,0.9994046015524184,0.9998363181794383
18,0.5850901135621509,0.2824906806705557,0.9894966037785777,0.9916934664978464,0.9918703099526224,0.9947871403474061,0.9925002092824884,0.9928185270626934,0.9944800087067168,0.9917920404906182,0.9911986979934488,0.9972578226327626,0.9930571932506029,0.9948284976327848,0.993518747596058,0.9973591818329953,0.9970017547962728,0.9993132774998059,0.9993403860994537,0.9997001393654622,0.999589543855767
19,0.5920788729466632,0.28176242201164553,0.9884842657866807,0.9910871246162566,0.9918973195671782,0.9937647769110756,0.9918831768504439,0.9921631832863035,0.9938770970226357,0.9922263180215687,0.9906228783267137,0.9971450756003779,0.9926942075281533,0.9944651201044488,0.9926525379688605,0.9976220037723337,0.9968732458124809,0.9994202175341667,0.9991323809845195,0.9994099560404325,0.9996969644144147
20,0.5997420197656204,0.2914632677841215,0.9879870900719512,0.9906392530438717,0.9909611272957112,0.9938325490928197,0.9905347825372263,0.9913345021452481,0.99313130086941,0.9914727615701557,0.9899611574642677,0.9967013309711487,0.9919077159606474,0.9934811855906985,0.9916313834614638,0.9962951703738412,0.9962973873054584,0.9988382987647276,0.9986257770102764,0.9990602470962597,0.999043135125699
