GEP,1,2,3,4,5,6,7
1,0.7072912299819331,0.2871456442846289,0.25868855171580707,0.2405441025652457,0.2607397214329664,0.23841332998667833,0.2519301971893608
2,0.09771620607509224,0.9973179636464448,0.9839991546179525,0.9946327428414021,0.9814094203200808,0.9893470549130947,0.9839375850319041
3,0.1106429239260215,0.987805395828668,0.999430934685176,0.9917003193484756,0.9920550992038982,0.9795491636350085,0.985517392721095
4,0.11829634338976062,0.9818004532490108,0.9924846324782242,0.9881934805536658,0.9999721438457949,0.9768979973296505,0.9859241273908365
5,0.10616442592637032,0.9907988420503124,0.9783995637850524,0.9887795281922875,0.9766900773959843,0.9997748478274469,0.9895820206279612
6,0.11950657895037188,0.9857506882939325,0.9872436246014025,0.9916449887901908,0.9866116876097767,0.9908386906212423,0.9999875192287604
