GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
11,0.5927870601553176,0.7287792714487571,0.7388536799806037,0.9866582920523699,0.9977035430832581,0.9999128631076056,0.9997181626509184,0.6305881479563635,0.9920804348111709,0.9963813705634861,0.9947570610645186,0.6321026339846785,0.9960489255575985,0.9991460273828239,0.06800051644097653,0.9999779065816002,0.9980641609222378,0.99946225176945,0.9999065816037996,0.9999717186278176,0.9999846690057879,0.9999784565961922,0.1497505017602147,0.6314738290227332,0.15024179520192935,0.08936356716959813,0.3125778691846633,0.08886762664330368,0.7940938202664395,0.038907397961330706
12,0.28113498781859064,0.3873500696074545,0.4031134825425042,0.4470408389933274,0.4160753286523887,0.3955407103853517,0.402829508317991,0.3359035708567139,0.44514915952959205,0.4298698754662449,0.4294995515750766,0.5886066581296711,0.4265142578686727,0.41603620710111944,0.10738412096560919,0.39541271543438195,0.41894217045888316,0.4008443050829592,0.40111895448145524,0.3976230838175792,0.3966704369441993,0.39477454296095216,0.2887226752132997,0.19055128671921323,0.2884790203009021,0.15045744881700968,0.7358248475048832,0.15032697067433526,0.2750525288595133,0.05299026016030245
13,0.593901502407669,0.7285723878036825,0.7395761027155524,0.9858156407188116,0.9974972168308093,0.9999771050721955,0.9996694825162045,0.6273276499115809,0.991405087097032,0.996027902712621,0.9942156649776983,0.6286617460349544,0.995958648755644,0.9989521592170144,0.06839345172442754,0.9999618832340845,0.9977372272421973,0.9993470755779401,0.999795915974846,0.9999157366054443,0.9999501604460884,0.9999631658687832,0.1494692777440421,0.6307302681651226,0.14935342143086275,0.08913499493944742,0.31022965794963886,0.08942915897336895,0.7935855995213025,0.038922140098751126
14,0.5983410818880832,0.7431534317470486,0.7521209532047649,0.9895153660055616,0.9983631511478122,0.9996385088848385,0.9997804291530324,0.6270188503853691,0.9940630207233875,0.9977723864317402,0.996001167359067,0.6407124053917516,0.9971405974522174,0.9996309939215486,0.06919032955995194,0.9997043373813991,0.9989150631900722,0.9996895430539334,0.9998188952365236,0.9998006540998812,0.9997753062053609,0.9997277540355791,0.1564373866371012,0.6266280192914485,0.15676231096072082,0.09094190966162015,0.3234923078988401,0.09163258398260356,0.784221359685721,0.039968584283898656
15,0.6010000301100761,0.8078796441100287,0.809041965036368,0.9973979218851393,0.9955576931535475,0.9913839278996439,0.9935605892863544,0.6054631568755074,0.9979606920098363,0.9974027239851699,0.9951662207660746,0.6554763484518603,0.9966878872423636,0.9954373174459222,0.07506126727038274,0.9914885855825475,0.9970946152586337,0.9944945186952259,0.9927757964016363,0.9921638027163665,0.9919245954419531,0.9916645673688038,0.18644863455605912,0.6176401867787255,0.1939207651477147,0.09944477020326965,0.362012106489287,0.10241988824841229,0.7558081192780618,0.04656646063475996
16,0.5788562025568847,0.7667989224684584,0.767176616429144,0.9958122173388982,0.997179297306512,0.9933379531592959,0.9951701033917026,0.6154578147330332,0.9988927975648393,0.9971854845092457,0.9953020739546755,0.6373451538887362,0.9971364328219149,0.9967951191552101,0.07053255866856063,0.9937656799742877,0.998270864701485,0.9962757493585027,0.9947424857746604,0.9944387969378486,0.9941498799347882,0.9939413176616692,0.17185613124870355,0.6292111686845682,0.1740859551328402,0.09085403270240927,0.34344358512881684,0.09229514081694418,0.7877092365309,0.04516565550153035
17,0.5945304851870793,0.7318094192195919,0.7417824507343598,0.9867827008426688,0.9976823015917935,0.9998972550026364,0.9997250334961659,0.6301910502145778,0.99214890649061,0.9964715832119354,0.9948335715893274,0.6316436284779166,0.9960056452982318,0.9991711164029112,0.06804145756369247,0.9999633636063628,0.9980822337162875,0.999466526073153,0.9998925495907915,0.9999582022287463,0.9999677475103388,0.9999623574478838,0.15013090964772885,0.6299154602905289,0.15065514851363648,0.08985056228014685,0.3120261297966137,0.08895771391388123,0.7937773097015806,0.03852852160654363
18,0.6464388878083375,0.8059789468254347,0.8140815618734041,0.9956168465976784,0.9920464989122746,0.9924619578463337,0.9933544232126771,0.6180739378898642,0.9952761544180297,0.9972958348259712,0.9988062050646054,0.6565690657641459,0.9946716651827481,0.9963519611529771,0.08260553408403225,0.9922728895917714,0.9951110910724661,0.9940570400659762,0.9938522168763774,0.9929783160360961,0.9928223898749581,0.9924371322676304,0.18812092390156812,0.5976187707129555,0.1991126843616732,0.10932598934104838,0.3685641297753567,0.10929235128057314,0.7756106823365546,0.04372943967960556
19,0.5912305161639407,0.7269775488118587,0.7370267561752535,0.9862656324304606,0.9976524767511216,0.999898461623365,0.9996966877148256,0.6293437861747369,0.9918422076563942,0.996119239047887,0.994512337161211,0.6292043439294588,0.9959422933982958,0.9990703835026824,0.06804325985765587,0.99997997625232,0.9979123996305272,0.9994613219326071,0.9998704304947927,0.9999617720379663,0.9999844385035107,0.9999735673568758,0.14859777996043233,0.6312400307400222,0.148582036357699,0.08889136269568115,0.3098791548949248,0.0888498235286532,0.7946731179409391,0.03874689394815165
20,0.585854761877458,0.7535817454596614,0.7637855278009245,0.9904447556511411,0.9984974140673278,0.9976970312926453,0.9984490064574124,0.6191666752694768,0.9945915935882684,0.9972006204173942,0.9935804827652225,0.6400223942175249,0.9996441737923351,0.9985854668787625,0.07474702709272395,0.9974776642778125,0.9988968331010083,0.9987565743396268,0.9978134382800632,0.997765559950178,0.9976149999848795,0.9975342409841633,0.1671350496086189,0.6523425324038793,0.16947516218622313,0.09352175045329347,0.33160578445396244,0.09897044510040484,0.7811653647237174,0.0456785390729267
21,0.5956729037255377,0.7385178644252669,0.7479929967007392,0.9888454755844975,0.9978317774066607,0.9995867100459053,0.9996862450081656,0.630403158837635,0.9934897901966254,0.9972649989661365,0.9962053246076591,0.6382685169956714,0.9967970963320315,0.9996369186886559,0.07174433211564418,0.9996623882090305,0.9985118077787866,0.9995663463915907,0.999935771673797,0.9997554904930324,0.9997570958586619,0.9996648637127596,0.15424020953422124,0.6285489513770003,0.15848643671187845,0.09330860748525426,0.3229051690856336,0.09396124406740444,0.7912767222074747,0.03984857555109697
22,0.2834091423929017,0.35738586764176544,0.3834068496396023,0.42867299100462547,0.4158580110274826,0.3950424770486216,0.4021590494055605,0.3356203545649409,0.438649119596686,0.4250197742980207,0.42152599893079223,0.5886761408714755,0.4298535496094423,0.4126121791060945,0.10661746800347412,0.39473283839437945,0.4196222040174995,0.3998146035346178,0.40169471249657823,0.39736482449959776,0.3962147640085428,0.39467403249305427,0.13525208600448402,0.18995025090072906,0.2870341524709595,0.06181614797287912,0.38924122913186165,0.14934188796708942,0.27487191491170876,0.05250286196379394
23,0.5729721845913973,0.7491150581494366,0.7545655698187572,0.991289309083031,0.9994813571851047,0.9981188379334701,0.9992245173178501,0.6239648122273759,0.9959022564761987,0.997489820594327,0.994577736794538,0.6389163301184048,0.9986569370530965,0.9991778921386522,0.07165833594676226,0.9983277331746444,0.9995940259767185,0.999588306019512,0.9986557665968884,0.9985592715258006,0.9984455565236281,0.9983324768628664,0.1605491439952407,0.6395894173748655,0.1616413175947879,0.09299815167261223,0.32569976314195886,0.09424876061292309,0.7873271629100601,0.04241500857602655
24,0.18590640520586066,0.2915904706985464,0.3070163753927763,0.24330173567948407,0.2005511539959389,0.19346837539546172,0.19798623854689654,0.13595807956841385,0.22770023777230203,0.2238423374755943,0.22571500617027812,0.2610971556771833,0.21763495234700372,0.20848135747509192,0.18983445999349846,0.19107472411445098,0.20676215961248762,0.19805339239416458,0.19689996408968147,0.1939233685594364,0.19258215246369648,0.19170199665405582,0.6666701879219764,0.1351950039673067,0.6665361734923724,0.2910610900929121,0.511127227356392,0.29083999949602685,0.11611798262088424,0.07793441723556921
25,0.5899820522795022,0.7412881611087841,0.7510530286279518,0.98946214026411,0.9984463719906974,0.9991585925141339,0.9995310811548728,0.6313356351197916,0.99448695268377,0.9975686382462438,0.9951219239476247,0.6402140203075531,0.9983774825705963,0.9995960784029336,0.0732935145991093,0.9991625469150427,0.998986317544443,0.9996015064910806,0.9993761699814686,0.9993639915933162,0.9992689264485385,0.9991836228858554,0.15921356364865433,0.639006436285476,0.160677970600488,0.09186358574693933,0.3249859125484059,0.09576047062828914,0.792148808042255,0.0417083895634267
26,0.5886720007743332,0.7340640618792459,0.74335922634398,0.9882398349501098,0.9981355620806105,0.9996834791453393,0.9998272991397363,0.6318226278395863,0.9934154202822258,0.9969788095351215,0.9956390180314696,0.6361955803098468,0.9968290863224298,0.999631601810513,0.07094739144947608,0.9997698864729412,0.9985244075851543,0.9997412854144619,0.999926888216695,0.9998831494553149,0.9998561934231185,0.9997818970969562,0.15581843204782106,0.6297360282649652,0.15646447876207084,0.0929057721007289,0.32010280037815125,0.09254655345665017,0.7943937585500018,0.04002293798691559
27,0.5909990225670065,0.7273334537109042,0.7373439056774607,0.9861448316563726,0.997669225825182,0.9999095768356884,0.9997105962632908,0.6293558737810184,0.991796586788225,0.9960999680980929,0.9944079300495009,0.6298217412600193,0.9958693019406606,0.9990333843536096,0.06798353905667696,0.9999915531426797,0.9978914944530821,0.9994433490530582,0.9998601782254922,0.9999601856131657,0.9999867311351813,0.9999837814816973,0.14848736111050057,0.6302047365646736,0.1484846346814159,0.08882933160443388,0.3097895190241667,0.08882970567699743,0.7942377517335868,0.038594922934612336
28,0.19245452647699704,0.2729065757825483,0.2847204473713764,0.41023757103646663,0.39962158816909243,0.3946419603041661,0.3980520462353902,0.3357133439402864,0.41550750687421406,0.4094356323059064,0.4115077044292441,0.33462641676107435,0.402542454025522,0.40759233678832046,0.10676427773300476,0.393930504490587,0.39857483035613855,0.3979212049155234,0.3999821275647823,0.39824933393419054,0.39494394829071716,0.3947366504252649,0.28717683398203747,0.3343401604122782,0.28719076506998914,0.1496448535851154,0.3890852418153471,0.14954394459356404,0.2748892357247259,0.05247497848904722
29,0.18443326097225446,0.2654244687849181,0.2847585463147558,0.33954899226007257,0.3239675107742106,0.31129797856302316,0.31744869460018094,0.2503414272089968,0.34605110575586234,0.33323068614321705,0.33790439185375143,0.4500370302279036,0.33335648117698086,0.32696712536892314,0.12529288278689701,0.3107513900801266,0.3247198686579104,0.31492958313395647,0.3173612660608509,0.31403704393130527,0.31244366628605513,0.31115798729488936,0.36336120817749823,0.2496139323011436,0.3633344350642816,0.18015935878310219,0.514864424219817,0.17986785630970675,0.20812543781396034,0.05859268603405567
