GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.9997684052808732,0.14766671674791612,0.4651019520535393,0.17954674403352386,0.2066835878456233,0.2440279815780764,0.23340746198258863,0.22776291196898232,0.18059337280163076,0.24093188557999087,0.27009323067692514,0.22189906354247854,0.2134548868359154,0.18808140842395418,0.19736453839724669
2,0.1489505695969345,0.9999677621774509,0.19430325572189802,0.9505610984413138,0.8193105605534523,0.9521289745776426,0.9511776775633184,0.9537180772418211,0.9538463724494923,0.951256508083993,0.8186214889545236,0.9611770820410493,0.9694853375767939,0.9742780605442538,0.9759530689186728
3,0.4659185985670946,0.1926580647523553,0.9999377200879461,0.22382747867587896,0.2849712432182731,0.30830780336955443,0.29568811675587897,0.29558916469544794,0.24247989011817492,0.2862281415680191,0.34404310735222426,0.2719058201056923,0.27407403889780424,0.23682117064289465,0.24681915225183912
4,0.21273013450906378,0.812421110680099,0.2909491303137217,0.7851731920639964,0.9977084116509923,0.7530144338361238,0.7592247885280264,0.7495313494514455,0.7114321532288977,0.7919056649740875,0.9658348902944791,0.7424623483456455,0.7615281575170513,0.753530829773382,0.8058713375417733
5,0.17559298770318513,0.9527364494620297,0.21878771951413228,0.9994476045451102,0.784480278717937,0.9673430074456444,0.9682113212815515,0.9665908583512827,0.9664379855090123,0.9633911725479829,0.7846488847315405,0.972873123444431,0.9766178190195351,0.9778816861791061,0.9730203775261329
6,0.24483155687262123,0.9516892567584383,0.3111767418617928,0.9662591834169612,0.7570601979218203,0.9999435355259494,0.9883513705033287,0.9984709363405536,0.9765822049997805,0.98526273682498,0.7782630435552297,0.9904396976534685,0.9955461996564265,0.9844273614530428,0.98184719037417
7,0.23614033121589867,0.9522822882392735,0.2922871178801185,0.9667431884789472,0.7613673790654891,0.9885948473755325,0.9998378210867568,0.9862254395624379,0.982629384312005,0.9754879744435568,0.779718819206235,0.9980164681249506,0.9886335922196998,0.9871590966468806,0.9854167042597571
8,0.18690458250922315,0.9498574994045569,0.24873455699366515,0.9646311845161563,0.7094342497708588,0.9739704674530602,0.9817656947905039,0.9785032337245025,0.9991085130590918,0.9717809817277769,0.7074475853765685,0.9776334901175114,0.9830255166999944,0.9930270597144906,0.9840280981069653
9,0.21970778603414232,0.9542362750943892,0.2852198788403963,0.9642430900918546,0.7494625922702658,0.99783792348807,0.9863272550298893,0.9996902166348718,0.9807818619017625,0.9873434936607055,0.7658711178698465,0.9886259672418832,0.9960348889904675,0.9876505395443947,0.9849755179629026
10,0.23459754648942133,0.9536748878289794,0.28272861987616027,0.9609316529731127,0.7825735601304149,0.9867504756348743,0.9768109999677967,0.9880645488378186,0.9732819726950871,0.9992661862910226,0.7902761030123898,0.9802191965665283,0.9875258785779519,0.9815685996395253,0.9774268426443522
11,0.26528101176407615,0.8168446589620274,0.33762978790066145,0.7841765890843547,0.9723872395783625,0.7773037799934299,0.7794739714927587,0.7685406720526171,0.711367496868279,0.8020818752381098,0.9997216459414313,0.764326799946976,0.7758595159808208,0.754759232875198,0.8149007338315575
12,0.22810009000553455,0.9602281516736398,0.27710957069171144,0.9719057323688917,0.7524765357773555,0.9907201820414206,0.9981302242799016,0.9887871657717981,0.98187210663713,0.9805917264517421,0.7700534442550816,0.9996457453617893,0.9917012296087215,0.9897601474520091,0.9879024068933432
13,0.20909654804128117,0.9713443801414539,0.26828653365295557,0.9757907264272109,0.76440817781074,0.9956190369277836,0.9881249110956467,0.9963801142842951,0.984635348659701,0.9848388719792635,0.7766045404009034,0.9922360473642867,0.9993219319570212,0.9940328623928628,0.9928775066310637
14,0.2059257435405681,0.9748730816691183,0.25677219545942365,0.9740025633207515,0.8144929472108754,0.9823485286688901,0.9845066040552521,0.9842772882194657,0.9864384285960093,0.9750491914462944,0.8200514505592048,0.9871599104484006,0.9911625831925723,0.9948124016314694,0.9987296136711812
