GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
11,0.7205054260009811,0.10446576240020598,0.946915176418615,0.9934688621341373,0.9533883770977516,0.46296356209010864,0.8134855583464223,0.9721275841380395,0.735221028972666,0.9911891737489104,0.9984994762919726,0.991232923623878,0.9678915733611492,0.9815691968853085,0.9909962224568394,0.6057529209393677,0.7513487178762296,0.9915419947515449,0.33020436681505266,0.9901468814278803,0.9914474969414505,0.19876373264571293,0.332706016892373,0.7738585135585753,0.9915918919880802,0.750017732629748,0.9916369101303943
12,0.7534976349270232,0.09713142997699345,0.9343801883309121,0.9941703136257318,0.9332134520632664,0.4052194973536576,0.7855756693431032,0.982588057385472,0.7626041115152693,0.9994237202113573,0.9943580108637753,0.9991069563561945,0.9771413937417054,0.9914970410657958,0.9964286860379724,0.623777367542839,0.7742389349841482,0.9991015152150537,0.3931901561741851,0.9966650810029314,0.9974634505600488,0.2519272527471188,0.4095625612611802,0.8043535518128545,0.9979303990582615,0.776240084185856,0.9974789813566225
13,0.7258743577016211,0.13631738142463895,0.9280086087236958,0.9645388956584738,0.9617026668539097,0.5632413785711351,0.8365154963022726,0.954520711665075,0.7798893621704323,0.9765301961185827,0.9696488045369062,0.9762126591825767,0.9947681189140543,0.9805940226399066,0.9740741932456809,0.6248297542495629,0.7663717792800647,0.9752643201078129,0.3471311889468514,0.9720400697462395,0.9730185158021558,0.20870525856441513,0.32989667960870245,0.7133257458287352,0.9710363190680649,0.7673899117340149,0.970037945624417
14,0.7761143559057465,0.09305677925775852,0.9395530661160653,0.9965507523023787,0.9317829557077267,0.39322371719413285,0.7802123142123064,0.9864774526851371,0.7831603701061401,0.9983486964890742,0.9956358202459512,0.9996291658569,0.9760072013948978,0.9896340998000831,0.9984570747591095,0.6429051751316576,0.7969231547949532,0.9997511725878572,0.396000477934674,0.9982388739383988,0.9990420006056805,0.25047756173774255,0.3958306222145345,0.8013915510735902,0.9993391466680742,0.798555548166976,0.9990445974713122
15,0.5960077048333546,0.04925811498430631,0.6413423602939842,0.7874329530241303,0.6483497088666151,0.25838761922675474,0.5835193762679411,0.8102744413422602,0.5950020206243889,0.7791344011644215,0.7478949837656191,0.7888962550174523,0.7667581339534949,0.723052399008445,0.7760003762624458,0.4644295881809625,0.6091397889961421,0.771178898421593,0.4703468107632682,0.7829790603418444,0.7863652304987293,0.284244500309702,0.46961396548575873,0.6019355263711481,0.7841831222084958,0.6123137369754463,0.7863392061115295
16,0.7402514236927155,0.11229229405576782,0.9366881868135081,0.9878371943475142,0.9365305327427457,0.44224250107402246,0.7939676785423279,0.9765930700184553,0.7605738579875133,0.9980710979468408,0.9920616570166251,0.9960035123691424,0.9839039034392963,0.997768220980479,0.99237211455,0.5967031253683795,0.7664996581848089,0.9961891889661527,0.3598715267959838,0.9926609810846642,0.9928474876841549,0.2218371186507191,0.3760570236491704,0.7719947650653889,0.9931293274837262,0.7676088660294763,0.9924745539531181
17,0.7475654894233639,0.09059516046580948,0.9514373055170544,0.9928454457075668,0.9528835910100343,0.43077014326460794,0.7789078233758546,0.9860524909982319,0.7537952540354758,0.9927792043614029,0.9900014205159826,0.9931596279755052,0.9747582200255656,0.9859645036221195,0.994553531143329,0.616449286605109,0.7697479376706399,0.9950692964765608,0.3493389147813872,0.9968404850247867,0.9945745048679207,0.20947533494913662,0.34553441302251464,0.7735999088034273,0.9948134532055513,0.7703071458014418,0.9946959665499988
18,0.775734963703482,0.08712064301103467,0.9414834738557297,0.9982762967351709,0.9292871853730101,0.38187942942223424,0.7721645197871047,0.9896153713738085,0.776739780487432,0.9967599646796956,0.9952014520303307,0.9985534220060049,0.9722991612716274,0.9866118758816386,0.9989539554603335,0.6299659120442515,0.7950545106619789,0.9992030813204155,0.3946894518042311,0.9992109838059429,0.9997155529659486,0.2460193092018416,0.3976465548349561,0.795136140866256,0.9998906491953568,0.7959481367703801,0.9998693925387161
19,0.9719752684598942,0.042145025288194186,0.8406686163739174,0.7942327722940512,0.6233312244204513,0.26409374927738966,0.5220841374692649,0.8461784861375351,0.9767430628659993,0.754697725397602,0.7902570540723693,0.8056805538645219,0.800408681006005,0.7887102200836943,0.8042989942430581,0.7579239212332319,0.9989520240372874,0.799338721365437,0.479780583768786,0.8020137864287319,0.7982028727115991,0.2789639400010211,0.27840874298439505,0.6128764763972399,0.7962718631912302,0.9990181105237138,0.7938930105448068
20,0.7772360171131101,0.09278491602617285,0.9435952532927775,0.9969271971517921,0.9354328928033299,0.39933057626366897,0.7802033792090768,0.9875007930690013,0.7834838088274642,0.9979587258244003,0.9959468589856516,0.9993507328159131,0.9766330806922009,0.9902489490478623,0.9988706306117762,0.6378494187332008,0.7982270041801833,0.9998985238541948,0.3866835178130283,0.9988646774023631,0.9992630185393812,0.2401608983685473,0.38311949312013804,0.7992676590098027,0.9995035192388416,0.7994496784452262,0.9992635839090307
21,0.40537630580688755,0.00696687544409636,0.17384499676980963,0.304408498741151,0.13083534791967422,0.0733213323775164,0.1894296416948208,0.3107087463553665,0.347622330309028,0.298157703824879,0.2776648219646913,0.31261603030276935,0.27732858227946283,0.2903111423136362,0.3043136635871851,0.2495212492768283,0.35188954065644584,0.30916383449521573,0.6583383723827263,0.3046756208931255,0.30872249999162354,0.7270473111082165,0.7401521817859816,0.3659989944215791,0.3089505073136899,0.36941383074866513,0.3082143833475053
22,0.7705686905242808,0.08789524327978569,0.9421320774059729,0.9980586045052152,0.9318641841103155,0.3872454884107639,0.7735074115533681,0.9896672986935314,0.7710644984004158,0.9969422429381075,0.9952802772212016,0.998419129874876,0.9725890688584861,0.9874874267899729,0.9989634352304746,0.6183738267872804,0.78924314405212,0.9993179537583748,0.38911317141271623,0.9992098286564908,0.9995768920454622,0.23924696996027572,0.39431664435569647,0.8017883559029673,0.9997937799709511,0.7899980806701706,0.9998176845426368
23,0.20506142639506927,0.01756357225652457,0.15035651295419084,0.3050712282811526,0.1749381745372809,0.08152066696204643,0.2249705647430831,0.2716864677995431,0.19883434420868373,0.31953241875491006,0.28037958276419384,0.31140252681358993,0.27193816533393084,0.27249337948543845,0.299066106855455,0.24000440203007917,0.185453648998262,0.3081549045981108,0.3490659472203885,0.30225696048482287,0.3101007884434364,0.6975978786899922,0.7445242878808929,0.36560804510230505,0.31097739986866557,0.20450829263651152,0.3090659423804754
24,0.7786507127754025,0.0865700821540935,0.9429338572697757,0.9984340572149407,0.9300847690223404,0.38121354812809416,0.7698588230190123,0.9902391226127162,0.7787193175346908,0.9963560819772643,0.995372227926799,0.9984481669312658,0.9720527455360818,0.9865250064883664,0.9991280523607587,0.6303690616429098,0.7977251675366273,0.9991761530766115,0.3932134436218222,0.9992832576969766,0.9997553687762517,0.24226768822874978,0.3915585749518607,0.7977107517533051,0.9999309403589509,0.7984638960285149,0.999931775885463
25,0.6076104630944186,0.09586353758351104,0.6339273533991031,0.7892261003098212,0.6273787849228052,0.28359142207629495,0.6041516486342909,0.7669053717721491,0.6208396169995646,0.8036361704263878,0.7795642664331035,0.7755051871119382,0.7399088042294273,0.7847373403497722,0.7917191837340722,0.47667644815350657,0.6047675422673057,0.7959355400041067,0.24932515344874673,0.7884398788073387,0.7981434297437119,0.2906399296832025,0.48016814218802256,0.619444788608848,0.7947916000674661,0.614730945615202,0.7967967680224984
26,0.778262529755927,0.08610818486616349,0.9437338565503058,0.9987299649816582,0.9315077771981743,0.38155210964234465,0.7709613862539241,0.9904320243353596,0.7780758724855186,0.9958682074807483,0.9952082124931594,0.9980015349274602,0.9711192893718306,0.9851996163683906,0.9992285619171404,0.6337638463736983,0.7972183185237207,0.9989497770698568,0.38969118906466194,0.9994042298149368,0.9997759168007407,0.24220641223359085,0.38941819530382454,0.7978940906760512,0.9999078064114784,0.7980048621119437,0.9999728658855199
