GEP,1,2,3,4,5,6,7,8,9
1,0.15041919383972066,0.8090123557040326,0.5081420514399152,0.29999280080704505,0.2709632592226816,0.21091274820587103,0.2103041261851009,0.2978199015714972,0.2145263467452943
2,0.999996339413399,0.21426317241983694,0.12222491899684915,0.47967328980045637,0.7440901255139755,0.6840763146661786,0.7618684904291814,0.9421119274941451,0.7606364134827033
3,0.12199181040667227,0.40057431153794787,0.9999771816929766,0.17350664287509296,0.20227714057776178,0.13591005114655935,0.16385447853219046,0.234509708156359,0.16922873570031866
4,0.48033437557047265,0.24718139996188088,0.17356107418800867,0.9999443536837599,0.5510633063311574,0.5110712387190299,0.5019836905260101,0.6513183813708663,0.503782027607169
5,0.7456136006224409,0.3271121524315545,0.2041335192455085,0.5522059085064157,0.9999856017693342,0.9625990777544746,0.9819256018723548,0.7985013207837995,0.983144492181468
6,0.6823745422429074,0.2612288275998661,0.13613980714461885,0.5138867199730295,0.9622936088361939,0.9999797911161514,0.9714453330908496,0.6997923561632955,0.9727992115462148
7,0.941606337866649,0.3674896375047379,0.2364652926833462,0.6501276263555579,0.796245663274089,0.7005816889849711,0.780660054735896,0.9999834915839888,0.7830734648944391
8,0.7640149580347056,0.27560487011891144,0.17584765371810565,0.5127754554375074,0.983576879005661,0.9713960595622076,0.9986363212617673,0.7902610801402761,0.9996430323191107
