GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,0.13832094240400722,0.6841208813650705,0.6046101432197909,0.9857192154538649,0.9892528320699588,0.9794899060788074,0.9856551592225982,0.4613205191777751,0.9988594519875688,0.9931195616631271,0.7884556422550405,0.7847558133867668,0.9953686195966807,0.9942073843086519,0.4617948816380528,0.9914785997751201,0.9908249640955148,0.45553906899962626,0.9948632169619178,0.9938374006055365,0.9902808941378979,0.9921887202775396,0.9903932569883336
12,0.12339323972672356,0.6662247241851121,0.553081722845531,0.9880105299951696,0.9906341801076276,0.9792998592707696,0.9887356550142402,0.45417059135932236,0.9872454906155192,0.9990081731579193,0.7233800982321938,0.7187819420886636,0.9942249555129903,0.9943748352509855,0.4559681407404934,0.9966559743672397,0.9951669020990993,0.48983041946513256,0.995035152721372,0.9959599232212502,0.9977071419109738,0.9948307987608702,0.9959563049423444
13,0.08536088171328342,0.2691260652701307,0.466757524822227,0.46594738365803723,0.45342374469590524,0.4632962896448997,0.5160176795731353,0.9886024923862606,0.4530623761256515,0.4707780714640289,0.5718847407747757,0.5667375215870407,0.4953049468257173,0.49883707164287394,0.9997602121795702,0.48411063584944003,0.4996218897368114,0.548556642099435,0.4767971264911283,0.48020219100026346,0.47910381887295,0.46574472802058314,0.5070111312242084
14,0.10290554059790814,0.6023461576062414,0.6034010994775166,0.9974969268050374,0.9963575245342619,0.9886038162634994,0.995372549007684,0.47135132589935774,0.9862529808521387,0.9940496770710311,0.771063618585704,0.7722355724728167,0.9959901612496711,0.9946028281346875,0.47022812843635525,0.9982772412006478,0.9970627583658692,0.4796479805037409,0.998356482097194,0.9926437887991109,0.9970639269619757,0.9975392944071079,0.9970561061806966
15,0.12213741848731433,0.648297155165369,0.6095514307413168,0.991683099966878,0.9949827169034281,0.9866058598439813,0.9934214958228494,0.4778385409763581,0.9934362684893921,0.9956483043795572,0.7947162237293309,0.7924354523059013,0.9984531984111537,0.9964402868604435,0.4774737357638589,0.9977312902363883,0.9964977105086961,0.46704028793478697,0.999670783099761,0.9965699221815916,0.9967419752601088,0.9976362736602685,0.9972206999469937
16,0.11641240069344445,0.6340573168364865,0.6203841025100487,0.9919469129258879,0.9950819559559283,0.9877193177877686,0.9958316971230373,0.4914597242710159,0.9870633424161328,0.996715186054312,0.7962075265111036,0.7931331856242098,0.9973607309982847,0.9963161240244961,0.49222121285707454,0.9997537316937427,0.9990918273995595,0.48595552430127426,0.9987916255523179,0.9963016107310724,0.9992420971995608,0.9978612738096897,0.9994424592442694
17,0.06905482358486986,0.4651737539812007,0.7795841763575695,0.7734785549333516,0.7721140094935262,0.8068797509616594,0.7746597813128019,0.3272310317113669,0.7887079963701534,0.7645474726593305,0.60266558806967,0.598416584696273,0.7708740132993024,0.776914322090769,0.3634493941905693,0.8014227083203257,0.7784242673855898,0.5911856835651891,0.7785814490002877,0.7441580115551176,0.7875203116038537,0.7793580584573988,0.7690455052350371
18,0.0499366589937564,0.25489511770945317,0.452455872908268,0.47702251903680076,0.4503454530675601,0.46730759270752,0.49525012155352804,0.5154968133446225,0.46381464285978197,0.4805063054083415,0.3258329829644422,0.3231214075753948,0.48176266064802903,0.4882158113492802,0.5699151212149242,0.4968862794548235,0.4818485824938636,0.9991663400938027,0.47353357027676496,0.450547130797747,0.49523060086562926,0.4696495427428487,0.48606141121425633
19,0.12199604818448384,0.6354365243276497,0.6038880830615305,0.9897169015076657,0.9935255937206241,0.9860914855471571,0.9933719876529576,0.48070258593314913,0.9887306674940469,0.996617328688607,0.8081702338984258,0.8035149699248325,0.9969297964244712,0.9960531955635081,0.48113780480154567,0.9974319993339192,0.9970375844897346,0.45036797773353976,0.9983052779446683,0.9990712705689588,0.9972801962792921,0.9974893885408328,0.9985266766773231
20,0.11142329958531931,0.6370469412524528,0.5999451820024198,0.9917134427961286,0.9969511599444897,0.9910756763921219,0.993895363726334,0.45947795860039575,0.9882271620753893,0.9937808619256919,0.7742259971978549,0.772556536787482,0.9952037248968696,0.994322278862664,0.45837487248299985,0.9970315775959226,0.9957332854459261,0.46372043440971694,0.9980833009055812,0.9954370648976872,0.9967683539980114,0.9999023952319553,0.9964562759012555
21,0.11428154818730633,0.6300206050907067,0.6129938273967517,0.9919066784261689,0.9946626444372776,0.98828300521669,0.9965340842368027,0.5066141899113087,0.9858867545813061,0.9962634979330498,0.803495258312461,0.7999559973830564,0.997208151965043,0.9964941183950257,0.507417800304165,0.9990844824367314,0.9993538103253538,0.4839998298373604,0.9983749872737643,0.9964197789729571,0.9989207389671821,0.9975185972860883,0.9998047143055546
22,0.12362969617794775,0.4537029170281394,0.7780355689854891,0.7578250248615482,0.7796816561351098,0.8030944088298968,0.8091914564500875,0.6046590807909731,0.772400555506482,0.748756955374308,0.9981683355926968,0.9946840427592153,0.7953513872808824,0.7942605364746299,0.6052297562631423,0.7818692146570942,0.8027271881667808,0.3424643422493207,0.7880184169266992,0.7954652384492612,0.7633026940123399,0.7787436609960985,0.8012291696365531
