GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
15,0.9396463816309272,0.336833231594537,0.7705427226861065,0.20174362962344983,0.9930246973357346,0.5183021856937341,0.7913409807973255,0.4176929795716652,0.9868946730693356,0.9875006908617586,0.9907841790734414,0.9965038852975521,0.9812253645064689,0.9977506793928932,0.7966044437557656,0.9921017065384187,0.9949313759362663,0.9975116379932004,0.7917046286725555,0.9979186296154597,0.2978202749026796,0.9976048104762858,0.30241950950398894,0.9974259399940735,0.7923463110733064,0.997741654348849
16,0.9313012910842837,0.3306846582149563,0.7887859766486253,0.20719279318941136,0.9902820227012267,0.5124083901848508,0.7813473027691017,0.4025303520705155,0.984884173372277,0.9880608673512463,0.9903936769082619,0.9989089479423473,0.9762054349462348,0.9990180626249193,0.7830185820394416,0.9977991624655022,0.9928684084573531,0.998109195551467,0.8006139960150799,0.9989411298897538,0.3119723332952005,0.9981928864902059,0.30225871535453874,0.9979919981635716,0.7892420376813543,0.9973169985774081
17,0.3041725666362146,0.10725403319080164,0.5971999237919073,0.11256691457616856,0.47233930984572997,0.19069326723659827,0.6320923477979841,0.168287703687078,0.4773486063492172,0.4667700172152433,0.4334338408956277,0.5098718249040809,0.4329926379639485,0.4968539193038761,0.5997408474350384,0.4732856014348153,0.45705027946493915,0.499280765502729,0.3425769814651908,0.48413579847287286,0.4977672052566663,0.4983820498081097,0.5447396507169467,0.49161302034251547,0.610950150108149,0.49364613550670244
18,0.9346347278975502,0.30166889903501515,0.7923043718681594,0.18604912619919828,0.9944688112934579,0.4785182475227993,0.7930808386419911,0.3797249996370362,0.9894638688314761,0.9841136688086716,0.9913431873907186,0.9981985997184109,0.9711503195834564,0.9994619978086033,0.7975720559988837,0.9933729812695785,0.9942975449860064,0.9999834952320817,0.7954002518855788,0.9994212433911578,0.3137027284622475,0.999818015181287,0.3145624225860283,0.9999085177708561,0.7970996130785173,0.9998451290453956
19,0.9365883846015877,0.3315402564411523,0.792733476017255,0.21016691176064245,0.991559324969973,0.5099229273900379,0.7617872731221509,0.4076893831586546,0.9852087294809608,0.9888692159992489,0.9918040536363212,0.9989262824819796,0.9784952492573409,0.9995093238330212,0.7646370749534688,0.9962867599422414,0.9950000519347737,0.9984161501232014,0.8055044472981947,0.9997063397976071,0.30331787489519,0.9985937325837891,0.30089167144843243,0.9984590214302378,0.7832724572061973,0.9981965291368163
20,0.6998890947517034,0.17356506713760456,0.6060076569050256,0.20952871456149555,0.7806789383031235,0.35423169017875145,0.6135937827578335,0.229389074311149,0.8129565252142785,0.822788295386649,0.7503212090185261,0.7752168184724154,0.7672869875648681,0.7978345653701996,0.6170090128601392,0.766057027706413,0.770543535221909,0.7956885117459332,0.9990462404627793,0.7988675342767324,0.3601900356107502,0.7897084193346231,0.19967430024145344,0.7982297667327942,0.6133654853787331,0.797941601548547
21,0.9340449073627534,0.31371759504260005,0.7901844765660192,0.19309459675550944,0.9931262161665179,0.49213864925519674,0.7835467029327132,0.38904442991468097,0.9876777321138123,0.9863631796269259,0.9917073260182854,0.9990227063627953,0.9737741455431514,0.9998103707301151,0.7871992730414458,0.9955561908149205,0.9941564092432387,0.9996605211390098,0.7941739361139266,0.9997253943982357,0.30973850840784173,0.9996064253009684,0.310883288277739,0.9995400351946119,0.8040790145811382,0.9993345664469269
22,0.9446057378235986,0.31979729536264634,0.7831213497756205,0.19193520746996232,0.994700824083848,0.5013069531747677,0.7804149546310991,0.4001526568618995,0.9904109360119606,0.9822034026955144,0.9913709434200626,0.996456858239375,0.9750060621806638,0.997750935693058,0.7867317484358811,0.992197024231474,0.998203054585185,0.9986142375299963,0.7806200327981055,0.9984890616218433,0.28717805089795173,0.9988085897692194,0.2967747770955882,0.9986784602560504,0.7786998385421574,0.9990046987367781
23,0.9382797820184253,0.31550616355471695,0.7969848163220186,0.19378301368545184,0.9944207203122706,0.4919020536444641,0.7704685464824866,0.3923154077818138,0.9886885070355916,0.9856220174302752,0.9925468253513938,0.9984312783096103,0.9738363232361289,0.9994676065374841,0.7746469370840582,0.994355965446676,0.9956840953614547,0.9995995898150983,0.7899193094118344,0.9997662041536801,0.3004853162272566,0.9997730524377154,0.30438305270590005,0.999647686455107,0.7984374786422992,0.9996707348554668
24,0.22826787108128405,0.050799105826610534,0.46886171471092525,0.12193546315468821,0.3681814211318488,0.11904765591919167,0.5040217705575466,0.08469647781781875,0.39007914021104906,0.39530249302373544,0.33111619021401617,0.3940973475035845,0.34615113443434026,0.39709527562206964,0.4723505158443395,0.3598651210855129,0.34944554980794246,0.39607461207387856,0.4815722970208389,0.38766396603709713,0.6977736669002317,0.39046987188700405,0.3629140538406937,0.3945939490685285,0.2641748478181829,0.3911383415325106
25,0.48225140901068864,0.1127482372471406,0.7851245711405747,0.260259976537793,0.6125321206567895,0.24803975841505102,0.4819868378164966,0.16831965847567296,0.6307559000093825,0.6494378966156534,0.5844098922888659,0.6242131336586378,0.5627773238153693,0.6390017067435387,0.46676255165253766,0.5951082585647364,0.5980202363770614,0.6316199788172243,0.7792303362466272,0.6380602522941968,0.4387886783701259,0.6323547273958295,0.23150824644219048,0.6357241151800559,0.47240400202563987,0.6355482500764629
