k_parent,k_child,parent_gep,child_gep,similarity,raw_value,parent_celltype,child_celltype,celltype_match
6,7,4,2,0.9933903169096758,0.013263247559422778,Ambiguous/Mixed,Macrophage_family,False
6,7,4,3,0.9928114382999321,0.014429047810310769,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,4,4,0.9866045468736614,0.026971963127649917,Ambiguous/Mixed,DC_pDC,False
6,7,4,5,0.9946462863407829,0.010736192280561316,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,4,6,0.9950256273588061,0.009973572031448743,Ambiguous/Mixed,DC_family,False
6,7,4,7,0.9945984027119432,0.010832477326061102,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,5,1,0.24588747619289014,2.805762523090883,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,5,2,0.9847984518208805,0.0306365523755665,Ambiguous/Mixed,Macrophage_family,False
6,7,5,3,0.971271649974913,0.058298173424511136,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,5,4,0.9998746259987344,0.00025076372248528426,Ambiguous/Mixed,DC_pDC,False
6,7,5,5,0.9913277963260378,0.01742005211992714,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,5,6,0.9949819259039641,0.010061413818335222,Ambiguous/Mixed,DC_family,False
6,7,5,7,0.9944069158481343,0.011217568029667904,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,6,1,0.2719719479973808,2.6041127007344365,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,6,2,0.9950393984390958,0.009945892372520087,Ambiguous/Mixed,Macrophage_family,False
6,7,6,3,0.9819849919253323,0.03635850783243887,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,6,4,0.9938168325604652,0.012404724767871172,Ambiguous/Mixed,DC_pDC,False
6,7,6,5,0.9960165624456494,0.007982785148606094,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,6,6,0.9977756770675981,0.004453600826297994,Ambiguous/Mixed,DC_family,False
6,7,6,7,0.9998146183792911,0.0003707976120110551,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,1,0.9995906508048068,0.0008188660028928653,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,2,0.2534224131660434,2.7453951305178808,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,3,0.2678434047062769,2.6347055600896723,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,4,0.2442609906544977,2.81903598301938,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,5,0.2698813386325336,2.619545806264902,Ambiguous/Mixed,DC_family,False
7,8,1,6,0.2388537776300683,2.8638074467227677,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,7,0.25394012892877726,2.741313505254154,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,1,8,0.2695263647690439,2.6221781299228257,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,2,1,0.2547170953732159,2.7352035592111674,Macrophage_family,Ambiguous/Mixed,False
7,8,2,2,0.9867247889989903,0.026728228595776497,Macrophage_family,Ambiguous/Mixed,False
7,8,2,3,0.9985105689166626,0.002981082776864561,Macrophage_family,Ambiguous/Mixed,False
7,8,2,4,0.9850923011760401,0.030039870845096597,Macrophage_family,Ambiguous/Mixed,False
7,8,2,5,0.9899686413731046,0.02016402347175863,Macrophage_family,DC_family,False
7,8,2,6,0.9939596316716169,0.012117370301275916,Macrophage_family,Ambiguous/Mixed,False
7,8,2,7,0.997942245476734,0.004119749218029966,Macrophage_family,Ambiguous/Mixed,False
7,8,2,8,0.9941974699301277,0.011638860309377021,Macrophage_family,Ambiguous/Mixed,False
7,8,3,1,0.24863755150277617,2.7835181188219233,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,2,0.9997751428812367,0.00044976480583101635,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,3,0.9865547778319289,0.027072855217041565,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,4,0.9720088560889183,0.05678072672122783,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,5,0.9813164301047763,0.03772062541437768,Ambiguous/Mixed,DC_family,False
7,8,3,6,0.9846563251584782,0.030925214322640067,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,7,0.9863541683652405,0.027479583500709073,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,3,8,0.9818769307914182,0.036578607082336304,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,4,1,0.24079841753958758,2.8475902744970365,DC_pDC,Ambiguous/Mixed,False
7,8,4,2,0.9708287372228956,0.0592104079570117,DC_pDC,Ambiguous/Mixed,False
7,8,4,3,0.9863244502769062,0.027539842861875555,DC_pDC,Ambiguous/Mixed,False
7,8,4,4,0.999939784672649,0.00012043428073314525,DC_pDC,Ambiguous/Mixed,False
7,8,4,5,0.9948979289985396,0.010230262013400656,DC_pDC,DC_family,False
7,8,4,6,0.9920946465817155,0.015873532775790337,DC_pDC,Ambiguous/Mixed,False
7,8,4,7,0.98925784165338,0.021600543761636736,DC_pDC,Ambiguous/Mixed,False
7,8,4,8,0.9941371405883562,0.011760226887156883,DC_pDC,Ambiguous/Mixed,False
7,8,5,1,0.23743518441720934,2.875721200941084,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,2,0.9840278257210552,0.03220220831579898,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,3,0.9933025262452165,0.013440004957666646,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,4,0.9921708839663126,0.015719848939709194,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,5,0.9946675962040878,0.010693343610991857,Ambiguous/Mixed,DC_family,False
7,8,5,6,0.9999486293119603,0.00010274401511749001,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,7,0.9965674980088663,0.006876813083105062,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,5,8,0.9964778959961962,0.007056642429692111,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,6,1,0.2711846770182991,2.609910450364216,DC_family,Ambiguous/Mixed,False
7,8,6,2,0.9825557856675398,0.03519631509044109,DC_family,Ambiguous/Mixed,False
7,8,6,3,0.993415227631829,0.013213095248900316,DC_family,Ambiguous/Mixed,False
7,8,6,4,0.9954032724216938,0.009214650037378272,DC_family,Ambiguous/Mixed,False
7,8,6,5,0.9998947885497874,0.0002104339706508854,DC_family,DC_family,True
7,8,6,6,0.9954736784549636,0.009073192709705476,DC_family,Ambiguous/Mixed,False
7,8,6,7,0.9929048028952805,0.014240975429211617,DC_family,Ambiguous/Mixed,False
7,8,6,8,0.9986998839953857,0.002601923777342959,DC_family,Ambiguous/Mixed,False
7,8,7,1,0.2653565786449463,2.653361555369753,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,2,0.9824909489621754,0.035328295066785344,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,3,0.9959383600714681,0.008139821582187103,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,4,0.9947418711664407,0.010544002887313348,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,5,0.9983426199685268,0.0033175100104070676,Ambiguous/Mixed,DC_family,False
7,8,7,6,0.9969061101226648,0.006197371698631554,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,7,0.9969588391325437,0.006091589188314987,Ambiguous/Mixed,Ambiguous/Mixed,True
7,8,7,8,0.9999291037350897,0.00014179755633854276,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,1,0.9999913152147852,1.736964585556276e-05,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,2,0.2534892098132694,2.744868043391963,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,3,0.2672157721990198,2.639397622741539,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,4,0.2548023706323893,2.7345341028652643,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,5,0.26994484046474676,2.6190752708595073,Ambiguous/Mixed,DC_family,False
8,9,1,6,0.2494891901963468,2.7766793811910033,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,7,0.2654346182278201,2.6527734553116065,Ambiguous/Mixed,Macrophage_family,False
8,9,1,8,0.2695645783744211,2.6218945888548317,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,1,9,0.2602881038654804,2.691932339313709,Ambiguous/Mixed,Mast,False
8,9,2,1,0.25248056437806954,2.7528420119787964,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,2,0.99997642640228,4.7147751163309106e-05,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,3,0.9867202139079739,0.02673750190414776,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,4,0.9741986701114471,0.05228004543794962,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,5,0.982136070442843,0.03605083124222601,Ambiguous/Mixed,DC_family,False
8,9,2,6,0.9864468174540617,0.027291730616296916,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,7,0.9881847750457701,0.023771158886197883,Ambiguous/Mixed,Macrophage_family,False
8,9,2,8,0.9820720261521216,0.036181253860593315,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,2,9,0.9788380943905056,0.04277805737481376,Ambiguous/Mixed,Mast,False
8,9,3,1,0.2667585079330591,2.6428229890540993,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,2,0.9874798281518548,0.02519841920698619,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,3,0.9999981988279849,3.602347274470618e-06,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,4,0.9888142513477195,0.02249755922364366,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,5,0.9931011174071535,0.013845579805250077,Ambiguous/Mixed,DC_family,False
8,9,3,6,0.9954947528368154,0.009030852747862863,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,7,0.9976334242073971,0.004738761118192294,Ambiguous/Mixed,Macrophage_family,False
8,9,3,8,0.9956335216187372,0.008752078579615331,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,3,9,0.9912305221417346,0.017616312040203225,Ambiguous/Mixed,Mast,False
8,9,4,1,0.24346464909438542,2.82556705051204,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,2,0.9733313593706163,0.054061400867726275,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,3,0.9873971947657975,0.025365788385211727,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,4,0.9991645496782352,0.0016715990097637477,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,5,0.9955217300528632,0.008976654871991634,Ambiguous/Mixed,DC_family,False
8,9,4,6,0.992135742120824,0.015790688486441135,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,7,0.9886188978261284,0.022892725092706172,Ambiguous/Mixed,Macrophage_family,False
8,9,4,8,0.9947479649074956,0.01053175102064007,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,4,9,0.9949070248660605,0.010211977070440099,Ambiguous/Mixed,Mast,False
8,9,5,1,0.2690138443194391,2.6259848696661994,DC_family,Ambiguous/Mixed,False
8,9,5,2,0.9830504896152864,0.034189594742805196,DC_family,Ambiguous/Mixed,False
8,9,5,3,0.9931030539299414,0.013841679858173361,DC_family,Ambiguous/Mixed,False
8,9,5,4,0.9966140056192478,0.006783479665540751,DC_family,Ambiguous/Mixed,False
8,9,5,5,0.9999974940305436,5.011945192581433e-06,DC_family,DC_family,True
8,9,5,6,0.9965106164480055,0.006990971299913017,DC_family,Ambiguous/Mixed,False
8,9,5,7,0.9939502881086707,0.012136171078621721,DC_family,Macrophage_family,False
8,9,5,8,0.9987039147158934,0.0025938518581640683,DC_family,Ambiguous/Mixed,False
8,9,5,9,0.9957325800416665,0.008553102765115938,DC_family,Mast,False
8,9,6,1,0.23795142315205547,2.871377461091858,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,2,0.9848477832100383,0.030536369127852712,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,3,0.9937848181839484,0.01246915292229047,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,4,0.9913247363874776,0.01742622554368086,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,5,0.9950429107712382,0.009938832700412733,Ambiguous/Mixed,DC_family,False
8,9,6,6,0.9990512089036273,0.0018984829670995072,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,7,0.9954814552283431,0.009057568503518246,Ambiguous/Mixed,Macrophage_family,False
8,9,6,8,0.9966731912047642,0.006664709855293544,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,6,9,0.9970693774966121,0.0058698503718634595,Ambiguous/Mixed,Mast,False
8,9,7,1,0.2526803870782712,2.7512597621232,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,2,0.9858124517130665,0.028578307432618282,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,3,0.9954793074561586,0.009061883550252933,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,4,0.9882801623349025,0.023578112629919937,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,5,0.9925689009823077,0.0149176943714398,Ambiguous/Mixed,DC_family,False
8,9,7,6,0.9954351720717125,0.009150557142026235,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,7,0.998700669838944,0.0026003500448097457,Ambiguous/Mixed,Macrophage_family,False
8,9,7,8,0.9962111043501222,0.007592183394934164,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,7,9,0.9959927506685926,0.008030599738429949,Ambiguous/Mixed,Mast,False
8,9,8,1,0.2684043373398676,2.6305214280611557,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,2,0.9830471111292788,0.03419646822865107,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,3,0.9956841116320231,0.008650457396832449,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,4,0.9954110731084022,0.009198976678934042,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,5,0.9986960335959424,0.0026096346160592717,Ambiguous/Mixed,DC_family,False
8,9,8,6,0.9977729193675324,0.00445912852944801,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,7,0.9973308315511942,0.005345474060842719,Ambiguous/Mixed,Macrophage_family,False
8,9,8,8,0.9999955020945162,8.995831198899288e-06,Ambiguous/Mixed,Ambiguous/Mixed,True
8,9,8,9,0.9968219855955629,0.006366150033716544,Ambiguous/Mixed,Mast,False
9,10,1,1,0.705278327083617,0.6983255277789661,Ambiguous/Mixed,Mono_CD16,False
9,10,1,2,0.2521147459472335,2.7557419080930905,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,1,3,0.26248149373741214,2.675149398967315,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,1,4,0.28969113708893096,2.4778799361709662,Ambiguous/Mixed,DC_family,False
9,10,1,5,0.2470320756806209,2.796474179460463,Ambiguous/Mixed,DC_pDC,False
9,10,1,6,0.2490989849941865,2.779809862828899,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,1,7,0.26012431274462533,2.693191272583059,Ambiguous/Mixed,Macrophage_family,False
9,10,1,8,0.2452664213764547,2.810820450152143,Ambiguous/Mixed,DC_family,False
9,10,1,9,0.2636800664073526,2.666037560825578,Ambiguous/Mixed,Mast,False
9,10,1,10,0.26356594169094155,2.666903378424501,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,2,1,0.14787237929651614,3.822811358529732,Ambiguous/Mixed,Mono_CD16,False
9,10,2,2,0.999277218959677,0.0014460847449413662,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,2,3,0.9884455781437943,0.023243385751242636,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,2,4,0.9841831368937709,0.03188656903527863,Ambiguous/Mixed,DC_family,False
9,10,2,5,0.9758960303850813,0.04879844897632331,Ambiguous/Mixed,DC_pDC,False
9,10,2,6,0.988117243078421,0.023907842382457262,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,2,7,0.9900340796167991,0.020031825181272313,Ambiguous/Mixed,Macrophage_family,False
9,10,2,8,0.9821750348346767,0.0359714865972068,Ambiguous/Mixed,DC_family,False
9,10,2,9,0.9797117179112321,0.040993831978697166,Ambiguous/Mixed,Mast,False
9,10,2,10,0.9825255529591551,0.03525785495200865,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,3,1,0.1542853300414139,3.737903196789207,Ambiguous/Mixed,Mono_CD16,False
9,10,3,2,0.99144974758996,0.01717403104822386,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,3,3,0.9998807891136181,0.00023843598512873038,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,3,4,0.9944860990953592,0.011058317136488959,Ambiguous/Mixed,DC_family,False
9,10,3,5,0.9891025780298517,0.021914467599381086,Ambiguous/Mixed,DC_pDC,False
9,10,3,6,0.9957203119450194,0.00857774426519196,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,3,7,0.9976240363660269,0.004757581428965585,Ambiguous/Mixed,Macrophage_family,False
9,10,3,8,0.9930815947563297,0.01388489673355627,Ambiguous/Mixed,DC_family,False
9,10,3,9,0.9909978173177001,0.01808589431883613,Ambiguous/Mixed,Mast,False
9,10,3,10,0.9958956339829068,0.008225624091222242,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,4,1,0.14026436583903934,3.9284526192001383,Ambiguous/Mixed,Mono_CD16,False
9,10,4,2,0.980789711393145,0.038794407740712994,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,4,3,0.9880425447960844,0.02405904125378413,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,4,4,0.9961805422878395,0.007653540934425112,Ambiguous/Mixed,DC_family,False
9,10,4,5,0.999788561484697,0.0004229217431545168,Ambiguous/Mixed,DC_pDC,False
9,10,4,6,0.9931371779101685,0.013772959106909639,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,4,7,0.9886233914831325,0.0228836343362959,Ambiguous/Mixed,Macrophage_family,False
9,10,4,8,0.9950036608323115,0.0100177252037176,Ambiguous/Mixed,DC_family,False
9,10,4,9,0.9926057472990347,0.014843451398886888,Ambiguous/Mixed,Mast,False
9,10,4,10,0.9946057627582942,0.010817677344282049,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,5,1,0.14803967649394673,3.8205499134553396,DC_family,Mono_CD16,False
9,10,5,2,0.9877599928401961,0.0246310659423495,DC_family,Ambiguous/Mixed,False
9,10,5,3,0.9926745065618279,0.014704913250055011,DC_family,Ambiguous/Mixed,False
9,10,5,4,0.9990246359746209,0.00195168000479181,DC_family,DC_family,True
9,10,5,5,0.9966345658523792,0.006742219918158798,DC_family,DC_pDC,False
9,10,5,6,0.9969198705965634,0.006169765530326273,DC_family,Ambiguous/Mixed,False
9,10,5,7,0.9934192357555779,0.013205025882633871,DC_family,Macrophage_family,False
9,10,5,8,0.9984477085267667,0.003106995051801332,DC_family,DC_family,True
9,10,5,9,0.9952485674555844,0.009525512968447895,DC_family,Mast,False
9,10,5,10,0.9976066861690908,0.004792364768537665,DC_family,Ambiguous/Mixed,False
9,10,6,1,0.14404001438830244,3.8753282806208964,Ambiguous/Mixed,Mono_CD16,False
9,10,6,2,0.9915192717375657,0.01703378851905333,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,6,3,0.9953239074050072,0.009374119436365623,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,6,4,0.9958678753023614,0.008281371031896228,Ambiguous/Mixed,DC_family,False
9,10,6,5,0.9934261014144842,0.013191203651425776,Ambiguous/Mixed,DC_pDC,False
9,10,6,6,0.9998824165831268,0.00023518066069009875,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,6,7,0.996266864439497,0.007480242203587835,Ambiguous/Mixed,Macrophage_family,False
9,10,6,8,0.9972671556140111,0.005473170845085706,Ambiguous/Mixed,DC_family,False
9,10,6,9,0.9951934173795323,0.009636342777076312,Ambiguous/Mixed,Mast,False
9,10,6,10,0.9978193462199195,0.004366069735432695,Ambiguous/Mixed,Ambiguous/Mixed,True
9,10,7,1,0.15544060503955084,3.722983162978075,Macrophage_family,Mono_CD16,False
9,10,7,2,0.992529695161173,0.014996694621031441,Macrophage_family,Ambiguous/Mixed,False
9,10,7,3,0.9977863779037893,0.0044321515585797324,Macrophage_family,Ambiguous/Mixed,False
9,10,7,4,0.9953174694661686,0.009387055847541317,Macrophage_family,DC_family,False
9,10,7,5,0.9896312951091921,0.020845668810215136,Macrophage_family,DC_pDC,False
9,10,7,6,0.9969391447047599,0.006131098587379723,Macrophage_family,Ambiguous/Mixed,False
9,10,7,7,0.9998438321878398,0.0003123600152453727,Macrophage_family,Macrophage_family,True
9,10,7,8,0.9931377168618578,0.013771873755248265,Macrophage_family,DC_family,False
9,10,7,9,0.9933933073118225,0.013257226969943067,Macrophage_family,Mast,False
