NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PTPRC	246	5.294082802720368E-4	9.5197663E-4	No	
row_1	SUSD4	903	1.053953601513058E-4	-0.12102111	No	
row_2	C1QC	1093	7.200380059657618E-5	-0.15219411	No	
row_3	C1QB	1176	6.109556125011295E-5	-0.16287328	No	
row_4	C1QA	1238	5.587825580732897E-5	-0.16982353	No	
row_5	TNF	1375	4.5182157919043675E-5	-0.19288683	No	
row_6	LTA	1526	3.682810711325146E-5	-0.21956383	No	
row_7	C1R	1570	3.428763375268318E-5	-0.22494946	No	
row_8	C7	1794	2.4821436454658397E-5	-0.26746193	No	
row_9	SERPING1	1822	2.3846601834520698E-5	-0.27062276	No	
row_10	C1S	2126	1.475972112530144E-5	-0.33019403	No	
row_11	C3	2354	8.840727787173819E-6	-0.37503466	No	
row_12	TREM2	2932	-5.74925479668309E-6	-0.4906066	No	
row_13	CLU	3524	-2.4807441150187515E-5	-0.6071796	No	
row_14	C2	3559	-2.688484892132692E-5	-0.61145955	No	
row_15	IGHG1	3613	-2.9398426704574376E-5	-0.6193237	No	
row_16	IGHG3	3739	-3.569569526007399E-5	-0.6410774	No	
row_17	EXO1	3937	-5.100455382489599E-5	-0.6758619	No	
row_18	C4BPB	4077	-6.659949576715007E-5	-0.6974876	No	
row_19	IGHE	4117	-7.164387352531776E-5	-0.6985077	No	
row_20	CFI	4126	-7.26594589650631E-5	-0.6931924	No	
row_21	IGHA1	4323	-1.1313494178466499E-4	-0.72185385	No	
row_22	IGHD	4385	-1.2769937166012824E-4	-0.7219587	No	
row_23	CD55	4731	-3.966836666222662E-4	-0.75358045	Yes	
row_24	FCMR	4843	-7.532048621214926E-4	-0.7041296	Yes	
row_25	PTPN6	4891	-9.848742047324777E-4	-0.61971796	Yes	
row_26	FCGR2B	4892	-9.9265540484339E-4	-0.5251061	Yes	
row_27	IGHA2	4901	-0.0010299509158357978	-0.42854947	Yes	
row_28	CR2	4919	-0.001149745425209403	-0.32238623	Yes	
row_29	FCER2	4958	-0.001457176636904478	-0.19114736	Yes	
row_30	CR1	4983	-0.0020899521186947823	0.0032200317	Yes	
