NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CD2	0	0.0021223127841949463	0.016113486	Yes	
row_1	TRAC	1	0.0020880058873444796	0.0319665	Yes	
row_2	ZAP70	2	0.0019063076470047235	0.046439987	Yes	
row_3	TRBC1	6	0.001775369280949235	0.0592809	Yes	
row_4	CD3E	7	0.0017723202472552657	0.0727371	Yes	
row_5	CD3D	8	0.0016805828781798482	0.08549678	Yes	
row_6	TRBC2	9	0.0016364712500944734	0.09792156	Yes	
row_7	LAT	10	0.0016038250178098679	0.11009847	Yes	
row_8	ITGAL	11	0.0015667278785258532	0.12199372	Yes	
row_9	IL7R	12	0.0015526105416938663	0.13378179	Yes	
row_10	THEMIS	15	0.0014973796205595136	0.1447249	Yes	
row_11	ITK	16	0.0014756419695913792	0.1559286	Yes	
row_12	TIGIT	17	0.0014354567974805832	0.16682719	Yes	
row_13	CCL5	19	0.0014215395785868168	0.1774073	Yes	
row_14	CD6	21	0.001415336737409234	0.18794031	Yes	
row_15	CD28	26	0.001388460979796946	0.19763085	Yes	
row_16	CD8A	27	0.0013582584215328097	0.2079433	Yes	
row_17	SPN	28	0.0013435533037409186	0.21814413	Yes	
row_18	CD247	30	0.0013426399091258645	0.2281252	Yes	
row_19	CD5	32	0.0013202409027144313	0.23793621	Yes	
row_20	RASGRP1	33	0.0012931182282045484	0.24775411	Yes	
row_21	LCK	36	0.001284687896259129	0.25708237	Yes	
row_22	CD7	37	0.0012836039531975985	0.26682803	Yes	
row_23	FYN	38	0.0012720358790829778	0.27648586	Yes	
row_24	KLRK1	39	0.0012688637943938375	0.2861196	Yes	
row_25	NKG7	40	0.0012653878657147288	0.29572695	Yes	
row_26	SIRPG	42	0.001229305169545114	0.30484754	Yes	
row_27	BCL11B	43	0.001217842916958034	0.31409392	Yes	
row_28	STAT4	46	0.0012003137962892652	0.3227816	Yes	
row_29	RORA	51	0.0011407043784856796	0.33059105	Yes	
row_30	TCF7	52	0.001137194805778563	0.3392251	Yes	
row_31	CD3G	54	0.0011318271281197667	0.3476056	Yes	
row_32	JAML	58	0.0010842630872502923	0.35519934	Yes	
row_33	ICOS	65	0.0010387893998995423	0.3618094	Yes	
row_34	SH2D2A	70	0.0010203043930232525	0.36870474	Yes	
row_35	PRKCQ	72	0.0010166028514504433	0.3762104	Yes	
row_36	IL2RG	74	9.995473083108664E-4	0.38358656	Yes	
row_37	CD4	77	9.847467299550772E-4	0.39063755	Yes	
row_38	SLA2	86	9.62727761361748E-4	0.3962445	Yes	
row_39	CD40LG	95	9.324558195658028E-4	0.4016216	Yes	
row_40	TNFRSF1B	103	9.104104246944189E-4	0.40704414	Yes	
row_41	RASAL3	106	8.895997889339924E-4	0.41337273	Yes	
row_42	CTLA4	114	8.629991207271814E-4	0.4184353	Yes	
row_43	JAK3	116	8.559130947105587E-4	0.42472094	Yes	
row_44	FOXP3	121	8.460888057015836E-4	0.43029356	Yes	
row_45	ITPKB	123	8.448496228083968E-4	0.43649518	Yes	
row_46	CAMK4	127	8.373435121029615E-4	0.44221422	Yes	
row_47	GATA3	145	7.676738314330578E-4	0.44442493	Yes	
row_48	TNFSF14	152	7.514199824072421E-4	0.44885316	Yes	
row_49	TESPA1	157	7.423578063026071E-4	0.4536382	Yes	
row_50	CD84	159	7.390250102616847E-4	0.45903638	Yes	
row_51	EOMES	167	7.275034440681338E-4	0.4630702	Yes	
row_52	BATF	168	7.267441251315176E-4	0.46858796	Yes	
row_53	PDCD1	179	6.837439723312855E-4	0.4716511	Yes	
row_54	TNFRSF4	184	6.791730993427336E-4	0.47595644	Yes	
row_55	NLRC3	189	6.538551533594728E-4	0.48006955	Yes	
row_56	LAG3	190	6.512644467875361E-4	0.4850142	Yes	
row_57	CASP8	201	6.239081849344075E-4	0.48762307	Yes	
row_58	IL6R	211	6.015084800310433E-4	0.49027467	Yes	
row_59	CD300A	213	5.963378935121E-4	0.4945895	Yes	
row_60	TRGC1	222	5.819393554702401E-4	0.49730533	Yes	
row_61	ZNF683	223	5.794453900307417E-4	0.50170475	Yes	
row_62	PTPN22	225	5.730453412979841E-4	0.50584275	Yes	
row_63	TSPAN32	227	5.679590976797044E-4	0.5099421	Yes	
row_64	SLAMF1	228	5.677303415723145E-4	0.51425254	Yes	
row_65	RAB27A	231	5.647991201840341E-4	0.5181151	Yes	
row_66	LEF1	242	5.360042559914291E-4	0.52005655	Yes	
row_67	PTPRC	246	5.294082802720368E-4	0.5234376	Yes	
row_68	PTGER4	254	5.242195329628885E-4	0.525928	Yes	
row_69	CD69	257	5.201405147090554E-4	0.52945155	Yes	
row_70	TRDC	263	5.086626624688506E-4	0.53224945	Yes	
row_71	CLEC2B	266	5.069500766694546E-4	0.53567284	Yes	
row_72	SLAMF6	288	4.7954978072084486E-4	0.53484476	Yes	
row_73	CBLB	298	4.673433431889862E-4	0.5364777	Yes	
row_74	TBX21	299	4.6719275997020304E-4	0.5400248	Yes	
row_75	TNFSF8	300	4.6684977132827044E-4	0.5435693	Yes	
row_76	BTN3A1	318	4.42566437413916E-4	0.5433117	Yes	
row_77	IL2RA	322	4.3307800660841167E-4	0.5459614	Yes	
row_78	IL18R1	328	4.2965979082509875E-4	0.5481595	Yes	
row_79	TNFRSF9	332	4.2776609188877046E-4	0.5507688	Yes	
row_80	CRTAM	333	4.277503176126629E-4	0.5540165	Yes	
row_81	SIT1	341	4.203740681987256E-4	0.5557185	Yes	
row_82	IL12RB1	342	4.1993724880740047E-4	0.5589068	Yes	
row_83	PRDM1	366	3.974499413743615E-4	0.5570297	Yes	
row_84	ITPRIPL1	369	3.954056592192501E-4	0.5596062	Yes	
row_85	IL23R	374	3.8917959318496287E-4	0.56170976	Yes	
row_86	RUNX1	386	3.7302388227544725E-4	0.562201	Yes	
row_87	CCND3	418	3.442928136792034E-4	0.5582179	Yes	
row_88	IRF1	424	3.3672983408905566E-4	0.5597104	Yes	
row_89	KLRC1	434	3.2740249298512936E-4	0.56028086	Yes	
row_90	KLRF1	436	3.23786138324067E-4	0.5625264	Yes	
row_91	RORC	439	3.2135870424099267E-4	0.5645407	Yes	
row_92	CD160	444	3.141385386697948E-4	0.5660745	Yes	
row_93	DPP4	452	3.0922325095161796E-4	0.56693256	Yes	
row_94	CCR2	455	3.060678136534989E-4	0.5688307	Yes	
row_95	PREX1	456	3.060236922465265E-4	0.5711542	Yes	
row_96	PIK3R1	470	2.968618646264076E-4	0.5706415	Yes	
row_97	PAG1	473	2.9336800798773766E-4	0.5724433	Yes	
row_98	CORO1A	482	2.8542656218633056E-4	0.57290787	Yes	
row_99	IKZF3	491	2.775438188109547E-4	0.57331264	Yes	
row_100	SLAMF7	494	2.7636540471576154E-4	0.57498527	Yes	
row_101	TNFRSF14	497	2.725148224271834E-4	0.5766287	Yes	
row_102	NOD2	510	2.6354589499533176E-4	0.5760759	Yes	
row_103	LAX1	511	2.634853299241513E-4	0.5780764	Yes	
row_104	PIK3CD	518	2.598864957690239E-4	0.5787727	Yes	
row_105	IL2	547	2.430700114928186E-4	0.57465947	No	
row_106	ANXA1	557	2.3738719755783677E-4	0.5745465	No	
row_107	APBB1IP	575	2.2208831796888262E-4	0.5726149	No	
row_108	RUNX3	584	2.191959647461772E-4	0.57257664	No	
row_109	CRACR2A	597	2.1266780095174909E-4	0.5716376	No	
row_110	CCR7	606	2.0590984786394984E-4	0.57149845	No	
row_111	ADORA2A	614	2.018921368289739E-4	0.5715416	No	
