NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ZAP70	2	0.0019063076470047235	0.061115235	Yes	
row_1	ITK	16	0.0014756419695913792	0.10609642	Yes	
row_2	SPN	28	0.0013435533037409186	0.14722116	Yes	
row_3	BCL11B	43	0.001217842916958034	0.18367927	Yes	
row_4	STAT4	46	0.0012003137962892652	0.2220102	Yes	
row_5	RORA	51	0.0011407043784856796	0.25801092	Yes	
row_6	ICOS	65	0.0010387893998995423	0.2888937	Yes	
row_7	IL2RG	74	9.995473083108664E-4	0.3195261	Yes	
row_8	JAK3	116	8.559130947105587E-4	0.33881706	Yes	
row_9	FOXP3	121	8.460888057015836E-4	0.36530977	Yes	
row_10	ITPKB	123	8.448496228083968E-4	0.39237213	Yes	
row_11	GATA3	145	7.676738314330578E-4	0.4128796	Yes	
row_12	EOMES	167	7.275034440681338E-4	0.43209064	Yes	
row_13	BATF	168	7.267441251315176E-4	0.45554462	Yes	
row_14	IL6R	211	6.015084800310433E-4	0.46642208	Yes	
row_15	ZNF683	223	5.794453900307417E-4	0.482887	Yes	
row_16	LEF1	242	5.360042559914291E-4	0.49652752	Yes	
row_17	PTGER4	254	5.242195329628885E-4	0.51121014	Yes	
row_18	CD69	257	5.201405147090554E-4	0.5275901	Yes	
row_19	SLAMF6	288	4.7954978072084486E-4	0.5369701	Yes	
row_20	TBX21	299	4.6719275997020304E-4	0.55001557	Yes	
row_21	TNFSF8	300	4.6684977132827044E-4	0.5650821	Yes	
row_22	IL18R1	328	4.2965979082509875E-4	0.57346165	Yes	
row_23	IL12RB1	342	4.1993724880740047E-4	0.5843724	Yes	
row_24	PRDM1	366	3.974499413743615E-4	0.5925253	Yes	
row_25	IL23R	374	3.8917959318496287E-4	0.6036627	Yes	
row_26	RUNX1	386	3.7302388227544725E-4	0.6134659	Yes	
row_27	IRF1	424	3.3672983408905566E-4	0.61681426	Yes	
row_28	RORC	439	3.2135870424099267E-4	0.6243404	Yes	
row_29	PIK3R1	470	2.968618646264076E-4	0.6278246	Yes	
row_30	IL2	547	2.430700114928186E-4	0.62022513	Yes	
row_31	ANXA1	557	2.3738719755783677E-4	0.6260573	Yes	
row_32	RUNX3	584	2.191959647461772E-4	0.6278479	Yes	
row_33	CRACR2A	597	2.1266780095174909E-4	0.6322727	Yes	
row_34	SOCS3	632	1.9389658700674772E-4	0.6316211	Yes	
row_35	SMAD7	650	1.864017394836992E-4	0.6341822	Yes	
row_36	IFNG	657	1.832406414905563E-4	0.6388766	Yes	
row_37	LY9	660	1.828954991651699E-4	0.64437276	Yes	
row_38	RSAD2	680	1.7639146244619042E-4	0.64620435	Yes	
row_39	TOX	681	1.763608306646347E-4	0.651896	Yes	
row_40	SASH3	721	1.6145614790730178E-4	0.6491814	No	
row_41	PNP	763	1.4648250362370163E-4	0.64557713	No	
row_42	GPR183	810	1.329395017819479E-4	0.6405198	No	
row_43	CTSL	829	1.274512760573998E-4	0.6409752	No	
row_44	NLRP3	853	1.2161552876932546E-4	0.6402262	No	
row_45	ZBTB16	867	1.1568421905394644E-4	0.6413179	No	
row_46	SOCS1	915	1.0254252993036062E-4	0.6350763	No	
row_47	RARA	1109	6.96397983119823E-5	0.5981041	No	
row_48	PLA2G2D	1190	5.9594949561869726E-5	0.5837705	No	
row_49	IL23A	1301	5.0903192459372804E-5	0.56306016	No	
row_50	MYB	1337	4.8123227315954864E-5	0.55750084	No	
row_51	SHB	1997	1.8488253772375174E-5	0.4241816	No	
row_52	TNFSF4	2108	1.5487868950003758E-5	0.40232828	No	
row_53	GLI3	2237	1.1876984899572562E-5	0.3767006	No	
row_54	CCL19	3014	-7.912049113656394E-6	0.21926442	No	
row_55	LOXL3	3287	-1.6325773685821332E-5	0.16451798	No	
row_56	IL12B	3467	-2.2753665689378977E-5	0.12887758	No	
row_57	IL18	3623	-2.9709804948652163E-5	0.09833873	No	
row_58	LILRB4	3738	-3.557656236807816E-5	0.07632086	No	
row_59	ZC3H12A	3837	-4.262408401700668E-5	0.0577818	No	
row_60	HLX	4262	-9.825255256146193E-5	-0.025208674	No	
row_61	FUT7	4291	-1.054738022503443E-4	-0.027494652	No	
row_62	LGALS9	4318	-1.1241200263611972E-4	-0.029150294	No	
row_63	PTCRA	4389	-1.2926707859151065E-4	-0.03920325	No	
row_64	GPR65	4390	-1.2940810120198876E-4	-0.035026904	No	
row_65	SH3RF1	4434	-1.4096150698605925E-4	-0.03921576	No	
row_66	BCL6	4436	-1.418685569660738E-4	-0.03484049	No	
row_67	TGFBR2	4443	-1.4558015391230583E-4	-0.031361494	No	
row_68	IRF4	4447	-1.4738197205588222E-4	-0.027214717	No	
row_69	BCL2	4476	-1.5800721303094178E-4	-0.0278053	No	
row_70	NCKAP1L	4482	-1.599785464350134E-4	-0.023658417	No	
row_71	GPR18	4532	-1.8888335034716874E-4	-0.027519971	No	
row_72	SOCS5	4577	-2.200586604885757E-4	-0.029359361	No	
row_73	NFKBIZ	4623	-2.5641804677434266E-4	-0.030228546	No	
row_74	NFKBID	4722	-3.828621411230415E-4	-0.03778721	No	
row_75	IL6	4769	-4.832117701880634E-4	-0.031540364	No	
row_76	CD86	4799	-5.564949824474752E-4	-0.01947389	No	
row_77	CD80	4829	-6.834205123595893E-4	-0.0033111894	No	
row_78	CD83	4922	-0.0011667354265227914	0.015647104	No	
