NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CCL5	19	0.0014215395785868168	0.37079322	Yes	
row_1	SLAMF1	228	5.677303415723145E-4	0.47865236	Yes	
row_2	CSF1	269	5.051211919635534E-4	0.603734	Yes	
row_3	PTPRJ	272	5.014618509449065E-4	0.7354788	Yes	
row_4	C3AR1	415	3.5215230309404433E-4	0.7997761	Yes	
row_5	CCL3	600	2.0836408657487482E-4	0.81775165	Yes	
row_6	MDK	1251	5.4294068831950426E-5	0.70158964	No	
row_7	C5AR1	1875	2.2051744963391684E-5	0.58235055	No	
row_8	THBS1	1939	2.018084705923684E-5	0.5750232	No	
row_9	CSF1R	2124	1.4770224879612215E-5	0.5419825	No	
row_10	CXCL17	2162	1.382239133818075E-5	0.53819823	No	
row_11	CMKLR1	2239	1.1822692613350227E-5	0.52605885	No	
row_12	MSTN	2327	9.487321221968159E-6	0.5110961	No	
row_13	CCL2	2347	8.999992132885382E-6	0.5096541	No	
row_14	TREM2	2932	-5.74925479668309E-6	0.39394712	No	
row_15	MMP14	3305	-1.7040072634699754E-5	0.32376876	No	
row_16	CX3CL1	3572	-2.7571002647164278E-5	0.27764213	No	
row_17	RARRES2	3678	-3.2590312912361696E-5	0.2651545	No	
