NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	IL7R	12	0.0015526105416938663	0.13761231	Yes	
row_1	CCL5	19	0.0014215395785868168	0.26461124	Yes	
row_2	BCL11B	43	0.001217842916958034	0.3698172	Yes	
row_3	PRKCQ	72	0.0010166028514504433	0.4558671	Yes	
row_4	JAK3	116	8.559130947105587E-4	0.5244053	Yes	
row_5	FASLG	158	7.394098793156445E-4	0.58283883	Yes	
row_6	PDCD1	179	6.837439723312855E-4	0.640479	Yes	
row_7	GIMAP8	253	5.256537697277963E-4	0.673193	Yes	
row_8	FAS	255	5.236079450696707E-4	0.72021514	Yes	
row_9	IL2RA	322	4.3307800660841167E-4	0.7459888	Yes	
row_10	RORC	439	3.2135870424099267E-4	0.75162226	Yes	
row_11	TSC22D3	501	2.664279309101403E-4	0.7633724	Yes	
row_12	ST3GAL1	642	1.8897723930422217E-4	0.7522357	No	
row_13	DOCK8	820	1.3077599578537047E-4	0.7284022	No	
row_14	P2RX7	833	1.2618502660188824E-4	0.73736715	No	
row_15	CD27	904	1.052899460773915E-4	0.73277295	No	
row_16	LGALS3	929	9.953761764336377E-5	0.73691916	No	
row_17	BBC3	1380	4.482655640458688E-5	0.65038234	No	
row_18	LIPA	1692	2.8465487048379146E-5	0.59034896	No	
row_19	EFNA1	1730	2.7128024157718755E-5	0.5853479	No	
row_20	BCL2L11	1814	2.4122975446516648E-5	0.5708166	No	
row_21	TGFB2	2036	1.7380913050146773E-5	0.52789944	No	
row_22	CD274	2097	1.566689388710074E-5	0.51723516	No	
row_23	GLI3	2237	1.1876984899572562E-5	0.49032724	No	
row_24	SLC46A2	2513	5.00335181641276E-6	0.4354242	No	
row_25	ADAM8	2896	-4.6087616283330135E-6	0.35894778	No	
row_26	BMP4	2920	-5.257444172457326E-6	0.3547923	No	
row_27	WNT5A	4001	-5.6786902860039845E-5	0.14252253	No	
row_28	LGALS9	4318	-1.1241200263611972E-4	0.08905372	No	
row_29	PTCRA	4389	-1.2926707859151065E-4	0.08662196	No	
row_30	BCL2	4476	-1.5800721303094178E-4	0.08356162	No	
row_31	IDO1	4599	-2.385085099376738E-4	0.080515206	No	
