GEP,1,2,3,4,5,6,7,8
1,-0.39262041603583203,0.9625998130564097,-0.3553922916744187,-0.10079918794918243,-0.7283876292426846,-0.5309626994311152,-0.279583130416384,-0.5775598878338459
2,0.9693396122440273,-0.280775438349301,0.8107923497267759,0.34761718543520725,0.6055433416934235,-0.019408440438891776,0.687058791536769,0.6676503510978772
3,0.8552222057299633,-0.30519550774718934,0.9582877607731982,0.22613421977203124,0.721853722671613,-0.09023171533395162,0.846585799750899,0.7749312022798197
4,0.6730138382076469,-0.7426470588235294,0.7116428160926985,0.30958324403923737,0.9730392156862747,0.40441176470588236,0.7083333333333334,0.7573529411764707
5,0.1980946391705527,-0.45098039215686275,-0.05304973719963752,0.3660944711257648,0.4387254901960785,0.9681372549019608,0.16176470588235298,0.35294117647058826
6,0.7365057097366703,-0.27941176470588236,0.7375207366778875,0.42997672783227414,0.7107843137254903,0.1936274509803922,0.9264705882352943,0.6642156862745099
7,0.6882518873746125,-0.5171568627450981,0.7349329446193686,0.17199069113290966,0.7696078431372549,0.25000000000000006,0.6960784313725491,0.985294117647059
