GEP,1,2,3,4,5,6,7,8,9,10
1,-0.29938311627002184,-0.3453957811178867,0.8799019607843139,0.27696078431372556,-0.30637254901960786,-0.5857843137254902,-0.7083333333333334,-0.5710784313725491,-0.1936274509803922,-0.5392156862745099
2,1.0,0.8281106417556056,-0.40335298510019674,0.2179609298367523,0.29813046724797154,0.6764304719071622,0.6175559678707981,0.2405086122336577,0.7566000093183816,0.6676619287528102
3,0.7862683632387273,0.9666581748657589,-0.309241150993009,-0.05693142528741588,0.21737453291558792,0.7426963207949253,0.6275395741908341,0.05822532131667533,0.8656164435745733,0.712936712121958
4,0.3202112963997001,0.23677079559101383,-0.42997672783227414,0.6732207052916749,0.7665870804781116,0.22604490834610982,0.044226177719891055,0.1891897602462006,0.2432439774594008,0.157248631892946
5,0.6776831209292126,0.7746008326540842,-0.5245098039215687,0.012254901960784315,0.1519607843137255,0.9803921568627453,0.8848039215686275,0.5514705882352942,0.7573529411764707,0.8455882352941178
6,0.07014834523481683,-0.03555544805625305,-0.44117647058823534,0.44117647058823534,0.24509803921568632,0.3137254901960785,0.30637254901960786,0.911764705882353,0.014705882352941176,0.25490196078431376
7,0.6927149091938162,0.7390453845978311,-0.4926470588235295,-0.12500000000000003,0.33333333333333337,0.7401960784313727,0.8725490196078433,0.4387254901960785,0.6446078431372549,0.7965686274509804
8,0.7490841151860796,0.8761878271005215,-0.06617647058823531,0.18382352941176472,0.15686274509803924,0.8039215686274511,0.5808823529411765,0.27941176470588236,0.9926470588235295,0.7230392156862746
9,0.7052413994143192,0.784759532098728,-0.4460784313725491,-0.04411764705882353,0.2524509803921569,0.875,0.8872549019607844,0.43627450980392163,0.7622549019607844,0.9607843137254902
