GEP,1,2,3,4,5,6
1,0.9975460122699388,-0.3683391875459822,-0.3644980646889986,-0.6121706780328395,-0.559166260832768,-0.5223790068306121
2,-0.38387546259185845,0.9972677595628415,0.8010859161436896,0.6809665013189694,0.09833609822371833,0.8345629388723464
3,-0.3658709387556238,0.7851511149184083,0.9969278033794163,0.7124612538170634,0.0329287820852485,0.8273356498918686
4,-0.6367558458253231,0.6511336831659479,0.6890793207767351,0.9975369458128076,0.3046692242925828,0.621623497951802
5,-0.5567137772326243,0.10609947439927504,0.03567284725901921,0.2923841749259464,1.0,0.38480392156862747
