GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.9921052631578949,-0.5003159476487036,0.8242167045686668,0.1422217922250122,-0.07365057097366702,0.7034899365415781,0.6171409912621064,0.5993632672339799,0.15745984139197777,0.6806328627911298,0.7746008326540842,0.5841252180670143,0.6831725376522907,0.18793593972590894,0.36825285486833514
2,-0.4952365979263817,0.9950980392156863,-0.341973183019732,-0.5147058823529412,0.1519607843137255,-0.5171568627450981,-0.5269607843137256,-0.6029411764705883,-0.46323529411764713,-0.4534313725490197,-0.12500000000000003,-0.5490196078431373,-0.6299019607843138,-0.2377450980392157,0.03431372549019608
3,0.8268126626932926,-0.3682788124827884,1.0,0.2530351024541607,-0.032568874573307816,0.7804003407373372,0.5486602716580317,0.662651332664609,0.06513774914661563,0.6776831209292126,0.8405274937957516,0.5724606030769873,0.662651332664609,0.03757947066150901,0.25428775147621097
4,0.05333317208437957,0.04411764705882353,0.008768543154352104,0.35784313725490197,0.9264705882352943,-0.06862745098039216,0.16421568627450983,-0.03676470588235294,0.22794117647058826,0.26960784313725494,0.13480392156862747,-0.12745098039215688,-0.10539215686274511,0.46813725490196084,0.40441176470588236
5,0.1752375654201043,-0.5343137254901961,0.24176126125570802,0.9975490196078433,0.22794117647058826,0.2303921568627451,0.2720588235294118,0.23529411764705882,0.11519607843137256,0.35784313725490197,0.09803921568627452,0.19607843137254904,0.08578431372549021,0.13235294117647062,-0.14460784313725492
6,0.7085692862638999,-0.556372549019608,0.7866635858475887,0.2916666666666667,-0.1936274509803922,0.9901960784313727,0.7990196078431374,0.8848039215686275,0.47058823529411764,0.7450980392156863,0.6936274509803922,0.8627450980392157,0.7916666666666667,0.3872549019607844,0.26715686274509803
7,0.6628551387630032,-0.5343137254901961,0.5436496755698305,0.23529411764705882,0.09313725490196079,0.806372549019608,0.9901960784313727,0.7941176470588236,0.6642156862745099,0.6813725490196079,0.6495098039215687,0.8088235294117647,0.6691176470588236,0.6813725490196079,0.5171568627450981
8,0.17777724028126524,-0.40196078431372556,0.06764304719071623,0.12500000000000003,0.16911764705882354,0.482843137254902,0.698529411764706,0.5588235294117647,0.9901960784313727,0.35539215686274517,0.24019607843137256,0.482843137254902,0.5661764705882354,0.8578431372549021,0.4926470588235295
9,0.5104746470933472,-0.5514705882352942,0.5511655697021323,0.19607843137254904,-0.10539215686274511,0.8088235294117647,0.7892156862745099,0.9534313725490198,0.590686274509804,0.7303921568627452,0.5539215686274511,0.8455882352941178,0.7181372549019608,0.5392156862745099,0.37990196078431376
10,0.6019029420951408,-0.482843137254902,0.5899976893856915,0.34313725490196084,0.1593137254901961,0.6691176470588236,0.661764705882353,0.6470588235294119,0.34313725490196084,0.948529411764706,0.5073529411764706,0.7107843137254903,0.5588235294117647,0.3602941176470589,0.29901960784313725
11,0.7187279857085438,-0.14215686274509806,0.7302943798553252,0.07352941176470588,0.11764705882352941,0.6127450980392157,0.6936274509803922,0.5416666666666667,0.25000000000000006,0.6200980392156864,0.9436274509803922,0.6053921568627452,0.4730392156862746,0.2916666666666667,0.6593137254901962
12,0.5714268437612097,-0.5441176470588236,0.5311231853493275,0.26960784313725494,-0.17647058823529413,0.8186274509803922,0.8578431372549021,0.8284313725490197,0.5147058823529412,0.7279411764705883,0.5808823529411765,0.9803921568627453,0.625,0.5294117647058825,0.33333333333333337
13,0.5688871689000488,-0.44852941176470595,0.6288298090692508,0.15441176470588236,-0.09558823529411767,0.7941176470588236,0.5857843137254902,0.8431372549019609,0.5857843137254902,0.6151960784313726,0.6397058823529412,0.6936274509803922,0.823529411764706,0.49754901960784315,0.5073529411764706
14,0.37333220459065697,0.06617647058823531,0.28560397702746854,-0.014705882352941176,0.34313725490196084,0.35539215686274517,0.43627450980392163,0.32107843137254904,0.4558823529411765,0.32598039215686275,0.6421568627450981,0.32598039215686275,0.24019607843137256,0.5539215686274511,0.9436274509803922
