K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.5644917505138964,-2.5794735738374506,0.0,0.0,0.0,71/121,22.46%,CD74;CTSS;IL2RG;ITGAL;SRGN;LTB;HCLS1;CD79A;IL16;CD2;ETS1;PTPRC;CCND2;ITGB2;FYB1;CD96;IRF8;ZAP70;MAP4K1;CD3E;CD4;LCP2;CD3D;CD40;LCK;ITK;IRF4;IL2RB;PRKCB;CD28;PTPN6;WAS;IL12RB1;CD247;SPI1;NCF4;LY75;CD7;SIT1;CD3G;CCL5;ICAM1;GBP2;STAT4;CCR5;TIMP1;HDAC9;IL18;TLR6;CD8A;CD80;IL27RA;GZMA;FGR;C2;TRAT1;STAB1;CXCR3;FCGR2B;FAS;IL2RA;CD40LG;TLR1;GPR65;JAK2;LY86;CD1D;PRF1;CCND3;IL7;CCL2
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.49492979572795315,-2.1590520098546153,0.0,0.0,0.0,66/111,25.84%,CD74;IFI27;CFB;ITGB7;NLRC5;SOD2;C1S;CIITA;IRF8;SLAMF7;IL10RA;SAMHD1;LCP2;TNFAIP3;CD40;NFKBIA;CD38;ZBP1;IRF4;IRF1;IL2RB;C1R;PTPN6;GBP6;PFKP;SAMD9L;CSF2RB;IFITM2;ISG20;RNF213;CASP8;ST3GAL5;CCL5;FGL2;ICAM1;PDE4B;STAT4;BANK1;SP110;MT2A;KLRK1;EIF4E3;VCAM1;GBP4;GZMA;SERPING1;FAS;CFH;TRIM14;EPSTI1;CD69;GPR18;JAK2;CD274;UPP1;OAS2;IL7;CCL2;SOCS3;PSMB9;IFI30;RAPGEF6;IFITM3;PTGS2;CXCL10;NAMPT
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.5011947722873135,-1.9899000965077926,0.0,0.0008430609597924773,0.001002004008016032,36/53,30.56%,IL2RG;LTB;PLA2G2A;ITGA4;TNFRSF1B;A2M;CD38;IRF1;TNFRSF12A;CSF2RB;IL12RB1;CD14;MAP3K8;PIK3R5;CXCL1;HMOX1;FAS;IL1R1;IL2RA;IL1R2;CSF2RA;CD36;IL7;IL9R;SOCS3;IL3RA;CXCL3;OSMR;CSF1;IL18R1;CXCL10;CCR1;TNF;STAT1;EBI3;CRLF2
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.5886137873427387,-1.821519369897947,0.0,0.0056906614785992215,0.009018036072144289,13/23,23.98%,VEGFA;XBP1;HERPUD1;NABP1;ERN1;HSP90B1;CEBPB;DNAJB9;ERO1A;SHC1;HSPA5;CCL2;SLC7A5
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_COMPLEMENT,-0.3867372931552185,-1.8053756039969329,0.0,0.0065758754863813225,0.013026052104208416,67/122,27.64%,CTSS;KYNU;CTSC;CFB;CD55;CA2;C1S;SPOCK2;LGALS3;LCP2;DOCK10;TNFAIP3;SERPINB2;LCK;EHD1;RASGRP1;IRF1;C1R;WAS;FYN;CEBPB;SERPINA1;CCL5;CASP10;PRSS3;CTSH;CTSD;GNG2;PLEK;PIK3R5;TIMP1;CR1;DUSP5;C1QC;SH2B3;FN1;KLK1;GZMA;CTSL;CXCL1;C2;SERPING1;LGMN;CD40LG;CFH;CP;ZEB1;CPM;CD36;HSPA5;C3;JAK2;C1QA;DPP4;LIPA;CR2;PSMB9;SERPINE1;GATA3;LYN;APOBEC3G;FCER1G;CDA;F5;TFPI2;MMP12;GZMK
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.4485424172636665,-1.7153291178101213,0.0,0.010116731517509726,0.02404809619238477,24/50,25.56%,CD74;IFI27;C1S;SELL;IRF1;SAMD9L;IFITM2;ISG20;CASP8;GBP2;SP110;LPAR6;SAMD9;GBP4;LAMP3;TRIM14;EPSTI1;TMEM140;IL7;PSMB9;IFI30;IFITM3;CSF1;CXCL10
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_KRAS_SIGNALING_UP,-0.359669545085525,-1.6122902215647186,0.0,0.020233463035019456,0.05410821643286573,57/131,20.88%,SLPI;LAPTM5;CTSS;IL2RG;IKZF1;DOCK2;LCP1;TMEM176B;CD37;CFB;ETS1;CA2;CCND2;ITGB2;TNFRSF1B;MALL;SPON1;IRF8;TSPAN1;TRAF1;MAP4K1;PECAM1;PRDM1;CXCR4;IL10RA;IL7R;TNFAIP3;ST6GAL1;BIRC3;FUCA1;KCNN4;ADAM8;TMEM176A;ENG;TRIB1;LAT2;EPHB2;HDAC9;ID2;CCL20;GLRX;ADGRA2;ERO1A;ABCB1;NRP1;PRRX1;CFH;VWA5A;CSF2RA;ADAMDEC1;ACE;GNG11;TSPAN7;IL33;C3AR1;PLVAP;LY96
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.7059868510172022,1.6027005286636913,0.015492957746478873,0.1427946474523932,0.16,6/15,10.24%,JAG2;DLL1;HEY1;CSNK1E;JAG1;DKK1
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_HEDGEHOG_SIGNALING,0.6427396250906441,1.480604577415468,0.05042016806722689,0.3167009778692743,0.524,6/17,12.48%,ADGRG1;NRCAM;CELSR1;HEY1;DPYSL2;VLDLR
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_DNA_REPAIR,0.6166354265682903,1.4797078846813876,0.04341926729986431,0.21326127980785728,0.528,5/22,4.66%,BCAM;TYMS;LIG1;ZWINT;POLA1
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_E2F_TARGETS,0.5288745169541281,1.467203429965462,0.023809523809523808,0.17869274318064848,0.568,13/54,7.24%,HELLS;MCM2;MCM4;CENPM;MCM6;LIG1;POLE;TCF19;EZH2;MYBL2;LMNB1;ORC6;TK1
21,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_21.dt_0_01.txt,prerank,HALLMARK_APICAL_JUNCTION,0.4680066378583409,1.386020518406809,0.02872340425531915,0.31047864127637675,0.833,22/101,12.94%,ADAM23;COL17A1;CDH3;LAYN;TGFBI;LAMB3;ITGA2;LAMA3;MDK;PIK3R3;ITGB4;CDH1;KCNH2;BMP1;NLGN2;VCAN;SORBS3;MAP3K20;LAMC2;MPZL2;CDH8;PLCG1
